race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,time_index,time_index_master,start_index,pace_index,last_3f_index,passing_order,last_3f,win_odds,popularity,horse_weight,training_time,trainer_comment,remarks,trainer,trainer_id,owner,prize_money
202648032303,3歳6組,2026-03-23,ダート,1500,右,晴,良,1,5,5,ウエスタンオレンジ,2023102327,牝3,55,丸野勝虎,05053,1:40.1,,**,-,-,-,-,9-6-4,40.3,3.4,1,454(+8),,,,[地]角田輝也,05242,西川賢,58.0
202648032303,3歳6組,2026-03-23,ダート,1500,右,晴,良,2,8,11,フェスティヴニーサ,2023100667,牡3,57,塚本征吾,05638,1:40.5,2,**,-,-,-,-,2-2-2,41.9,9.0,6,463(+3),,,,[地]地辺幸一,00849,（同）ＪＰＮ技研,20.3
202648032303,3歳6組,2026-03-23,ダート,1500,右,晴,良,3,3,3,ミツカネマルテ,2023104900,牝3,51,小笠原羚,a05dc,1:41.0,2.1/2,**,-,-,-,-,1-1-1,42.5,7.8,5,450(+10),,,,[地]植松則幸,05357,（株）ファーストビ,11.6
202648032303,3歳6組,2026-03-23,ダート,1500,右,晴,良,4,7,9,アイファーサックス,2023100656,牝3,55,大畑慧悟,05648,1:41.1,1/2,**,-,-,-,-,11-10-7,40.3,121.6,11,397(+5),,,,[地]倉地学,05671,中島稔,8.7
202648032303,3歳6組,2026-03-23,ダート,1500,右,晴,良,5,6,7,モズオージー,2023105732,牡3,57,望月洵輝,05666,1:41.3,1,**,-,-,-,-,8-5-6,41.5,4.4,2,540(0),,,,[地]藤ヶ崎一,05200,鈴木道隆,5.8
202648032303,3歳6組,2026-03-23,ダート,1500,右,晴,良,6,7,8,ルーン,2023101927,牝3,55,丹羽克輝,05324,1:42.0,3,**,-,-,-,-,4-4-3,42.5,45.9,8,458(-7),,,,[地]竹之下昭,a022c,（同）ＪＰＮ技研,
202648032303,3歳6組,2026-03-23,ダート,1500,右,晴,良,7,1,1,プレシャスノワール,2023103221,牝3,55,渡辺竜也,05558,1:42.0,クビ,**,-,-,-,-,5-7-8,41.6,4.6,3,437(+7),,,,[地]地辺幸一,00849,（同）ＪＰＮ技研,
202648032303,3歳6組,2026-03-23,ダート,1500,右,晴,良,8,6,6,タマリスペクト,2023101007,牡3,57,細川智史,05602,1:42.5,2.1/2,**,-,-,-,-,10-11-10,41.6,20.3,7,455(+5),,,,[地]坂口義幸,05668,（同）ＪＰＮ技研,
202648032303,3歳6組,2026-03-23,ダート,1500,右,晴,良,9,2,2,クルスデルスール,2023104564,牡3,57,加藤聡一,05557,1:42.5,ハナ,**,-,-,-,-,7-8-9,41.9,69.3,9,478(-3),,,,[地]井手上慎,05287,田頭勇貴,
202648032303,3歳6組,2026-03-23,ダート,1500,右,晴,良,10,4,4,ロイヤルドリーム,2023100994,牡3,57,今井貴大,05489,1:44.6,大,**,-,-,-,-,3-3-5,45.8,5.7,4,492(-6),,,,[地]宇都英樹,a03ea,清宮義男,
202648032303,3歳6組,2026-03-23,ダート,1500,右,晴,良,11,8,10,アイファーローレル,2023100075,牝3,55,大畑雅章,05370,1:44.9,1.1/2,**,-,-,-,-,6-9-11,44.3,74.6,10,405(+9),,,,[地]倉地学,05671,中島稔,
