race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,passing_order,last_3f,win_odds,popularity,horse_weight,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,trainer,trainer_id,owner,prize_money
202603020610,天の川ステークス(3勝),2026-07-12,,,,曇,,1,8,11,ドバイブルース,2021105182,牡5,58,坂井瑠星,result,1:43.1,,**,**,**,**,**,2-2-2-2,36.6,4.3,2,500(0),,,,[東]加藤征弘,result,加藤正二郎,"1,893.8"
202603020610,天の川ステークス(3勝),2026-07-12,,,,曇,,2,3,3,リフレックス,2023105748,牡3,55,三浦皇成,result,1:43.8,4,**,**,**,**,**,3-3-3-3,37.1,3.0,1,464(-2),,,,[東]金成貴史,result,小原準一郎,756.8
202603020610,天の川ステークス(3勝),2026-07-12,,,,曇,,3,7,8,オンザライン,2018104646,セ8,58,小崎綾也,result,1:43.9,3/4,**,**,**,**,**,6-6-6-5,36.8,32.7,8,450(-14),,,,[東]大和田成,result,久保田定,473.4
202603020610,天の川ステークス(3勝),2026-07-12,,,,曇,,4,5,5,ゲキザル,2019102102,牡7,58,小林脩斗,result,1:44.1,1,**,**,**,**,**,7-6-6-5,37.0,56.4,9,474(+4),,,,[東]青木孝文,result,橘倍男,280.0
202603020610,天の川ステークス(3勝),2026-07-12,,,,曇,,5,6,6,サトミノエンジェル,2022101389,牡4,58,横山典弘,result,1:44.3,1.1/2,**,**,**,**,**,3-3-4-4,37.5,12.2,6,532(+6),,,,[東]鈴木伸尋,result,田代洋己,187.0
202603020610,天の川ステークス(3勝),2026-07-12,,,,曇,,6,2,2,ジェイエルマスター,2022101818,牡4,58,田辺裕信,result,1:44.4,クビ,**,**,**,**,**,10-10-6-5,37.3,4.5,3,488(-10),,,,[東]平岩大典,result,橋元幸人,
202603020610,天の川ステークス(3勝),2026-07-12,,,,曇,,7,1,1,ダカラフェスティヴ,2022104378,牝4,56,戸崎圭太,result,1:45.1,4,**,**,**,**,**,11-11-11-10,37.2,21.0,7,464(-8),,,,[東]奥平雅士,result,臼井一眞,
202603020610,天の川ステークス(3勝),2026-07-12,,,,曇,,8,8,10,スマートケープ,2020102187,牝6,56,吉田豊,result,1:45.2,3/4,**,**,**,**,**,1-1-1-1,38.8,7.6,5,508(0),,,,[西]辻野泰之,result,大川徹,
202603020610,天の川ステークス(3勝),2026-07-12,,,,曇,,9,4,4,ハッスルダンク,2020104632,セ6,58,江田照男,result,1:45.2,クビ,**,**,**,**,**,8-8-9-9,37.8,87.4,10,438(-10),,,,[東]中川公成,result,高篠憲一,
202603020610,天の川ステークス(3勝),2026-07-12,,,,曇,,10,7,9,チギリ,2022105429,牝4,56,荻野極,result,1:46.0,5,**,**,**,**,**,5-5-4-8,39.1,7.0,4,470(0),,,,[東]鹿戸雄一,result,北村栄治,
202603020610,天の川ステークス(3勝),2026-07-12,,,,曇,,11,6,7,ティンティンデオ,2021104302,牡5,58,石橋脩,result,2:14.4,大,**,**,**,**,**,8-8-9-11,66.9,97.5,11,484(-2),,,,[西]小崎憲,result,風早信昭,
