race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,popularity,win_odds,last_3f,passing_order,trainer,trainer_id,horse_weight
202601010108,3歳以上1勝クラス,2026-07-25,ダート,1700,,曇,良,1,6,7,オンザムービー,2023102455,牡3,55.0,横山和,01140,1:43.9,,1,2.0,36.5,,栗東牧田,01123,488(+8)
202601010108,3歳以上1勝クラス,2026-07-25,ダート,1700,,曇,良,2,5,6,ザハント,2022102929,セ4,58.0,小沢,01185,1:45.7,大,7,43.3,39.3,,栗東田中克,01180,488(0)
202601010108,3歳以上1勝クラス,2026-07-25,ダート,1700,,曇,良,3,5,5,ジェネラスキング,2023103806,牡3,55.0,横山武,01170,1:45.9,1.1/4,3,8.6,38.0,,美浦久保田,01067,490(+4)
202601010108,3歳以上1勝クラス,2026-07-25,ダート,1700,,曇,良,4,1,1,ビービーバザーク,2022102397,牡4,55.0,▲和田陽,01223,1:46.0,アタマ,6,22.8,37.4,,栗東武幸,01160,492(-12)
202601010108,3歳以上1勝クラス,2026-07-25,ダート,1700,,曇,良,5,8,12,ピエナオルカ,2023100715,牡3,52.0,▲小林美,01206,1:46.1,1/2,2,2.5,40.3,,栗東谷,00431,474(0)
202601010108,3歳以上1勝クラス,2026-07-25,ダート,1700,,曇,良,6,3,3,カフェブーケット,2022103235,牡4,57.0,☆長浜,01214,1:46.3,1.1/2,11,186.8,38.4,,美浦柄崎,01208,472(-8)
202601010108,3歳以上1勝クラス,2026-07-25,ダート,1700,,曇,良,7,4,4,リュミナーズ,2022101465,牝4,56.0,佐々木,01197,1:46.4,クビ,10,60.9,38.0,,美浦堀内,01189,472(+20)
202601010108,3歳以上1勝クラス,2026-07-25,ダート,1700,,曇,良,8,7,9,ハイライトニング,2023105381,セ3,55.0,池添,01032,1:46.8,2.1/2,9,51.9,40.0,,美浦嘉藤,01195,466(-10)
202601010108,3歳以上1勝クラス,2026-07-25,ダート,1700,,曇,良,9,6,8,タイキルッジェーロ,2023102178,牡3,55.0,北村友,01102,1:47.2,2.1/2,5,19.2,39.0,,栗東高野,01117,514(+2)
202601010108,3歳以上1勝クラス,2026-07-25,ダート,1700,,曇,良,10,7,10,ファンタイムギフト,2022102378,セ4,58.0,丹内,01091,1:47.2,ハナ,4,17.9,40.6,,美浦相沢,01020,504(+14)
202601010108,3歳以上1勝クラス,2026-07-25,ダート,1700,,曇,良,11,8,11,アルニラム,2021109088,セ5,58.0,古川吉,01015,1:47.4,1.1/4,12,316.1,39.9,,美浦伊藤大,01109,456(-14)
202601010108,3歳以上1勝クラス,2026-07-25,ダート,1700,,曇,良,12,2,2,マーベリックシチー,2021100387,牡5,58.0,鮫島駿,01157,1:47.9,3,8,46.4,39.4,,栗東岡田,01066,468(0)
