race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,passing_order,last_3f,win_odds,popularity,horse_weight,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,trainer,trainer_id,owner,prize_money
202603020607,3歳未勝利,2026-07-12,,,,曇,,1,2,4,シャインフォーミー,2023105561,牝3,55,坂井瑠星,result,1:10.2,,**,**,**,**,**,9-8,35.6,4.3,2,442(+12),,,,[東]尾関知人,result,グリーンファーム,580.0
202603020607,3歳未勝利,2026-07-12,,,,曇,,2,6,12,ラルルジェンヌ,2023107019,牝3,55,戸崎圭太,result,1:10.3,クビ,**,**,**,**,**,6-6,36.0,9.3,5,408(-6),,,,[東]和田正一,result,Ｇ１レーシング,230.0
202603020607,3歳未勝利,2026-07-12,,,,曇,,3,5,10,ノーブルクロンヌ,2023103657,牝3,55,西村淳也,result,1:10.3,クビ,**,**,**,**,**,7-6,35.8,5.4,3,442(-2),,,,[東]高柳瑞樹,result,岡田牧雄,150.0
202603020607,3歳未勝利,2026-07-12,,,,曇,,4,4,8,フライスカイハイ,2023103544,牝3,55,大野拓弥,result,1:10.4,3/4,**,**,**,**,**,10-10,35.5,64.7,11,406(-22),,,,[東]菊川正達,result,吉田千津,87.0
202603020607,3歳未勝利,2026-07-12,,,,曇,,5,7,13,スイートハイデン,2023104025,牝3,55,岩田康誠,result,1:10.5,1/2,**,**,**,**,**,7-8,36.0,39.4,10,480(+4),,,,[東]菊川正達,result,シンボリ牧場,58.0
202603020607,3歳未勝利,2026-07-12,,,,曇,,6,3,6,インザライムライト,2023106441,牝3,55,Ｍ．デム,result,1:10.6,1/2,**,**,**,**,**,1-1,36.7,33.5,8,434(+1),,,,[東]和田雄二,result,ビッグレッドファーム,
202603020607,3歳未勝利,2026-07-12,,,,曇,,7,4,7,リナシタ,2023100290,牝3,52,石神深道,result,1:10.6,クビ,**,**,**,**,**,4-5,36.4,35.8,9,436(0),,,,[東]清水英克,result,大崎将行,
202603020607,3歳未勝利,2026-07-12,,,,曇,,8,5,9,ウインディナナコ,2023100321,牝3,52,佐藤翔馬,result,1:10.7,クビ,**,**,**,**,**,10-10,35.9,8.8,4,412(0),,,,[東]勢司和浩,result,木村廣太,
202603020607,3歳未勝利,2026-07-12,,,,曇,,9,2,3,マリノマーベラス,2023100815,牝3,52,石田拓郎,result,1:10.7,アタマ,**,**,**,**,**,14-13,35.4,95.0,13,424(+4),,,,[東]田島俊明,result,矢野まり子,
202603020607,3歳未勝利,2026-07-12,,,,曇,,10,7,14,ベルオーシャン,2023104980,牝3,53,今村聖奈,result,1:10.8,1/2,**,**,**,**,**,13-12,35.7,19.5,6,412(0),,,,[東]柄崎将寿,result,ターフ・スポート,
202603020607,3歳未勝利,2026-07-12,,,,曇,,11,6,11,キッショウダラニ,2023106095,牡3,57,木幡巧也,result,1:10.8,クビ,**,**,**,**,**,2-2,36.8,2.6,1,436(0),,,,[東]牧光二,result,長田忠千代,
202603020607,3歳未勝利,2026-07-12,,,,曇,,12,1,1,コスモシグルン,2023101040,牝3,55,柴田大知,result,1:11.0,1,**,**,**,**,**,4-2,36.8,20.2,7,490(+20),,,,[東]畠山吉宏,result,ビッグレッドファーム,
202603020607,3歳未勝利,2026-07-12,,,,曇,,13,3,5,モーニングダリア,2023100348,牝3,55,吉田豊,result,1:11.5,3,**,**,**,**,**,15-15,35.6,289.7,15,416(+4),,,,[東]高橋文雅,result,今朝光,
202603020607,3歳未勝利,2026-07-12,,,,曇,,14,8,15,サクラモンストール,2023103306,牡3,57,菊沢一樹,result,1:13.4,大,**,**,**,**,**,2-2,39.3,105.2,14,510(-8),,,,[東]伊藤圭三,result,さくらコマース,
202603020607,3歳未勝利,2026-07-12,,,,曇,,15,8,16,ダノンクラウディア,2023100181,牡3,57,小崎綾也,result,1:14.8,9,**,**,**,**,**,10-14,39.9,71.8,12,502(+6),,,,[東]森一誠,result,ダノックス,
202603020607,3歳未勝利,2026-07-12,,,,曇,,16,1,2,イマジェリーナ,2023100226,牝3,55,嶋田純次,result,1:14.9,1/2,**,**,**,**,**,16-16,37.0,382.0,16,466(0),,,,[東]加藤和宏,result,川下竜彦,
