race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,popularity,win_odds,last_3f,passing_order,trainer,trainer_id,horse_weight
202609040704,2歳新馬,2026-09-21,ダート,1400,,晴,良,1,8,15,ワンスフォーユー,2024105753,牝2,54.0,☆田山,01220,1:25.2,,1,3.8,37.0,,栗東高橋亮,01136,474(0)
202609040704,2歳新馬,2026-09-21,ダート,1400,,晴,良,2,5,9,ナイスウーマン,2024102335,牝2,52.0,▲和田陽,01223,1:27.7,大,10,40.2,40.0,,栗東鈴木孝,01111,404(0)
202609040704,2歳新馬,2026-09-21,ダート,1400,,晴,良,3,7,12,サノノマリーナ,2024105100,牝2,55.0,坂井,01163,1:28.0,1.1/2,5,8.0,40.5,,栗東前川,01210,452(0)
202609040704,2歳新馬,2026-09-21,ダート,1400,,晴,良,4,6,11,ジョイザモーメント,2024101882,牝2,55.0,岩田望,01174,1:28.1,1/2,3,4.7,38.6,,栗東橋田,01218,490(0)
202609040704,2歳新馬,2026-09-21,ダート,1400,,晴,良,5,5,8,マヒナピハ,2024100147,牝2,55.0,小沢,01185,1:28.7,3.1/2,14,214.5,39.2,,栗東緒方,01193,446(0)
202609040704,2歳新馬,2026-09-21,ダート,1400,,晴,良,6,1,1,エイントノーウェイ,2024105771,牝2,55.0,川田,01088,1:28.8,3/4,2,3.8,38.4,,栗東須貝,01105,462(0)
202609040704,2歳新馬,2026-09-21,ダート,1400,,晴,良,7,3,5,レジェンディーヴァ,2024107362,牝2,55.0,長岡,01142,1:28.8,ハナ,11,44.3,41.1,,栗東高橋亮,01136,434(0)
202609040704,2歳新馬,2026-09-21,ダート,1400,,晴,良,8,7,13,パクスフェリーチェ,2024107015,牝2,55.0,西村淳,01171,1:29.0,1.1/4,6,27.0,39.3,,栗東角田,01121,442(0)
202609040704,2歳新馬,2026-09-21,ダート,1400,,晴,良,9,3,4,ジェルメーヌ,2024107301,牝2,55.0,田口,01208,1:29.2,1.1/2,8,33.9,41.0,,栗東中尾,01069,476(0)
202609040704,2歳新馬,2026-09-21,ダート,1400,,晴,良,10,2,3,スウィートライト,2024100736,牝2,55.0,松山,01126,1:29.3,クビ,4,5.2,41.8,,栗東橋口,01154,468(0)
202609040704,2歳新馬,2026-09-21,ダート,1400,,晴,良,11,6,10,リケアワルツ,2024104814,牝2,55.0,吉村,01216,1:29.5,1.1/4,7,27.3,40.5,,栗東宮本,01073,458(0)
202609040704,2歳新馬,2026-09-21,ダート,1400,,晴,良,12,2,2,ワインオクロック,2024104742,牝2,55.0,北村友,01102,1:30.7,7,12,60.4,42.4,,栗東柴田,01216,450(0)
202609040704,2歳新馬,2026-09-21,ダート,1400,,晴,良,13,4,6,キミチャン,2024104786,牝2,55.0,鮫島駿,01157,1:32.0,8,9,35.5,42.9,,栗東加藤公,01215,504(0)
202609040704,2歳新馬,2026-09-21,ダート,1400,,晴,良,14,8,14,アプリコットスカイ,2024100532,牝2,55.0,幸,00732,1:34.0,大,13,128.1,45.9,,栗東大根田,01032,428(0)
202609040704,2歳新馬,2026-09-21,ダート,1400,,晴,良,除外,4,7,テーオーローズ,2024106758,牝2,55.0,菱田,01144,,,,,,,栗東岡田,01066,474(0)
