race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,popularity,win_odds,last_3f,passing_order,trainer,trainer_id,horse_weight
202607020110,3歳以上1勝クラス,2026-07-25,ダート,1800,,晴,良,1,8,12,リヒトミューレ,2023107295,牡3,55.0,吉村,01216,1:54.6,,5,7.9,38.9,,栗東中村,01186,510(+6)
202607020110,3歳以上1勝クラス,2026-07-25,ダート,1800,,晴,良,2,8,13,サイモンゼスト,2023102919,牡3,55.0,酒井,01034,1:54.7,3/4,3,6.5,39.3,,栗東谷,00431,500(+2)
202607020110,3歳以上1勝クラス,2026-07-25,ダート,1800,,晴,良,3,6,9,アスクチャンスマン,2023106403,牡3,55.0,川田,01088,1:54.8,1/2,1,2.5,38.4,,栗東梅田,01084,442(-2)
202607020110,3歳以上1勝クラス,2026-07-25,ダート,1800,,晴,良,4,5,6,ステイクオール,2022105848,セ4,58.0,岩田望,01174,1:55.4,3.1/2,6,11.7,38.5,,栗東上村,01168,480(+2)
202607020110,3歳以上1勝クラス,2026-07-25,ダート,1800,,晴,良,5,4,4,インシオン,2023107203,牡3,55.0,西塚,01200,1:55.5,クビ,7,11.9,39.3,,栗東藤原,01055,540(+12)
202607020110,3歳以上1勝クラス,2026-07-25,ダート,1800,,晴,良,6,3,3,ルルフィーユ,2021102894,牝5,54.0,◇永島,01187,1:55.5,クビ,8,182.2,39.4,,栗東谷,00431,468(-6)
202607020110,3歳以上1勝クラス,2026-07-25,ダート,1800,,晴,良,7,2,2,ガウラディスコ,2023102462,牡3,55.0,松山,01126,1:55.6,アタマ,2,3.9,40.0,,栗東高柳大,01159,564(+2)
202607020110,3歳以上1勝クラス,2026-07-25,ダート,1800,,晴,良,8,7,11,リアルペガサス,2021103316,牡5,58.0,国分優,01125,1:56.3,4,10,225.3,39.9,,栗東大橋,01065,460(0)
202607020110,3歳以上1勝クラス,2026-07-25,ダート,1800,,晴,良,9,6,8,タマモヒロイン,2023104231,牝3,53.0,長岡,01142,1:56.5,1,11,233.4,39.8,,栗東緒方,01193,444(+2)
202607020110,3歳以上1勝クラス,2026-07-25,ダート,1800,,晴,良,10,7,10,ブルーストレイル,2021106078,牡5,58.0,城戸,01147,1:56.9,2.1/2,12,350.2,39.9,,栗東荒川,01095,462(-8)
202607020110,3歳以上1勝クラス,2026-07-25,ダート,1800,,晴,良,11,1,1,ミランド,2023102836,牡3,55.0,西村淳,01171,1:57.1,1.1/2,4,7.1,40.1,,栗東小林,01185,452(+2)
202607020110,3歳以上1勝クラス,2026-07-25,ダート,1800,,晴,良,12,4,5,タイセイフリーデン,2023102827,牡3,52.0,▲森田,01222,1:59.7,大,9,217.6,43.1,,栗東大橋,01065,482(+5)
202607020110,3歳以上1勝クラス,2026-07-25,ダート,1800,,晴,良,取消,5,7,コルヴァス,2023104411,牡3,55.0,坂井,01163,,,,,,,栗東矢作,01075,
