race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,popularity,win_odds,last_3f,passing_order,trainer,trainer_id,horse_weight
202604020404,3歳未勝利,2026-08-02,ダート,1800,,曇,良,1,5,9,サトノクラシカル,2023106974,牡3,57.0,津村,01092,1:53.9,,1,2.6,38.2,,美浦宮田,01175,508(+22)
202604020404,3歳未勝利,2026-08-02,ダート,1800,,曇,良,2,5,8,サングラント,2023106956,牡3,57.0,三浦,01122,1:54.8,5,3,5.1,38.9,,美浦金成,01132,468(+2)
202604020404,3歳未勝利,2026-08-02,ダート,1800,,曇,良,3,6,10,ネイティヴプライド,2023105319,牡3,57.0,荻野極,01160,1:55.9,7,5,9.4,39.1,,美浦高木,01088,478(0)
202604020404,3歳未勝利,2026-08-02,ダート,1800,,曇,良,4,3,5,ヤマタケボニータ,2023100739,牡3,57.0,野中,01158,1:56.0,3/4,9,35.3,39.9,,美浦萱野,01024,470(-2)
202604020404,3歳未勝利,2026-08-02,ダート,1800,,曇,良,5,3,4,カミカクシ,2023104045,牝3,55.0,大野,01096,1:56.2,1.1/4,10,68.7,40.6,,美浦竹内,01152,462(-5)
202604020404,3歳未勝利,2026-08-02,ダート,1800,,曇,良,6,6,11,グラムエッジ,2023107305,牡3,57.0,武藤,01169,1:56.2,ハナ,8,21.2,40.4,,美浦手塚久,01038,562(+6)
202604020404,3歳未勝利,2026-08-02,ダート,1800,,曇,良,7,7,13,ウォーレーションズ,2023106368,牡3,57.0,菊沢,01161,1:56.3,クビ,2,4.4,39.4,,美浦鈴木慎,01179,516(-4)
202604020404,3歳未勝利,2026-08-02,ダート,1800,,曇,良,8,2,2,グランフィエスタ,2023105577,牡3,57.0,原,01184,1:56.5,1.1/4,13,203.6,38.9,,美浦稲垣,01167,496(+2)
202604020404,3歳未勝利,2026-08-02,ダート,1800,,曇,良,9,1,1,チャリティチャリス,2023103473,牡3,57.0,小崎,01152,1:56.6,3/4,14,259.1,38.8,,美浦浅利,01204,464(-2)
202604020404,3歳未勝利,2026-08-02,ダート,1800,,曇,良,10,2,3,ツインドライヴ,2023103438,牡3,54.0,▲石田,01203,1:56.8,1,4,8.1,40.7,,美浦新開,01116,522(+4)
202604020404,3歳未勝利,2026-08-02,ダート,1800,,曇,良,11,4,7,ヤマメナイト,2023104854,牡3,57.0,菱田,01144,1:56.8,クビ,7,20.5,40.4,,美浦田島,01112,464(0)
202604020404,3歳未勝利,2026-08-02,ダート,1800,,曇,良,12,4,6,ブリリアンス,2023100637,牡3,54.0,▲佐藤,01207,1:56.8,アタマ,15,408.1,39.5,,美浦大和田,01124,452(+2)
202604020404,3歳未勝利,2026-08-02,ダート,1800,,曇,良,13,7,12,ジュングロワール,2023107425,牡3,57.0,石川,01150,1:57.4,3.1/2,6,17.4,41.0,,美浦堀内,01189,476(-6)
202604020404,3歳未勝利,2026-08-02,ダート,1800,,曇,良,14,8,15,テルケンレンタッチ,2023102159,牡3,57.0,石橋脩,01077,1:58.0,4,12,159.8,41.9,,美浦勢司,01047,520(+4)
202604020404,3歳未勝利,2026-08-02,ダート,1800,,曇,良,15,8,14,アルティシエル,2023101970,牡3,57.0,木幡巧,01162,1:58.2,3/4,11,126.3,41.9,,美浦辻,01182,500(-10)
