race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,passing_order,last_3f,win_odds,popularity,horse_weight,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,trainer,trainer_id,owner,prize_money
202603020605,2歳新馬,2026-07-12,,,,小雨,,1,6,12,リサナウト,2024106301,牝2,55,坂井瑠星,result,1:49.9,,**,**,**,**,**,2-2-2-1,35.0,2.1,1,426(0),,,,[東]黒岩陽一,result,サンデーレーシング,780.0
202603020605,2歳新馬,2026-07-12,,,,小雨,,2,2,4,ウィクフォード,2024106183,牡2,55,西村淳也,result,1:50.4,3.1/2,**,**,**,**,**,10-8-3-3,35.4,5.2,2,458(0),,,,[西]高野友和,result,シルクレーシング,310.0
202603020605,2歳新馬,2026-07-12,,,,小雨,,3,7,14,エクスマキナ,2024104469,牝2,55,石川裕紀,result,1:51.1,4,**,**,**,**,**,5-3-4-4,35.9,39.8,8,410(0),,,,[東]手塚貴徳,result,ビッグレッドファーム,200.0
202603020605,2歳新馬,2026-07-12,,,,小雨,,4,4,8,ソラニワラエバ,2024101481,牡2,53,今村聖奈,result,1:51.5,2,**,**,**,**,**,7-6-8-8,36.0,7.4,4,458(0),,,,[東]武井亮,result,石瀬浩三,120.0
202603020605,2歳新馬,2026-07-12,,,,小雨,,5,8,16,エイシンウルクンデ,2024101589,牡2,55,三浦皇成,result,1:51.9,2.1/2,**,**,**,**,**,1-1-1-2,37.0,100.4,11,532(0),,,,[東]勢司和浩,result,栄進堂,78.0
202603020605,2歳新馬,2026-07-12,,,,小雨,,6,6,11,シーズアウルフ,2024106375,牝2,55,戸崎圭太,result,1:51.9,クビ,**,**,**,**,**,16-16-4-5,36.7,5.3,3,452(0),,,,[東]栗田徹,result,吉田勝己,
202603020605,2歳新馬,2026-07-12,,,,小雨,,7,1,2,イキフン,2024101560,牡2,55,菊沢一樹,result,1:51.9,クビ,**,**,**,**,**,6-6-10-10,36.2,131.1,13,474(0),,,,[東]平岩大典,result,ＭＭＣ,
202603020605,2歳新馬,2026-07-12,,,,小雨,,8,4,7,セレスタイト,2024102850,牡2,55,嶋田純次,result,1:52.1,1,**,**,**,**,**,3-5-6-5,36.8,11.7,5,448(0),,,,[東]岩戸孝樹,result,ミルファーム,
202603020605,2歳新馬,2026-07-12,,,,小雨,,9,1,1,ブルーリボン,2024101798,牝2,55,武藤雅,result,1:52.3,1,**,**,**,**,**,3-3-8-10,36.9,108.2,12,440(0),,,,[東]尾形和幸,result,大瀧啓之,
202603020605,2歳新馬,2026-07-12,,,,小雨,,10,3,6,ワンコール,2024106974,牝2,55,石橋脩,result,1:52.3,クビ,**,**,**,**,**,8-10-6-5,37.0,28.0,7,452(0),,,,[東]牧光二,result,平田修,
202603020605,2歳新馬,2026-07-12,,,,小雨,,11,5,9,ドーンレーサー,2024105844,牡2,55,Ｍ．デム,result,1:52.3,クビ,**,**,**,**,**,14-14-10-8,36.7,43.0,9,452(0),,,,[西]中村直也,result,吉田照哉,
202603020605,2歳新馬,2026-07-12,,,,小雨,,12,3,5,ローグアン,2024100263,牡2,55,荻野極,result,1:53.9,10,**,**,**,**,**,12-8-13-13,38.0,46.1,10,470(0),,,,[東]浅利英明,result,ＴＵＲＦレーシング,
202603020605,2歳新馬,2026-07-12,,,,小雨,,13,8,15,インザダーク,2024102407,牝2,55,松岡正海,result,1:53.9,ハナ,**,**,**,**,**,8-12-14-13,37.8,237.7,16,444(0),,,,[東]伊藤伸一,result,グリーンスウォード,
202603020605,2歳新馬,2026-07-12,,,,小雨,,14,2,3,タクミオジュウ,2024100130,牡2,55,池添謙一,result,1:54.6,4,**,**,**,**,**,15-14-15-16,38.3,24.7,6,440(0),,,,[東]小島茂之,result,チョウサン,
202603020605,2歳新馬,2026-07-12,,,,小雨,,15,5,10,クラウントリオンフ,2024100298,牡2,52,上里直汰,result,1:56.3,10,**,**,**,**,**,12-12-15-15,40.0,236.2,15,426(0),,,,[東]本間忍,result,矢野恭裕,
202603020605,2歳新馬,2026-07-12,,,,小雨,,16,7,13,ハクタカ,2024103502,牡2,55,柴田大知,result,1:56.4,1/2,**,**,**,**,**,10-10-10-12,40.8,188.5,14,450(0),,,,[東]和田雄二,result,三度屋,
