race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,popularity,win_odds,last_3f,passing_order,trainer,trainer_id,horse_weight
202601010203,3歳未勝利,2026-07-26,芝,1200,,晴,良,1,4,8,ハルヒメ,2023103400,牝3,52.0,▲小林美,01206,1:09.1,,1,3.4,34.4,,美浦矢嶋,01202,410(+12)
202601010203,3歳未勝利,2026-07-26,芝,1200,,晴,良,2,3,6,モノノケ,2023100695,牝3,52.0,▲和田陽,01223,1:09.2,1/2,12,57.3,34.0,,栗東宮地,01211,468(-6)
202601010203,3歳未勝利,2026-07-26,芝,1200,,晴,良,3,6,11,メイショウテンジン,2023106567,牡3,57.0,古川吉,01015,1:09.2,アタマ,5,9.5,34.9,,栗東高橋亮,01136,484(+2)
202601010203,3歳未勝利,2026-07-26,芝,1200,,晴,良,4,2,4,ロジスカヤ,2023104685,牝3,54.0,☆長浜,01214,1:09.2,ハナ,7,15.9,34.5,,美浦新開,01116,414(+4)
202601010203,3歳未勝利,2026-07-26,芝,1200,,晴,良,5,5,10,アンジュラフィーユ,2023101077,牝3,54.0,☆舟山,01221,1:09.3,1/2,2,3.5,34.9,,栗東藤野,01200,436(+16)
202601010203,3歳未勝利,2026-07-26,芝,1200,,晴,良,6,3,5,ティンクルバレット,2023107042,牝3,53.0,◇古川奈,01190,1:09.3,アタマ,15,85.2,34.7,,栗東池添,01144,424(+6)
202601010203,3歳未勝利,2026-07-26,芝,1200,,晴,良,7,1,2,ランスオブラヴ,2023102639,牝3,55.0,武豊,00666,1:09.3,アタマ,4,7.9,34.3,,栗東奥村豊,01146,446(-2)
202601010203,3歳未勝利,2026-07-26,芝,1200,,晴,良,8,4,7,フリーダムスタイル,2023105836,牝3,55.0,横山和,01140,1:09.4,クビ,8,22.5,33.8,,栗東森田,01142,416(-4)
202601010203,3歳未勝利,2026-07-26,芝,1200,,晴,良,9,7,14,モズヴイ,2023105739,牡3,57.0,西村淳,01171,1:09.5,1/2,3,7.2,34.5,,栗東藤岡健,01062,452(-2)
202601010203,3歳未勝利,2026-07-26,芝,1200,,晴,良,10,1,1,ロンドンプライド,2023100963,牝3,51.0,★河原田,01204,1:09.7,1.1/4,6,14.8,34.7,,美浦竹内,01152,460(0)
202601010203,3歳未勝利,2026-07-26,芝,1200,,晴,良,11,5,9,ユナダイヤ,2023106105,牝3,55.0,小沢,01185,1:09.7,クビ,10,54.6,34.5,,栗東岡田,01066,440(+2)
202601010203,3歳未勝利,2026-07-26,芝,1200,,晴,良,12,8,16,クロノレガリス,2023101599,牝3,55.0,吉田隼,01095,1:09.8,クビ,14,75.3,34.1,,美浦千葉,01199,408(+12)
202601010203,3歳未勝利,2026-07-26,芝,1200,,晴,良,13,2,3,サトノシュトローム,2023106073,牡3,57.0,鮫島駿,01157,1:10.1,2,9,33.6,34.6,,美浦堀,01070,516(0)
202601010203,3歳未勝利,2026-07-26,芝,1200,,晴,良,14,6,12,メーテルリンク,2023106470,牝3,55.0,横山琉,01192,1:10.1,クビ,13,65.2,34.6,,美浦深山,01174,432(+14)
202601010203,3歳未勝利,2026-07-26,芝,1200,,晴,良,15,8,15,ガルフコースト,2023101395,牡3,57.0,佐々木,01197,1:10.2,クビ,11,56.6,35.7,,栗東須貝,01105,524(+2)
202601010203,3歳未勝利,2026-07-26,芝,1200,,晴,良,16,7,13,ムーンリットレイン,2023101177,牡3,57.0,丹内,01091,1:10.2,クビ,16,88.6,34.9,,美浦伊藤圭,01023,466(+18)
