race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,passing_order,last_3f,win_odds,popularity,horse_weight,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,trainer,trainer_id,owner,prize_money
202602010911,五稜郭ステークス(3勝),2026-07-11,,,,曇,,1,1,1,カテリーナ,2021101485,牝5,56,浜中俊,result,1:48.3,,**,**,**,**,**,3-3-4-4,34.8,4.5,2,470(+4),,,,[西]田中克典,result,平井裕,"1,898.0"
202602010911,五稜郭ステークス(3勝),2026-07-11,,,,曇,,2,3,3,ダンツファイター,2022102982,牡4,58,武豊,result,1:48.4,1/2,**,**,**,**,**,1-1-1-1,35.2,4.8,3,572(+6),,,,[東]蛯名正義,result,山元哲二,758.0
202602010911,五稜郭ステークス(3勝),2026-07-11,,,,曇,,3,2,2,アイスグリーン,2020103354,牡6,58,小沢大仁,result,1:48.5,1,**,**,**,**,**,5-4-4-4,34.9,47.1,8,494(+6),,,,[西]池添学,result,シルクレーシング,474.0
202602010911,五稜郭ステークス(3勝),2026-07-11,,,,曇,,4,5,6,ショウナンサムデイ,2022105801,牝4,56,池添謙一,result,1:48.6,クビ,**,**,**,**,**,7-6-7-7,34.7,18.4,7,446(+12),,,,[東]奥村武,result,国本哲秀,280.0
202602010911,五稜郭ステークス(3勝),2026-07-11,,,,曇,,5,8,13,ピンクジン,2020106966,牝6,56,古川吉洋,result,1:48.6,ハナ,**,**,**,**,**,9-10-10-10,34.4,59.7,9,446(+6),,,,[東]室井潔,result,ミルファーム,187.0
202602010911,五稜郭ステークス(3勝),2026-07-11,,,,曇,,6,6,8,インヴォーグ,2022104145,牝4,56,北村友一,result,1:48.7,クビ,**,**,**,**,**,3-4-6-4,35.0,5.1,4,498(+2),,,,[西]福永祐一,result,飯田正剛,
202602010911,五稜郭ステークス(3勝),2026-07-11,,,,曇,,7,5,7,インパクトシー,2022101230,牡4,58,横山琉人,result,1:48.8,1/2,**,**,**,**,**,13-13-13-10,34.4,3.5,1,538(0),,,,[東]大竹正博,result,中村昭博,
202602010911,五稜郭ステークス(3勝),2026-07-11,,,,曇,,8,8,12,ウィープディライト,2021105412,セ5,58,斎藤新,result,1:48.8,アタマ,**,**,**,**,**,9-8-7-7,34.9,77.2,12,506(-2),,,,[西]池添学,result,ＤＭＭドリームクラブ,
202602010911,五稜郭ステークス(3勝),2026-07-11,,,,曇,,9,7,10,ウイントレメンデス,2021106193,牡5,58,横山和生,result,1:48.8,ハナ,**,**,**,**,**,12-12-10-9,34.7,11.9,6,478(+6),,,,[西]長谷川浩,result,ウイン,
202602010911,五稜郭ステークス(3勝),2026-07-11,,,,曇,,10,4,5,ミッキージュエリー,2022103245,牝4,56,丹内祐次,result,1:49.1,2,**,**,**,**,**,2-2-2-2,35.8,8.4,5,506(+12),,,,[西]中内田充,result,野田みづき,
202602010911,五稜郭ステークス(3勝),2026-07-11,,,,曇,,11,4,4,ノーブルスカイ,2021102256,牡5,58,吉田隼人,result,1:49.2,1/2,**,**,**,**,**,11-10-12-10,34.9,77.8,13,492(+8),,,,[西]高柳大輔,result,自由が丘サラブレッド倶楽部,
202602010911,五稜郭ステークス(3勝),2026-07-11,,,,曇,,12,6,9,ドゥカート,2022105777,牡4,58,佐々木大,result,1:49.2,アタマ,**,**,**,**,**,8-8-3-3,35.8,61.4,10,478(-6),,,,[東]宮田敬介,result,Ｇ１レーシング,
202602010911,五稜郭ステークス(3勝),2026-07-11,,,,曇,,13,7,11,ソリダリティ,2019105462,牡7,58,岩田康誠,result,1:50.1,5,**,**,**,**,**,5-6-9-13,36.1,73.4,11,520(+6),,,,[西]西園翔太,result,シルクレーシング,
