race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,popularity,win_odds,last_3f,passing_order,trainer,trainer_id,horse_weight
202607020508,恵那特別,2026-08-08,ダート,1800,,晴,良,1,7,9,リアンドゥクール,2023103893,牝3,53.0,西村淳,01171,1:53.6,,1,1.7,37.4,,栗東佐藤悠,01205,530(+4)
202607020508,恵那特別,2026-08-08,ダート,1800,,晴,良,2,3,3,サンライズオスカー,2023106129,牡3,55.0,藤懸,01138,1:53.7,3/4,9,46.9,37.2,,栗東石坂,01166,494(-12)
202607020508,恵那特別,2026-08-08,ダート,1800,,晴,良,3,7,10,テーオーカイザー,2023101592,牡3,55.0,川田,01088,1:54.6,5,2,6.0,38.1,,栗東高柳大,01159,500(+8)
202607020508,恵那特別,2026-08-08,ダート,1800,,晴,良,4,8,11,ゴンタ,2023103245,牡3,55.0,松若,01154,1:54.6,クビ,4,9.0,38.0,,栗東小崎,01085,534(+20)
202607020508,恵那特別,2026-08-08,ダート,1800,,晴,良,5,5,5,エイユーファイヤー,2022102710,牡4,58.0,中井,01141,1:54.7,1/2,6,20.4,37.7,,栗東森田,01142,486(-6)
202607020508,恵那特別,2026-08-08,ダート,1800,,晴,良,6,8,12,バケラッタ,2023104066,牡3,55.0,鮫島良,01099,1:55.0,2,5,10.2,38.6,,栗東河嶋,01198,478(0)
202607020508,恵那特別,2026-08-08,ダート,1800,,晴,良,7,5,6,メイショウオグマ,2019104261,セ7,58.0,国分恭,01124,1:55.2,3/4,8,39.9,38.1,,栗東安達,01042,484(-4)
202607020508,恵那特別,2026-08-08,ダート,1800,,晴,良,8,6,8,スマートグロワール,2023102752,牡3,55.0,幸,00732,1:55.7,3,3,6.0,39.5,,栗東畑端,01188,528(-2)
202607020508,恵那特別,2026-08-08,ダート,1800,,晴,良,9,2,2,ブルーストレイル,2021106078,牡5,58.0,城戸,01147,1:55.9,1,12,407.7,38.0,,栗東荒川,01095,460(-2)
202607020508,恵那特別,2026-08-08,ダート,1800,,晴,良,10,4,4,レーンアジリティ,2022107325,牡4,58.0,高倉,01130,1:56.0,クビ,7,39.4,38.8,,栗東中尾,01069,476(-2)
202607020508,恵那特別,2026-08-08,ダート,1800,,晴,良,11,6,7,クレスコドルフィン,2022107299,牡4,58.0,角田和,01186,1:56.3,1.3/4,10,124.3,39.1,,栗東羽月,01091,518(-12)
202607020508,恵那特別,2026-08-08,ダート,1800,,晴,良,12,1,1,リアルペガサス,2021103316,牡5,58.0,田口,01208,1:56.7,2.1/2,11,159.1,40.1,,栗東大橋,01065,460(0)
