race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,passing_order,last_3f,win_odds,popularity,horse_weight,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,trainer,trainer_id,owner,prize_money
202602011010,噴火湾特別(2勝),2026-07-12,,,,雨,,1,5,6,クロナ,2023107374,牡3,55,小沢大仁,result,0:57.7,,**,**,**,**,**,2-2,35.0,9.8,6,460(-2),,,,[西]高橋亮,result,村木慎吾,"1,606.6"
202602011010,噴火湾特別(2勝),2026-07-12,,,,雨,,2,5,5,ヒットミー,2022104394,牝4,56,長浜鴻緒,result,0:57.7,クビ,**,**,**,**,**,2-2,35.0,18.4,7,480(+2),,,,[東]鹿戸雄一,result,嶋田一成,637.6
202602011010,噴火湾特別(2勝),2026-07-12,,,,雨,,3,6,8,ビーマックス,2022100729,牡4,58,浜中俊,result,0:57.9,1.1/2,**,**,**,**,**,6-5,34.6,25.9,8,496(0),,,,[西]藤野健太,result,馬場祥晃,403.8
202602011010,噴火湾特別(2勝),2026-07-12,,,,雨,,4,3,3,デアプリームス,2023107523,牝3,53,横山武史,result,0:58.0,クビ,**,**,**,**,**,1-1,35.4,6.2,3,442(-2),,,,[東]田島俊明,result,ノルマンディーサラブレッドレーシング,240.0
202602011010,噴火湾特別(2勝),2026-07-12,,,,雨,,5,7,9,マメタンク,2023105591,牡3,55,斎藤新,result,0:58.2,1.1/4,**,**,**,**,**,9-8,34.6,2.8,1,446(+2),,,,[西]東田明士,result,岡田隆寛,158.0
202602011010,噴火湾特別(2勝),2026-07-12,,,,雨,,6,1,1,カネコメブライト,2023100014,牝3,53,横山琉人,result,0:58.2,アタマ,**,**,**,**,**,6-7,34.8,7.9,4,470(+2),,,,[西]中尾秀正,result,高岡義久,
202602011010,噴火湾特別(2勝),2026-07-12,,,,雨,,7,8,11,ルイステソーロ,2022100574,セ4,58,丹内祐次,result,0:58.2,ハナ,**,**,**,**,**,2-4,35.4,8.3,5,472(-8),,,,[東]畠山吉宏,result,了徳寺健二ホールディングス,
202602011010,噴火湾特別(2勝),2026-07-12,,,,雨,,8,8,12,ストロングボンド,2023105661,セ3,55,吉田隼人,result,0:58.9,4,**,**,**,**,**,10-11,35.0,231.6,12,438(-2),,,,[東]菊川正達,result,ライフエンタープライズ,
202602011010,噴火湾特別(2勝),2026-07-12,,,,雨,,9,7,10,ストリンジェンド,2020102702,牡6,58,北村友一,result,0:59.1,1.1/4,**,**,**,**,**,12-12,34.7,69.2,9,476(-20),,,,[西]加藤公太,result,キャロットファーム,
202602011010,噴火湾特別(2勝),2026-07-12,,,,雨,,10,6,7,サベージラヴ,2021103748,牝5,56,佐々木大,result,0:59.1,クビ,**,**,**,**,**,6-8,35.7,73.8,10,462(+4),,,,[東]伊藤圭三,result,ＯＵＭＡ,
202602011010,噴火湾特別(2勝),2026-07-12,,,,雨,,11,2,2,サンディブロンド,2021105821,牝5,56,舟山瑠泉,result,0:59.2,3/4,**,**,**,**,**,5-5,36.1,139.5,11,482(-2),,,,[東]鈴木慎太,result,サンデーレーシング,
202602011010,噴火湾特別(2勝),2026-07-12,,,,雨,,12,4,4,エコロレバン,2023103625,牝3,53,酒井学,result,0:59.6,2,**,**,**,**,**,10-10,35.8,3.8,2,474(+8),,,,[西]大久保龍,result,原村正紀,
