race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,popularity,win_odds,last_3f,passing_order,trainer,trainer_id,horse_weight
202609040304,3歳未勝利,2026-09-12,芝,1800,,曇,良,1,3,5,ラッキーストーン,2023110018,牡3,57.0,田口,01208,1:46.0,,11,32.4,34.0,,栗東高柳大,01159,490(-2)
202609040304,3歳未勝利,2026-09-12,芝,1800,,曇,良,2,3,6,コスモフィレンツェ,2023107094,牡3,57.0,幸,00732,1:46.1,1/2,1,3.3,34.9,,栗東北出,01078,482(+6)
202609040304,3歳未勝利,2026-09-12,芝,1800,,曇,良,3,7,15,ビロングトゥミー,2023105967,牝3,52.0,▲森田,01222,1:46.3,1.1/4,10,30.5,34.2,,栗東前川,01210,442(-10)
202609040304,3歳未勝利,2026-09-12,芝,1800,,曇,良,4,2,4,アイルドゥレーヴェ,2023103310,牡3,56.0,☆田山,01220,1:46.4,1/2,9,18.9,34.9,,栗東新谷,01172,534(-12)
202609040304,3歳未勝利,2026-09-12,芝,1800,,曇,良,5,1,2,テンダーワーズ,2023103359,牝3,55.0,ルメー,05339,1:46.7,2,2,5.2,35.5,,栗東中尾,01069,442(+2)
202609040304,3歳未勝利,2026-09-12,芝,1800,,曇,良,6,1,1,ランスオブラヴ,2023102639,牝3,53.0,△柴田裕,01212,1:46.7,クビ,13,66.4,35.2,,栗東奥村豊,01146,454(+8)
202609040304,3歳未勝利,2026-09-12,芝,1800,,曇,良,7,4,8,バックドラフト,2023105323,牡3,57.0,岩田望,01174,1:46.8,1/2,7,15.3,35.8,,栗東友道,01061,474(+6)
202609040304,3歳未勝利,2026-09-12,芝,1800,,曇,良,8,7,14,レイアン,2023103887,牝3,55.0,西塚,01200,1:47.0,3/4,16,210.4,34.6,,栗東笹田,01104,434(+4)
202609040304,3歳未勝利,2026-09-12,芝,1800,,曇,良,9,5,10,メイショウプレマ,2023101585,牝3,55.0,太宰,01037,1:47.0,アタマ,5,9.3,35.4,,栗東石橋,01140,474(0)
202609040304,3歳未勝利,2026-09-12,芝,1800,,曇,良,10,7,13,イルミナジーティー,2023106872,牝3,55.0,吉村,01216,1:47.5,3,8,15.8,36.2,,栗東西園翔,01196,436(-4)
202609040304,3歳未勝利,2026-09-12,芝,1800,,曇,良,11,8,16,ペガサスジルシ,2023107350,牝3,55.0,西村淳,01171,1:47.5,ハナ,6,11.6,36.4,,栗東新谷,01172,436(+6)
202609040304,3歳未勝利,2026-09-12,芝,1800,,曇,良,12,2,3,ウインリーブル,2023105872,牝3,55.0,国分恭,01124,1:47.6,1/2,15,129.1,35.8,,栗東緒方,01193,476(-12)
202609040304,3歳未勝利,2026-09-12,芝,1800,,曇,良,13,6,11,ダノンケリー,2023107100,牝3,55.0,佐々木,01197,1:47.9,1.3/4,12,49.3,36.6,,美浦尾関,01103,402(-4)
202609040304,3歳未勝利,2026-09-12,芝,1800,,曇,良,14,8,18,シンゼンイセ,2023103501,牡3,57.0,城戸,01147,1:48.1,1.1/4,18,418.1,36.0,,栗東荒川,01095,444(0)
202609040304,3歳未勝利,2026-09-12,芝,1800,,曇,良,15,8,17,アステルディーヴァ,2023104883,牝3,55.0,坂井,01163,1:48.2,3/4,4,9.0,37.2,,栗東西村,01148,458(0)
202609040304,3歳未勝利,2026-09-12,芝,1800,,曇,良,16,5,9,ファランギーナ,2023105686,牡3,57.0,松若,01154,1:48.4,1.1/2,3,6.7,37.3,,栗東福永,01203,426(+4)
202609040304,3歳未勝利,2026-09-12,芝,1800,,曇,良,17,4,7,ダリアフレイバー,2023102197,牝3,51.0,★河原田,01204,1:48.9,3,17,250.7,37.0,,栗東河嶋,01198,404(-10)
202609040304,3歳未勝利,2026-09-12,芝,1800,,曇,良,18,6,12,ポニーテール,2023107248,牝3,55.0,中井,01141,1:49.0,クビ,14,100.4,36.4,,栗東中内田,01137,458(0)
