race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,popularity,win_odds,last_3f,passing_order,trainer,trainer_id,horse_weight
202601010711,大雪HC,2026-08-15,ダート,1700,,晴,良,1,7,11,アイウィル,2021103502,牡5,56.0,北村友,01102,1:44.4,,1,4.1,37.1,,美浦高木,01088,516(0)
202601010711,大雪HC,2026-08-15,ダート,1700,,晴,良,2,4,5,ゲキザル,2019102102,牡7,55.0,小林脩,01183,1:44.6,1,6,11.9,37.4,,美浦青木,01156,474(0)
202601010711,大雪HC,2026-08-15,ダート,1700,,晴,良,3,5,7,セボンサデッセ,2022104903,牡4,56.0,菱田,01144,1:44.8,1,2,4.2,37.7,,栗東橋口,01154,502(+10)
202601010711,大雪HC,2026-08-15,ダート,1700,,晴,良,4,5,8,トルショー,2022103766,牡4,54.0,黛,01109,1:44.9,1,11,20.2,38.1,,美浦伊藤圭,01023,456(0)
202601010711,大雪HC,2026-08-15,ダート,1700,,晴,良,5,1,1,プロミシングスター,2021103073,牡5,54.0,横山琉,01192,1:45.2,1.1/2,4,9.4,38.0,,栗東高橋忠,01129,458(+6)
202601010711,大雪HC,2026-08-15,ダート,1700,,晴,良,6,4,6,レーウィン,2021100734,セ5,55.0,長浜,01214,1:45.7,3,10,17.6,38.0,,美浦平岩,01219,504(-6)
202601010711,大雪HC,2026-08-15,ダート,1700,,晴,良,7,8,13,ロードブレイズ,2021100162,牡5,55.0,横山和,01140,1:46.1,2,7,14.5,37.3,,美浦稲垣,01167,508(+4)
202601010711,大雪HC,2026-08-15,ダート,1700,,晴,良,8,7,12,アスクケンタッキー,2023110100,牡3,53.0,小沢,01185,1:46.4,2,9,17.2,39.7,,栗東藤原,01055,470(-4)
202601010711,大雪HC,2026-08-15,ダート,1700,,晴,良,9,6,9,キュールエフウジン,2019102983,牡7,53.0,斎藤,01178,1:46.7,2,14,143.2,38.6,,栗東中尾,01069,496(-10)
202601010711,大雪HC,2026-08-15,ダート,1700,,晴,良,10,2,2,マンオブザマッチ,2022101677,牡4,56.0,舟山,01221,1:46.9,1,5,11.5,40.0,,栗東高橋忠,01129,494(+4)
202601010711,大雪HC,2026-08-15,ダート,1700,,晴,良,11,3,4,ノーブルスカイ,2021102256,牡5,54.0,吉田隼,01095,1:47.2,2,13,29.3,39.5,,栗東高柳大,01159,482(-10)
202601010711,大雪HC,2026-08-15,ダート,1700,,晴,良,12,6,10,モズカトレア,2022102123,牝4,52.0,小林美,01206,1:48.4,7,8,16.4,41.8,,栗東井上,01214,484(-2)
202601010711,大雪HC,2026-08-15,ダート,1700,,晴,良,13,3,3,キャットテイル,2022101678,牝4,53.0,横山武,01170,1:52.2,大,3,8.5,45.3,,栗東野中,01098,424(+8)
202601010711,大雪HC,2026-08-15,ダート,1700,,晴,良,中止,8,14,スマートカイロス,2022102735,牡4,55.0,古川奈,01190,,,12,20.6,,,栗東矢作,01075,514(+4)
