race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,popularity,win_odds,last_3f,passing_order,trainer,trainer_id,horse_weight
202609040202,3歳未勝利,2026-09-06,ダート,1200,,曇,良,1,7,13,ガルディエンヌ,2023106926,牝3,55.0,西村淳,01171,1:12.6,,9,23.1,36.9,1-1,栗東高橋亮,01136,478(+4)
202609040202,3歳未勝利,2026-09-06,ダート,1200,,曇,良,2,1,1,ミスジェイド,2023104199,牝3,55.0,秋山稔,01181,1:12.8,1.1/4,10,38.5,36.6,5-9,栗東杉山佳,01178,450(-8)
202609040202,3歳未勝利,2026-09-06,ダート,1200,,曇,良,3,4,8,ナムラロダン,2023106223,牡3,56.0,☆田山,01220,1:13.1,1.1/2,1,3.6,37.1,4-2,栗東長谷川,01173,482(+8)
202609040202,3歳未勝利,2026-09-06,ダート,1200,,曇,良,4,2,4,ユウトザイシン,2023101700,牡3,57.0,藤懸,01138,1:13.2,1/2,5,8.9,36.4,12-12,栗東千田,01120,504(-6)
202609040202,3歳未勝利,2026-09-06,ダート,1200,,曇,良,5,3,5,マイベスティー,2023103250,牡3,57.0,長岡,01142,1:13.2,クビ,12,64.4,37.0,5-5,栗東高橋亮,01136,482(0)
202609040202,3歳未勝利,2026-09-06,ダート,1200,,曇,良,6,7,14,ペプチドアロン,2023102022,牡3,57.0,吉村,01216,1:13.2,クビ,2,3.8,36.6,11-9,栗東小椋,01197,412(+2)
202609040202,3歳未勝利,2026-09-06,ダート,1200,,曇,良,7,3,6,パスリヤージュ,2023103339,牝3,52.0,▲森田誠,01222,1:13.3,3/4,15,246.3,36.3,13-14,栗東荒川,01095,482(-2)
202609040202,3歳未勝利,2026-09-06,ダート,1200,,曇,良,8,8,16,マカロンブルー,2023104965,牝3,53.0,◇今村,01193,1:13.4,クビ,4,7.4,37.5,2-2,栗東佐藤悠,01205,446(+2)
202609040202,3歳未勝利,2026-09-06,ダート,1200,,曇,良,9,5,10,ラッキーヴォーグ,2023105657,牡3,57.0,菱田,01144,1:13.8,2,8,19.7,37.5,7-7,栗東牧田,01123,460(0)
202609040202,3歳未勝利,2026-09-06,ダート,1200,,曇,良,10,6,12,アンガーザガール,2023106856,牝3,55.0,松山,01126,1:14.3,3.1/2,3,6.8,38.3,7-4,栗東東田,01209,456(0)
202609040202,3歳未勝利,2026-09-06,ダート,1200,,曇,良,11,6,11,サカトクフェイス,2023101898,牡3,57.0,松若,01154,1:14.4,1/2,14,102.0,38.1,7-7,栗東今野,01128,444(+2)
202609040202,3歳未勝利,2026-09-06,ダート,1200,,曇,良,12,5,9,エバイダンス,2023104397,牝3,55.0,岩田望,01174,1:14.5,クビ,7,14.3,38.0,10-11,栗東鈴木孝,01111,462(+2)
202609040202,3歳未勝利,2026-09-06,ダート,1200,,曇,良,13,8,15,ペコリズム,2023106339,牝3,55.0,幸,00732,1:14.8,1.3/4,11,58.9,37.9,13-13,栗東森田,01142,504(+8)
202609040202,3歳未勝利,2026-09-06,ダート,1200,,曇,良,14,1,2,アルムアポジェ,2023104328,牝3,53.0,◇永島,01187,1:14.9,3/4,6,14.0,37.4,16-15,栗東北出,01078,476(-2)
202609040202,3歳未勝利,2026-09-06,ダート,1200,,曇,良,15,4,7,リアライズステラ,2023103706,牡3,57.0,酒井,01034,1:16.1,7,16,269.3,38.8,13-16,栗東須貝,01105,476(0)
202609040202,3歳未勝利,2026-09-06,ダート,1200,,曇,良,16,2,3,メイショウピュルテ,2023104818,牝3,55.0,西塚,01200,1:16.3,1.1/4,13,80.6,40.4,2-5,栗東笹田,01104,436(+10)
