race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,passing_order,last_3f,win_odds,popularity,horse_weight,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,trainer,trainer_id,owner,prize_money
202603020608,3歳以上1勝クラス,2026-07-12,,,,曇,,1,8,12,デンプシー,2023106190,牡3,55,戸崎圭太,result,1:09.3,,**,**,**,**,**,2-2,34.4,2.9,1,458(+4),,,,[東]上原佑紀,result,中辻明,820.0
202603020608,3歳以上1勝クラス,2026-07-12,,,,曇,,2,5,6,アイアンパイク,2023102633,牝3,53,横山典弘,result,1:09.4,3/4,**,**,**,**,**,4-4,34.1,3.6,2,446(+2),,,,[東]村田一誠,result,浅田次郎,330.0
202603020608,3歳以上1勝クラス,2026-07-12,,,,曇,,3,7,9,ホウオウショコラ,2022101108,牝4,53,上里直汰,result,1:09.5,1/2,**,**,**,**,**,1-1,34.7,20.3,9,490(+10),,,,[東]大竹正博,result,小笹芳央,210.0
202603020608,3歳以上1勝クラス,2026-07-12,,,,曇,,4,6,8,ミスターマーボー,2023100831,牡3,55,菊沢一樹,result,1:09.7,1.1/4,**,**,**,**,**,6-6,34.3,4.9,3,442(-6),,,,[東]青木孝文,result,星野正道,120.0
202603020608,3歳以上1勝クラス,2026-07-12,,,,曇,,5,2,2,レッドカメリア,2020100084,牝6,56,嶋田純次,result,1:09.8,1/2,**,**,**,**,**,9-10,34.1,73.0,11,464(0),,,,[東]佐藤吉勝,result,清水敏,82.0
202603020608,3歳以上1勝クラス,2026-07-12,,,,曇,,6,6,7,ビッグフラワー,2021100958,牡5,58,小崎綾也,result,1:09.9,クビ,**,**,**,**,**,6-6,34.4,18.2,8,490(+6),,,,[東]加藤征弘,result,丸山担,
202603020608,3歳以上1勝クラス,2026-07-12,,,,曇,,7,8,11,ザバルガド,2023103499,牝3,53,池添謙一,result,1:09.9,ハナ,**,**,**,**,**,4-5,34.6,17.4,7,446(-2),,,,[東]奥村武,result,Ｇ１レーシング,
202603020608,3歳以上1勝クラス,2026-07-12,,,,曇,,8,3,3,ラブリーガール,2022102696,牝4,56,吉田豊,result,1:09.9,ハナ,**,**,**,**,**,9-6,34.2,9.2,4,456(+4),,,,[東]勢司和浩,result,齋藤秀昭,
202603020608,3歳以上1勝クラス,2026-07-12,,,,曇,,9,7,10,マイネルステラート,2022106818,牡4,58,木幡巧也,result,1:10.0,1/2,**,**,**,**,**,3-3,34.9,16.5,5,468(+4),,,,[東]高木登,result,サラブレッドクラブ・ラフィアン,
202603020608,3歳以上1勝クラス,2026-07-12,,,,曇,,10,5,5,テルケンレンスキー,2023100954,牡3,55,木幡初也,result,1:10.8,5,**,**,**,**,**,6-6,35.3,42.7,10,482(+6),,,,[東]竹内正洋,result,桑田照夫,
202603020608,3歳以上1勝クラス,2026-07-12,,,,曇,,11,4,4,アイスブレイカー,2021103332,牡5,58,江田照男,result,1:11.3,3,**,**,**,**,**,12-12,35.1,261.6,12,502(-6),,,,[東]伊藤伸一,result,ミルファーム,
202603020608,3歳以上1勝クラス,2026-07-12,,,,曇,,12,1,1,プリティーミズホ,2023102897,牝3,53,三浦皇成,result,1:13.8,大,**,**,**,**,**,9-11,38.0,16.5,6,462(+2),,,,[東]菊川正達,result,八巻弘一,
