race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,popularity,win_odds,last_3f,passing_order,trainer,trainer_id,horse_weight
202604030312,3歳未勝利,2026-08-29,ダート,1200,,曇,稍,1,4,7,ロンバスブレス,2023106053,牝3,52.0,▲上里,01217,1:12.8,,1,2.1,37.2,,美浦石栗,01043,464(+2)
202604030312,3歳未勝利,2026-08-29,ダート,1200,,曇,稍,2,2,3,エリースノー,2023103226,牝3,55.0,津村,01092,1:13.1,2,2,4.0,37.2,,美浦武市,01089,432(+4)
202604030312,3歳未勝利,2026-08-29,ダート,1200,,曇,稍,3,8,15,ライヴマティーニ,2023102925,牝3,53.0,◇今村聖,01193,1:13.7,3.1/2,5,7.0,38.0,,美浦尾形,01141,462(-2)
202604030312,3歳未勝利,2026-08-29,ダート,1200,,曇,稍,4,7,13,テラシエスタ,2023102548,牡3,57.0,小林脩,01183,1:13.9,1.1/4,11,125.6,37.6,,美浦黒岩,01133,460(0)
202604030312,3歳未勝利,2026-08-29,ダート,1200,,曇,稍,5,8,14,トリエンナーレ,2023103779,牝3,53.0,△石神道,01209,1:14.0,1/2,3,6.6,37.7,,美浦森一,01201,414(+2)
202604030312,3歳未勝利,2026-08-29,ダート,1200,,曇,稍,6,6,10,ガヤーズベース,2023105114,牡3,57.0,野中,01158,1:14.0,クビ,6,39.2,37.3,,美浦田中勝,01207,470(+8)
202604030312,3歳未勝利,2026-08-29,ダート,1200,,曇,稍,7,4,6,ペイシャダンシング,2023103126,牝3,55.0,原,01184,1:14.7,4,9,72.1,38.6,,美浦粕谷,01096,460(+4)
202604030312,3歳未勝利,2026-08-29,ダート,1200,,曇,稍,8,3,4,チュラヴェール,2023104607,牝3,55.0,大野,01096,1:14.8,1/2,4,6.8,38.9,,美浦松山,01100,454(+6)
202604030312,3歳未勝利,2026-08-29,ダート,1200,,曇,稍,9,6,11,ケイツーキップ,2023104497,牝3,52.0,▲水沼,01201,1:14.8,クビ,8,52.8,38.9,,美浦清水英,01080,394(-6)
202604030312,3歳未勝利,2026-08-29,ダート,1200,,曇,稍,10,1,1,ペイシャラム,2023106132,牝3,55.0,江田照,00689,1:14.8,アタマ,7,40.4,38.4,,美浦菊川,01052,454(-8)
202604030312,3歳未勝利,2026-08-29,ダート,1200,,曇,稍,11,3,5,シカゴキャッツ,2023102530,牡3,57.0,木幡育,01167,1:15.6,5,12,273.3,37.5,,美浦新開,01116,486(-2)
202604030312,3歳未勝利,2026-08-29,ダート,1200,,曇,稍,12,2,2,リベラル,2023104623,牝3,52.0,▲佐藤,01207,1:15.7,1/2,10,109.9,37.8,,美浦小手川,01171,442(-8)
202604030312,3歳未勝利,2026-08-29,ダート,1200,,曇,稍,除外,5,8,ブライティアロード,2023100573,牝3,55.0,石橋脩,01077,,,,,,,美浦和田郎,01114,444(+2)
202604030312,3歳未勝利,2026-08-29,ダート,1200,,曇,稍,除外,5,9,サンシュノジンギ,2023105554,牡3,55.0,△石田,01203,,,,,,,美浦奥村武,01145,444(+6)
202604030312,3歳未勝利,2026-08-29,ダート,1200,,曇,稍,除外,7,12,カフェオドヴィー,2023106253,牡3,57.0,杉原,01135,,,,,,,美浦古賀慎,01079,542(-8)
