race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,popularity,win_odds,last_3f,passing_order,trainer,trainer_id,horse_weight
202601020203,3歳未勝利,2026-08-23,ダート,1700,,晴,良,1,8,13,ファイアリービート,2023101135,牡3,57.0,Ｒヘル,05695,1:46.4,,2,4.0,38.3,10-10-6-2,美浦鈴木慎,01179,452(-2)
202601020203,3歳未勝利,2026-08-23,ダート,1700,,晴,良,2,4,5,セラサイト,2023107306,牝3,55.0,横山武,01170,1:46.8,2.1/2,7,15.8,39.2,1-1-1-1,栗東茶木,01181,490(0)
202601020203,3歳未勝利,2026-08-23,ダート,1700,,晴,良,3,7,11,アオイミズホ,2023101814,牡3,57.0,横山和,01140,1:47.4,3.1/2,1,3.4,38.6,14-14-10-9,美浦古賀慎,01079,506(-10)
202601020203,3歳未勝利,2026-08-23,ダート,1700,,晴,良,4,2,2,ホウオウファラオ,2023105365,牡3,57.0,岩田康,05203,1:47.4,ハナ,6,9.5,39.2,7-7-6-7,美浦奥村武,01145,472(0)
202601020203,3歳未勝利,2026-08-23,ダート,1700,,晴,良,5,3,3,ブルーアンビエンス,2023103830,牡3,53.0,★河原田,01204,1:47.6,3/4,12,83.0,38.9,10-9-10-9,美浦菊沢,01115,438(+2)
202601020203,3歳未勝利,2026-08-23,ダート,1700,,晴,良,6,5,7,ジェイストリーク,2023107055,牝3,55.0,岩田望,01174,1:47.6,ハナ,3,6.4,39.7,6-5-3-4,栗東武幸,01160,504(+6)
202601020203,3歳未勝利,2026-08-23,ダート,1700,,晴,良,7,6,10,エクラドット,2023107035,牡3,57.0,丹内,01091,1:47.8,1.1/4,4,8.2,39.7,3-5-6-6,美浦西田,01187,526(+4)
202601020203,3歳未勝利,2026-08-23,ダート,1700,,晴,良,8,1,1,ブルーエ,2023105952,牝3,54.0,☆長浜,01214,1:48.3,3,10,34.5,40.0,12-10-9-7,美浦中舘,01153,460(-2)
202601020203,3歳未勝利,2026-08-23,ダート,1700,,晴,良,9,8,14,アメリカンダンス,2023110082,牝3,55.0,ロイド,05693,1:48.5,1.1/4,8,23.5,40.7,3-2-2-3,栗東藤岡健,01062,486(+2)
202601020203,3歳未勝利,2026-08-23,ダート,1700,,晴,良,10,7,12,ヒマラヤミュサ,2023100699,牝3,55.0,荻野琢,01112,1:48.5,ハナ,14,383.5,39.5,13-13-12-11,栗東畑端,01188,458(-14)
202601020203,3歳未勝利,2026-08-23,ダート,1700,,晴,良,11,3,4,レジオンポレール,2023103786,牡3,57.0,レーン,05585,1:48.8,2,5,8.7,40.8,7-7-3-4,美浦堀,01070,480(-2)
202601020203,3歳未勝利,2026-08-23,ダート,1700,,晴,良,12,4,6,セブンワンダーズ,2023100928,牡3,57.0,横山琉,01192,1:49.1,1.1/2,11,40.3,41.1,3-4-3-11,美浦斎藤誠,01086,460(-6)
202601020203,3歳未勝利,2026-08-23,ダート,1700,,晴,良,13,6,9,ジェッディンデデン,2023106606,牝3,55.0,黛,01109,1:52.4,大,13,153.7,43.0,7-10-13-13,美浦大和田,01124,488(+10)
202601020203,3歳未勝利,2026-08-23,ダート,1700,,晴,良,中止,5,8,メイショウライゴー,2023104966,牡3,54.0,▲小林美,01206,,,9,27.3,,2-2-14-14,栗東安達,01042,510(-10)
