race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,passing_order,last_3f,win_odds,popularity,horse_weight,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,trainer,trainer_id,owner,prize_money
202603020611,第62回七夕賞(GIII),2026-07-12,,,,曇,,1,6,11,アスクナイスショー,2021106954,牡5,55,田辺裕信,result,1:57.9,,**,,,,,2-2-2-1,35.8,5.0,2,496(-6),,,,[東]中舘英二,result,廣崎利洋,"4,358.8"
202603020611,第62回七夕賞(GIII),2026-07-12,,,,曇,,2,3,6,マイネルモーント,2020105749,牡6,56,石川裕紀,result,1:58.3,2.1/2,**,,,,,8-9-7-5,35.7,13.2,6,464(0),,,,[東]高木登,result,サラブレッドクラブ・ラフィアン,"1,716.8"
202603020611,第62回七夕賞(GIII),2026-07-12,,,,曇,,3,5,9,オニャンコポン,2019104756,セ7,54,吉田豊,result,1:58.5,1,**,,,,,14-14-13-7,35.4,73.5,15,468(-8),,,,[東]小島茂之,result,田原邦男,"1,108.4"
202603020611,第62回七夕賞(GIII),2026-07-12,,,,曇,,4,5,10,センツブラッド,2022101648,牡4,56,原優介,result,1:58.6,1,**,,,,,3-3-3-3,36.3,14.8,7,470(0),,,,[西]斉藤崇史,result,ゴドルフィン,650.0
202603020611,第62回七夕賞(GIII),2026-07-12,,,,曇,,5,1,1,ボーンディスウェイ,2019104658,牡7,56,丸山元気,result,1:58.7,クビ,**,,,,,11-10-10-7,35.8,45.6,14,494(-2),,,,[東]牧光二,result,平田修,430.0
202603020611,第62回七夕賞(GIII),2026-07-12,,,,曇,,6,8,15,ヤマニンブークリエ,2022106611,牡4,56,横山典弘,result,1:59.1,2.1/2,**,,,,,7-7-7-5,36.4,8.7,5,514(-4),,,,[西]松永幹夫,result,土井肇,
202603020611,第62回七夕賞(GIII),2026-07-12,,,,曇,,7,2,4,カラマティアノス,2022104896,牡4,58,岩田康誠,result,1:59.1,クビ,**,,,,,8-7-7-10,36.5,4.7,1,472(-2),,,,[東]奥村武,result,サンデーレーシング,
202603020611,第62回七夕賞(GIII),2026-07-12,,,,曇,,8,3,5,オーロラエックス,2021101387,牝5,55,坂井瑠星,result,1:59.5,2.1/2,**,,,,,10-10-13-14,36.4,31.1,11,484(-10),,,,[西]杉山晴紀,result,草間庸文,
202603020611,第62回七夕賞(GIII),2026-07-12,,,,曇,,9,1,2,コントラポスト,2020102740,セ6,56,菊沢一樹,result,1:59.6,クビ,**,,,,,3-3-3-4,37.3,15.1,8,466(-4),,,,[東]菊沢隆徳,result,ライオンレースホース,
202603020611,第62回七夕賞(GIII),2026-07-12,,,,曇,,10,8,16,サヴォーナ,2020100734,牡6,58,池添謙一,result,1:59.7,1/2,**,,,,,6-6-6-7,37.2,6.4,3,536(+2),,,,[西]中竹和也,result,加藤誠,
202603020611,第62回七夕賞(GIII),2026-07-12,,,,曇,,11,4,8,クリスマスパレード,2021105799,牝5,55,杉原誠人,result,1:59.9,1.1/2,**,,,,,11-10-11-12,36.9,37.3,13,472(+10),,,,[東]加藤士津,result,Ｇ１レーシング,
202603020611,第62回七夕賞(GIII),2026-07-12,,,,曇,,12,7,13,バトルボーン,2019105193,牡7,57,戸崎圭太,result,2:00.6,4,**,,,,,3-3-3-10,38.3,6.9,4,506(0),,,,[東]林徹,result,サンデーレーシング,
202603020611,第62回七夕賞(GIII),2026-07-12,,,,曇,,13,6,12,リカンカブール,2019103823,セ7,57,荻野極,result,2:00.8,1.1/4,**,,,,,16-16-15-14,37.4,23.1,10,496(+10),,,,[西]田中克典,result,ラ・メール,
202603020611,第62回七夕賞(GIII),2026-07-12,,,,曇,,14,2,3,ショウナンマグマ,2019104998,セ7,55,三浦皇成,result,2:01.1,2,**,,,,,1-1-1-2,39.5,169.8,16,500(-10),,,,[東]尾関知人,result,国本哲秀,
202603020611,第62回七夕賞(GIII),2026-07-12,,,,曇,,15,7,14,オールナット,2021104846,牡5,57.5,西村淳也,result,2:01.1,アタマ,**,,,,,11-13-11-12,38.1,32.2,12,530(-2),,,,[西]高野友和,result,シルクレーシング,
202603020611,第62回七夕賞(GIII),2026-07-12,,,,曇,,16,4,7,メリオーレム,2021104791,牡5,55,Ｍ．デム,result,2:09.5,大,**,,,,,14-15-16-16,45.3,22.9,9,498(+2),,,,[西]友道康夫,result,Ｇ１レーシング,
