race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,passing_order,last_3f,win_odds,popularity,horse_weight,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,trainer,trainer_id,owner,prize_money
202602010903,3歳未勝利,2026-07-11,,,,曇,,1,3,6,アルサック,2023105125,牝3,55,丹内祐次,result,1:09.1,,**,**,**,**,**,1-1,35.5,2.9,1,492(0),,,,[西]柴田卓,result,モンレーヴ,580.0
202602010903,3歳未勝利,2026-07-11,,,,曇,,2,3,5,スノーガーネット,2023102176,牝3,55,横山琉人,result,1:09.4,1.1/2,**,**,**,**,**,2-2,35.5,20.0,8,478(+4),,,,[西]中尾秀正,result,大樹ファーム,230.0
202602010903,3歳未勝利,2026-07-11,,,,曇,,3,2,4,ロンドンプライド,2023100963,牝3,51,河原田菜,result,1:09.6,1.1/2,**,**,**,**,**,5-4,35.5,33.5,11,460(-4),,,,[東]竹内正洋,result,由井健太郎,150.0
202602010903,3歳未勝利,2026-07-11,,,,曇,,4,5,10,クリオロゴールド,2023105795,牡3,57,横山武史,result,1:09.7,1/2,**,**,**,**,**,2-2,35.9,4.7,2,444(-2),,,,[東]高柳瑞樹,result,中村伊三美,87.0
202602010903,3歳未勝利,2026-07-11,,,,曇,,5,6,11,ユナダイヤ,2023106105,牝3,55,小沢大仁,result,1:09.8,クビ,**,**,**,**,**,8-6,35.4,183.1,14,438(+8),,,,[西]岡田稲男,result,狩野好宗,58.0
202602010903,3歳未勝利,2026-07-11,,,,曇,,6,1,1,テンユウ,2023103178,牡3,57,岩田康誠,result,1:09.8,クビ,**,**,**,**,**,15-15,34.5,6.7,3,482(0),,,,[東]奥村武,result,井山登,
202602010903,3歳未勝利,2026-07-11,,,,曇,,7,5,9,ダノンルミエール,2023107103,牝3,54,舟山瑠泉,result,1:09.9,1/2,**,**,**,**,**,5-5,35.7,17.5,7,464(+8),,,,[東]久保田貴,result,ダノックス,
202602010903,3歳未勝利,2026-07-11,,,,曇,,8,2,3,スピットブレイク,2023100215,牡3,57,池添謙一,result,1:09.9,アタマ,**,**,**,**,**,13-12,35.0,21.8,9,480(+4),,,,[東]新開幸一,result,外池榮一郎,
202602010903,3歳未勝利,2026-07-11,,,,曇,,9,7,14,ウインドトリック,2023102363,牡3,54,和田陽希,result,1:10.1,1.1/4,**,**,**,**,**,10-8,35.5,148.9,13,470(+2),,,,[西]鈴木孝志,result,福原正博,
202602010903,3歳未勝利,2026-07-11,,,,曇,,10,4,7,テイクマイハート,2023103454,牝3,54,長浜鴻緒,result,1:10.2,1/2,**,**,**,**,**,7-7,35.9,25.3,10,470(0),,,,[西]森田直行,result,三田昌宏,
202602010903,3歳未勝利,2026-07-11,,,,曇,,11,8,15,ルージュフローラ,2023105416,牝3,55,古川吉洋,result,1:10.3,1/2,**,**,**,**,**,12-12,35.6,11.6,6,420(+8),,,,[東]森一誠,result,東京ホースレーシング,
202602010903,3歳未勝利,2026-07-11,,,,曇,,12,6,12,トゥントゥントゥン,2023104606,牡3,57,嶋田純次,result,1:10.4,1,**,**,**,**,**,10-11,35.8,184.9,15,418(-6),,,,[東]手塚貴久,result,佐久間拓士,
202602010903,3歳未勝利,2026-07-11,,,,曇,,13,7,13,ブルーハーツ,2023101627,牡3,57,黛弘人,result,1:10.6,1.1/4,**,**,**,**,**,16-16,35.0,189.2,16,490(+2),,,,[東]勢司和浩,result,成富直行,
202602010903,3歳未勝利,2026-07-11,,,,曇,,14,8,16,ナオミニオールイン,2023107052,牝3,55,川又賢治,result,1:10.7,1/2,**,**,**,**,**,8-8,36.3,55.6,12,448(+4),,,,[西]佐藤悠太,result,塩澤正樹,
202602010903,3歳未勝利,2026-07-11,,,,曇,,15,1,2,ハッピーローヴァー,2023106862,牝3,55,武豊,result,1:10.8,クビ,**,**,**,**,**,13-12,35.9,9.6,5,418(-4),,,,[西]渡辺薫彦,result,インゼルレーシング,
202602010903,3歳未勝利,2026-07-11,,,,曇,,16,4,8,アゲンストオッズ,2023102443,牝3,55,斎藤新,result,1:13.7,大,**,**,**,**,**,2-8,39.8,9.4,4,422(+2),,,,[東]斎藤誠,result,諸江幸祐,
