race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202607030205,3歳以上1勝クラス,芝,2000,良,1,1,ベルシュヴァル,牝3,53.0,渡辺竜,栗東中村,,---.-,2023102376,05558,01186
202607030205,3歳以上1勝クラス,芝,2000,良,2,2,カポレイラ,牝4,56.0,亀田,栗東北出,,---.-,2022106593,01176,01078
202607030205,3歳以上1勝クラス,芝,2000,良,3,3,ブルーミングローズ,牝4,56.0,西村淳,栗東高野,,---.-,2022105190,01171,01117
202607030205,3歳以上1勝クラス,芝,2000,良,4,4,エレガンシア,牝4,56.0,松若,栗東高柳大,,---.-,2022103705,01154,01159
202607030205,3歳以上1勝クラス,芝,2000,良,5,5,マーゴットレジーナ,牝4,56.0,菱田,栗東小林,,---.-,2022101400,01144,01185
202607030205,3歳以上1勝クラス,芝,2000,良,6,6,ヴィスコンテッサ,牝3,53.0,吉村,栗東松永幹,,---.-,2023107244,01216,01092
202607030205,3歳以上1勝クラス,芝,2000,良,6,7,アグレイビューティ,牝3,53.0,角田和,栗東上村,,---.-,2023103676,01186,01168
202607030205,3歳以上1勝クラス,芝,2000,良,7,8,オモイヲノセテ,牝3,53.0,幸,栗東高橋忠,,---.-,2023103996,00732,01129
202607030205,3歳以上1勝クラス,芝,2000,良,7,9,シェーラ,牝4,55.0,☆田山,栗東牧田,,---.-,2022102139,01220,01123
202607030205,3歳以上1勝クラス,芝,2000,良,8,10,メイショウピリカ,牝4,54.0,◇今村,栗東本田,,---.-,2022102550,01193,01099
202607030205,3歳以上1勝クラス,芝,2000,良,8,11,シルバーリム,牝3,53.0,国分優,栗東中村,,---.-,2023106808,01125,01186
