race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202606040312,3歳以上1勝クラス,ダート,1800,不,1,1,タイセツナヒ,牡3,55.0,原,美浦杉浦,,---.-,2023102352,01184,01008
202606040312,3歳以上1勝クラス,ダート,1800,不,1,2,アバレリュウ,牡4,58.0,野中,美浦鈴木慎,,---.-,2022100390,01158,01179
202606040312,3歳以上1勝クラス,ダート,1800,不,2,3,ナリノシャーウッド,牡3,55.0,菊沢,美浦小笠,,---.-,2023105963,01161,01076
202606040312,3歳以上1勝クラス,ダート,1800,不,2,4,スノースコール,牡3,55.0,木幡巧,美浦加藤征,,---.-,2023103626,01162,01059
202606040312,3歳以上1勝クラス,ダート,1800,不,3,5,ターフクリスタル,牡3,55.0,内田博,美浦矢野,,---.-,2023104958,00422,01108
202606040312,3歳以上1勝クラス,ダート,1800,不,3,6,ボールドタワー,牡3,55.0,横山琉,美浦鈴木慎,,---.-,2023103016,01192,01179
202606040312,3歳以上1勝クラス,ダート,1800,不,4,7,タリスマン,牡5,58.0,伊藤,美浦金成,,---.-,2021104618,01119,01132
202606040312,3歳以上1勝クラス,ダート,1800,不,4,8,インナーパッション,牡3,55.0,斎藤,美浦斎藤誠,,---.-,2023103714,01178,01086
202606040312,3歳以上1勝クラス,ダート,1800,不,5,9,ロードフロリゼル,牡4,58.0,丹内,美浦稲垣,,---.-,2022100621,01091,01167
202606040312,3歳以上1勝クラス,ダート,1800,不,5,10,スカイダンスタイム,牝5,53.0,▲遠藤,美浦萱野,,---.-,2021107025,01218,01024
202606040312,3歳以上1勝クラス,ダート,1800,不,6,11,ホノボノ,牡3,53.0,◇小林美,美浦尾形,,---.-,2023100581,01206,01141
202606040312,3歳以上1勝クラス,ダート,1800,不,6,12,ユアフェリシティ,牡3,55.0,原田和,美浦千葉,,---.-,2023105137,01143,01199
202606040312,3歳以上1勝クラス,ダート,1800,不,7,13,ジェネラスキング,牡3,55.0,横山武,美浦久保田,,---.-,2023103806,01170,01067
202606040312,3歳以上1勝クラス,ダート,1800,不,7,14,ヨドノタイヨウ,牡4,58.0,三浦,美浦室井,,---.-,2022100348,01122,01221
202606040312,3歳以上1勝クラス,ダート,1800,不,8,15,カーマンライン,セ5,58.0,江田照,美浦小島,,---.-,2021105329,00689,01068
202606040312,3歳以上1勝クラス,ダート,1800,不,8,16,スーパーホース,セ4,58.0,武藤,美浦堀内,,---.-,2022100485,01169,01189
