race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202606040309,御宿特別,芝,1600,重,1,1,ホウオウシンデレラ,牝5,56.0,丸田,美浦奥村武,,---.-,2021103533,01117,01145
202606040309,御宿特別,芝,1600,重,2,2,ロケベンドラ,牝4,56.0,津村,栗東西園翔,,---.-,2022105558,01092,01196
202606040309,御宿特別,芝,1600,重,3,3,ベルビースタローン,牝4,56.0,小林美,美浦戸田,,---.-,2022106389,01206,01054
202606040309,御宿特別,芝,1600,重,3,4,エリム,牝6,56.0,原田和,美浦上原博,,---.-,2020102803,01143,00423
202606040309,御宿特別,芝,1600,重,4,5,オーロラアーク,牝7,56.0,柴田大,美浦石栗,,---.-,2019102186,01009,01043
202606040309,御宿特別,芝,1600,重,4,6,マルカオペラ,牝5,56.0,斎藤,栗東浜田,,---.-,2021104978,01178,01138
202606040309,御宿特別,芝,1600,重,5,7,レイユール,牝4,56.0,長浜,美浦手塚久,,---.-,2022101464,01214,01038
202606040309,御宿特別,芝,1600,重,5,8,ミーントゥビー,牝4,56.0,松岡,美浦堀内,,---.-,2022105317,01085,01189
202606040309,御宿特別,芝,1600,重,6,9,イブニングタイド,牝4,56.0,内田博,美浦林,,---.-,2022105232,00422,01163
202606040309,御宿特別,芝,1600,重,6,10,ルナルーチェット,牝4,56.0,ミシェル,美浦松尾,,---.-,2022105233,05586,01220
202606040309,御宿特別,芝,1600,重,7,11,ミラーダカリエンテ,牝4,56.0,丹内,美浦相沢,,---.-,2022106803,01091,01020
202606040309,御宿特別,芝,1600,重,7,12,シャンソンドール,牝4,56.0,戸崎圭,美浦奥村武,,---.-,2022105038,05386,01145
202606040309,御宿特別,芝,1600,重,8,13,キスアンドクライ,牝4,56.0,三浦,栗東橋口,,---.-,2022106616,01122,01154
202606040309,御宿特別,芝,1600,重,8,14,ギフテッド,牝4,56.0,今村,美浦武井,,---.-,2022102920,01193,01147
