race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202609040105,2歳新馬,芝,1400,稍,1,1,メイショウレイナ,牝2,53.0,◇永島,栗東池添,,---.-,2024102300,01187,01144
202609040105,2歳新馬,芝,1400,稍,2,2,ブロッサムスピア,牡2,55.0,Ｍデムーロ,栗東藤岡健,,---.-,2024107052,05212,01062
202609040105,2歳新馬,芝,1400,稍,3,3,スマートエール,牝2,55.0,高倉,栗東渡辺,,---.-,2024100590,01130,01155
202609040105,2歳新馬,芝,1400,稍,4,4,リンピッド,牝2,55.0,富田,栗東飯田,,---.-,2024102561,01168,01139
202609040105,2歳新馬,芝,1400,稍,5,5,レーヴドヒロイン,牝2,55.0,川田,栗東橋田,,---.-,2024106747,01088,01218
202609040105,2歳新馬,芝,1400,稍,5,6,ゴールデンレシオ,牡2,54.0,☆田山,栗東小椋,,---.-,2024104595,01220,01197
202609040105,2歳新馬,芝,1400,稍,6,7,アイボリータワー,牝2,55.0,松若,栗東安田,,---.-,2024108283,01154,01164
202609040105,2歳新馬,芝,1400,稍,6,8,イッソス,牡2,55.0,西村淳,栗東石坂,,---.-,2024106246,01171,01166
202609040105,2歳新馬,芝,1400,稍,7,9,ベルメグスタ,牝2,55.0,幸,栗東森田,,---.-,2024102020,00732,01142
202609040105,2歳新馬,芝,1400,稍,7,10,ルミナスシェリー,牝2,55.0,吉村,栗東柴田,,---.-,2024101476,01216,01216
202609040105,2歳新馬,芝,1400,稍,8,11,ソフィアビルド,牡2,55.0,坂井,栗東藤原,,---.-,2024105927,01163,01055
202609040105,2歳新馬,芝,1400,稍,8,12,トレビスドンナ,牝2,55.0,松山,栗東池江,,---.-,2024106447,01126,01071
