race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,time_index,time_index_master,start_index,pace_index,last_3f_index,passing_order,last_3f,win_odds,popularity,horse_weight,training_time,trainer_comment,remarks,trainer,trainer_id,owner,prize_money
202335072412,浜木綿賞(B1),2023-07-24,芝,1600,左,晴,良,1,2,2,ギャレット,2019104439,牡4,56,山本聡哉,05445,1:36.4,,**,-,-,-,-,5-5-5-4,35.6,1.8,1,483(0),,,,[地]佐藤浩一,05169,島川隆哉,90.0
202335072412,浜木綿賞(B1),2023-07-24,芝,1600,左,晴,良,2,7,8,ラングロワ,2018104386,牝5,54,村上忍,05294,1:36.7,1.1/2,**,-,-,-,-,3-4-4-3,36.6,6.0,2,450(+3),,,,[地]工藤裕孝,a02e2,門澤慎,31.5
202335072412,浜木綿賞(B1),2023-07-24,芝,1600,左,晴,良,3,4,4,エムワンハルコ,2018106614,牝5,54,関本淳,05087,1:36.8,1/2,**,-,-,-,-,6-6-6-5,35.4,12.1,5,436(-3),,,,[地]晴山厚司,a01e0,（株）マネジメント,18.0
202335072412,浜木綿賞(B1),2023-07-24,芝,1600,左,晴,良,4,8,10,シナモンロール,2019106755,牝4,54,葛山晃平,05300,1:37.3,3,**,-,-,-,-,3-3-3-5,37.3,13.4,6,442(+5),,,,[地]高橋純,a028f,山口謙太郎,11.7
202335072412,浜木綿賞(B1),2023-07-24,芝,1600,左,晴,良,5,5,5,ボーンブレジーヌ,2017103565,牝6,54,坂口裕一,a01e8,1:37.3,クビ,**,-,-,-,-,1-1-1-1,38.5,6.8,3,483(-4),,,,[地]千葉幸喜,05762,宮崎俊也,6.3
202335072412,浜木綿賞(B1),2023-07-24,芝,1600,左,晴,良,6,7,9,エルプシャフト,2013106025,牡10,56,鈴木祐,05552,1:37.7,2.1/2,**,-,-,-,-,7-7-7-8,35.8,16.0,7,469(-3),,,,[地]斉藤雄一,05739,浦野和由,
202335072412,浜木綿賞(B1),2023-07-24,芝,1600,左,晴,良,7,6,7,ベアーザベル,2019105311,牝4,54,山本政聡,05490,1:37.8,1/2,**,-,-,-,-,8-7-8-7,35.9,33.8,9,449(-3),,,,[地]斉藤雄一,05739,ウマスター（株）,
202335072412,浜木綿賞(B1),2023-07-24,芝,1600,左,晴,良,8,8,11,アークライト,2018105193,牡5,56,小林凌,05560,1:38.0,1.1/4,**,-,-,-,-,2-2-2-2,39.0,53.8,10,518(+2),,,,[地]飯田弘道,05778,濱村充哉,
202335072412,浜木綿賞(B1),2023-07-24,芝,1600,左,晴,良,9,6,6,キタノポケット,2017100968,牝6,54,高松亮,05542,1:38.2,1,**,-,-,-,-,10-10-10-10,35.6,10.8,4,413(-2),,,,[地]畠山信一,05585,北所拓也,
202335072412,浜木綿賞(B1),2023-07-24,芝,1600,左,晴,良,10,1,1,ハッピーホンコン,2018100753,牡5,56,高橋悠里,05463,1:38.4,1.1/4,**,-,-,-,-,9-9-9-9,36.3,25.9,8,453(-5),,,,[地]伊藤和忍,05720,会田裕一,
202335072412,浜木綿賞(B1),2023-07-24,芝,1600,左,晴,良,11,3,3,アスマスティーブ,2018106686,セ5,56,大坪慎,05462,1:38.8,2.1/2,**,-,-,-,-,11-11-11-11,35.8,110.1,11,448(-11),,,,[地]橘友和,a02f4,湯澤寛,
