race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,time_index,time_index_master,start_index,pace_index,last_3f_index,passing_order,last_3f,win_odds,popularity,horse_weight,training_time,trainer_comment,remarks,trainer,trainer_id,owner,prize_money
202409010405,3歳1勝クラス,2024-03-03,ダート,1400,右,晴,稍重,1,2,2,ラヴオントップ,2021104399,牝3,55,坂井瑠星,01163,1:25.6,,**,**,**,**,**,2-1,39.0,1.7,1,488(+10),,,,[西]西村真幸,01148,フジワラ・ファーム,780.0
202409010405,3歳1勝クラス,2024-03-03,ダート,1400,右,晴,稍重,2,6,7,クリノオリーブ,2021102259,牝3,54,角田大河,01199,1:26.3,4,**,**,**,**,**,5-4,38.9,15.5,6,460(-8),,,,[西]谷潔,00431,栗本博晴,310.0
202409010405,3歳1勝クラス,2024-03-03,ダート,1400,右,晴,稍重,3,8,11,タガノミスト,2021106554,牝3,55,酒井学,01034,1:26.5,1.1/4,**,**,**,**,**,3-3,39.6,13.5,5,464(+2),,,,[西]川村禎彦,01003,八木良司,200.0
202409010405,3歳1勝クラス,2024-03-03,ダート,1400,右,晴,稍重,4,3,3,パドマ,2021102953,牝3,55,加藤祥太,01156,1:26.7,1.1/4,**,**,**,**,**,5-4,39.4,5.7,2,500(-4),,,,[西]杉山晴紀,01157,ローレルレーシング,120.0
202409010405,3歳1勝クラス,2024-03-03,ダート,1400,右,晴,稍重,5,6,6,ワキノノーブル,2021106394,牝3,55,松若風馬,01154,1:26.7,アタマ,**,**,**,**,**,10-9,38.5,137.6,10,434(-6),,,,[西]宮本博,01073,脇山良之,78.0
202409010405,3歳1勝クラス,2024-03-03,ダート,1400,右,晴,稍重,6,5,5,ディーノサンライズ,2021101289,牝3,51,古川奈穂,01190,1:27.1,2.1/2,**,**,**,**,**,7-7,39.3,48.4,8,450(+2),,,,[西]高橋康之,01135,坂本守孝,
202409010405,3歳1勝クラス,2024-03-03,ダート,1400,右,晴,稍重,7,7,8,クインズセレネ,2021103943,牝3,55,岩田望来,01174,1:27.3,1.1/4,**,**,**,**,**,7-7,39.4,8.1,4,464(-4),,,,[西]野中賢二,01098,ケイアイスタリオン,
202409010405,3歳1勝クラス,2024-03-03,ダート,1400,右,晴,稍重,8,7,9,メイショウザンゲツ,2021105939,牝3,55,和田竜二,01018,1:27.8,3,**,**,**,**,**,4-4,40.4,22.8,7,432(-4),,,,[西]鈴木孝志,01111,松本好雄,
202409010405,3歳1勝クラス,2024-03-03,ダート,1400,右,晴,稍重,9,1,1,ドルチアーリア,2021105251,牝3,55,団野大成,01180,1:28.5,4,**,**,**,**,**,7-10,40.6,164.3,11,482(-2),,,,[西]新谷功一,01172,社台レースホース,
202409010405,3歳1勝クラス,2024-03-03,ダート,1400,右,晴,稍重,10,8,10,プレヴィスト,2021101406,牝3,55,松山弘平,01126,1:28.6,クビ,**,**,**,**,**,1-2,42.0,6.9,3,464(-8),,,,[西]池添学,01144,スリーエイチレーシング,
202409010405,3歳1勝クラス,2024-03-03,ダート,1400,右,晴,稍重,11,4,4,コートリーバウ,2021105543,牝3,55,ムルザバ,05627,1:29.4,5,**,**,**,**,**,10-11,41.2,71.0,9,408(+8),,,,[西]池添学,01144,吉田勝己,
