race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,time_index,time_index_master,start_index,pace_index,last_3f_index,passing_order,last_3f,win_odds,popularity,horse_weight,training_time,trainer_comment,remarks,trainer,trainer_id,owner,prize_money
202448100201,C22組,2024-10-02,ダート,920,右,晴,良,1,8,12,エイシンゾディアク,2021102602,牡3,56,大畑雅章,05370,0:56.4,,**,-,-,-,-,5,36.2,2.8,2,444(-3),,,,[地]倉地学,05671,北原大史,50.0
202448100201,C22組,2024-10-02,ダート,920,右,晴,良,2,7,10,オーケーサンダー,2021100981,牡3,54,木之前葵,a02bb,0:56.6,1,**,-,-,-,-,2,36.9,1.7,1,466(+4),,,,[地]榎屋充,05791,武中進,17.5
202448100201,C22組,2024-10-02,ダート,920,右,晴,良,3,2,2,ラヴィデクラ,2021106588,牝3,54,加藤聡一,05557,0:56.8,1.1/2,**,-,-,-,-,6,36.4,93.3,8,426(-3),,,,[地]原口次夫,05214,北原大史,10.0
202448100201,C22組,2024-10-02,ダート,920,右,晴,良,4,1,1,グラスチアー,2021104548,牝3,52,宮下瞳,05196,0:56.8,クビ,**,-,-,-,-,1,37.3,34.2,7,463(-3),,,,[地]竹下太,a02e8,武村學,7.5
202448100201,C22組,2024-10-02,ダート,920,右,晴,良,5,5,5,ベビーヨーダ,2021103681,牝3,54,加藤誓二,a01b4,0:57.1,1.1/2,**,-,-,-,-,7,36.8,16.8,5,455(-2),,,,[地]竹下太,a02e8,村山光弘,5.0
202448100201,C22組,2024-10-02,ダート,920,右,晴,良,6,5,6,リズヴェリオ,2021106933,牝3,53,望月洵輝,05666,0:57.4,1.1/2,**,-,-,-,-,4,37.6,352.8,11,466(+7),,,,[地]藤ヶ崎一,05200,服部康夫,
202448100201,C22組,2024-10-02,ダート,920,右,晴,良,7,4,4,クリノトパーズ,2021102044,牝3,54,塚本征吾,05638,0:57.5,1/2,**,-,-,-,-,8,37.5,15.9,4,455(0),,,,[地]今津博之,05486,栗本篤志,
202448100201,C22組,2024-10-02,ダート,920,右,晴,良,8,6,7,カイブルーノ,2021106021,牡3,56,尾崎章生,a0035,0:57.5,クビ,**,-,-,-,-,10,36.8,617.4,12,440(+2),,,,[地]本名信行,05322,（同）ＪＰＮ技研,
202448100201,C22組,2024-10-02,ダート,920,右,晴,良,9,7,9,アナザーゴースト,2021104757,セ3,56,細川智史,05602,0:57.7,1,**,-,-,-,-,9,37.5,112.7,10,405(+5),,,,[地]藤ヶ崎一,05200,山口謙太郎,
202448100201,C22組,2024-10-02,ダート,920,右,晴,良,10,8,11,ニシキビブラビブレ,2021100770,牡3,56,加藤利征,a0032,0:58.1,2,**,-,-,-,-,12,36.8,94.1,9,425(+5),,,,[地]錦見勇夫,00823,錦見日出雄,
202448100201,C22組,2024-10-02,ダート,920,右,晴,良,11,6,8,アグリアス,2021105672,牝3,54,今井貴大,05489,0:58.1,ハナ,**,-,-,-,-,11,37.0,23.8,6,456(-6),,,,[地]瀬戸口悟,05263,梶原哲朗,
202448100201,C22組,2024-10-02,ダート,920,右,晴,良,12,3,3,アイファーニケ,2020104619,牝4,54,大畑慧悟,05648,0:58.7,3,**,-,-,-,-,3,38.8,10.1,3,464(+3),,,,[地]倉地学,05671,中島稔,
