race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,time_index,time_index_master,start_index,pace_index,last_3f_index,passing_order,last_3f,win_odds,popularity,horse_weight,training_time,trainer_comment,remarks,trainer,trainer_id,owner,prize_money
202430060511,恵庭市ふるさと納税特(A2),2024-06-05,ダート,1800,右,曇,良,1,2,2,フライオールデイズ,2015106356,牡9,57,阪野学,05512,1:58.6,,**,-,-,-,-,2-2-2-1,39.4,7.8,4,508(-4),,,,[地]田中正二,00886,岡田壮史,100.0
202430060511,恵庭市ふるさと納税特(A2),2024-06-05,ダート,1800,右,曇,良,2,7,7,バンカブルスター,2016102072,セ8,57,小野楓馬,05592,1:58.6,アタマ,**,-,-,-,-,3-3-3-3,39.1,3.1,2,496(+2),,,,[地]黒川智貴,a02e6,（有）日進牧場,28.0
202430060511,恵庭市ふるさと納税特(A2),2024-06-05,ダート,1800,右,曇,良,3,6,6,レヴォリオ,2018103543,牡6,56,石川倭,05534,1:58.9,1.1/2,**,-,-,-,-,7-7-5-4,39.1,2.3,1,500(+2),,,,[地]米川昇,05509,西村健作,21.0
202430060511,恵庭市ふるさと納税特(A2),2024-06-05,ダート,1800,右,曇,良,4,1,1,ヨロシオスナ,2018106232,牡6,56,岩橋勇二,05389,1:59.1,1,**,-,-,-,-,1-1-1-2,39.9,13.5,6,518(-4),,,,[地]川島洋人,05706,伊藤準一郎,14.0
202430060511,恵庭市ふるさと納税特(A2),2024-06-05,ダート,1800,右,曇,良,5,8,8,フークエンジェル,2020102305,牝4,55,阿部龍,05492,1:59.3,3/4,**,-,-,-,-,6-6-6-6,39.3,4.9,3,452(0),,,,[地]角川秀樹,05311,福岡隆史,7.0
202430060511,恵庭市ふるさと納税特(A2),2024-06-05,ダート,1800,右,曇,良,6,5,5,マリノプリエール,2019104329,牝5,51,若杉朝飛,05608,1:59.3,アタマ,**,-,-,-,-,4-4-6-7,39.1,87.4,7,494(+6),,,,[地]米川昇,05509,（株）クラウン,
202430060511,恵庭市ふるさと納税特(A2),2024-06-05,ダート,1800,右,曇,良,7,4,4,タイキクラージュ,2020106820,牡4,56,亀井洋司,05371,1:59.4,3/4,**,-,-,-,-,5-4-3-4,39.8,12.5,5,480(-1),,,,[地]佐々木国,05736,（有）大樹ファーム,
202430060511,恵庭市ふるさと納税特(A2),2024-06-05,ダート,1800,右,曇,良,取,3,3,マイネルシスネロス,2017101928,牡7,57,桑村真明,05411,,,,-,-,-,-,,,---,,計不,,,,[地]佐久間雅,05615,門別敏朗,
