race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id,popularity
202601010202,3歳未勝利,ダート,1700,良,1,1,ラストシャイニー,牝3,55.0,松本,美浦千葉,424(-4),54.3,2023105803,01191,01199,8
202601010202,3歳未勝利,ダート,1700,良,2,2,ビレッジルイーザ,牝3,52.0,▲小林美,美浦伊藤圭,452(+14),4.5,2023102170,01206,01023,2
202601010202,3歳未勝利,ダート,1700,良,3,3,チカマヨルキーナ,牝3,55.0,横山琉,栗東藤岡健,468(-4),141.9,2023105220,01192,01062,10
202601010202,3歳未勝利,ダート,1700,良,4,4,ハスカップジャム,牝3,54.0,☆長浜,美浦中舘,426(+10),73.1,2023104347,01214,01153,9
202601010202,3歳未勝利,ダート,1700,良,5,5,ルージュボニート,牝3,55.0,丹内,美浦高柳瑞,442(-4),7.2,2023106623,01091,01118,4
202601010202,3歳未勝利,ダート,1700,良,6,6,プルーフリーディン,牝3,55.0,鮫島駿,栗東小林,498(+8),2.0,2023101145,01157,01185,1
202601010202,3歳未勝利,ダート,1700,良,7,7,サマースプラッシュ,牝3,53.0,◇古川奈,美浦石栗,498(+4),30.4,2023106163,01190,01043,7
202601010202,3歳未勝利,ダート,1700,良,7,8,ルパピヨンブラン,牝3,55.0,西村淳,栗東杉山佳,434(+2),6.1,2023105228,01171,01178,3
202601010202,3歳未勝利,ダート,1700,良,8,9,スリーケイ,牝3,55.0,佐々木,栗東高橋一,510(0),15.7,2023100471,01197,01206,6
202601010202,3歳未勝利,ダート,1700,良,8,10,ワイルドカグラ,牝3,51.0,★河原田,栗東渡辺,466(+6),8.9,2023102549,01204,01155,5
