race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id,popularity
202604020201,2歳未勝利,芝,1400,良,1,1,ドルチェテソーロ,牝2,55.0,木幡巧,美浦牧,416(+6),15.3,2024101281,01162,01106,4
202604020201,2歳未勝利,芝,1400,良,2,2,ハルガスミ,牝2,55.0,松岡,美浦堀内,414(-2),252.6,2024102004,01085,01189,10
202604020201,2歳未勝利,芝,1400,良,3,3,マルガリート,牝2,55.0,杉原,美浦佐藤吉,458(+2),336.3,2024105550,01135,01035,11
202604020201,2歳未勝利,芝,1400,良,4,4,ブラックミューズ,牝2,55.0,岩田望,栗東松永幹,480(-6),2.5,2024106131,01174,01092,2
202604020201,2歳未勝利,芝,1400,良,5,5,アテナブレイブ,牝2,55.0,横山典,美浦手塚徳,422(+2),10.9,2024105671,00660,01217,3
202604020201,2歳未勝利,芝,1400,良,6,6,ワレモコウ,牝2,55.0,西塚,美浦小笠,446(0),20.7,2024102061,01200,01076,7
202604020201,2歳未勝利,芝,1400,良,6,7,リリカルフレア,牝2,55.0,戸崎圭,美浦畠山,428(-4),2.0,2024105822,05386,01048,1
202604020201,2歳未勝利,芝,1400,良,7,8,タガノカハンカ,牝2,55.0,菊沢,栗東西園翔,452(+6),16.9,2024103376,01161,01196,5
202604020201,2歳未勝利,芝,1400,良,7,9,ヴェールネージュ,牝2,52.0,▲上里,美浦伊坂,414(+2),175.5,2024107005,01217,01177,9
202604020201,2歳未勝利,芝,1400,良,8,10,パストザクラウン,牝2,53.0,◇今村,栗東高橋忠,442(-8),55.5,2024104298,01193,01129,8
202604020201,2歳未勝利,芝,1400,良,8,11,マーズワース,牝2,55.0,大野,美浦小手川,424(-2),17.1,2024102809,01096,01171,6
