race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202607020706,知多特別,芝,1200,良,1,1,モンテディアーナ,牝4,56.0,団野,栗東四位,,---.-,2022104597,01180,01184
202607020706,知多特別,芝,1200,良,2,2,ハルオーブ,牡6,58.0,酒井,美浦武井,,---.-,2020104732,01034,01147
202607020706,知多特別,芝,1200,良,3,3,ヒーローインチーフ,セ5,58.0,富田,栗東吉田,,---.-,2021106661,01168,01101
202607020706,知多特別,芝,1200,良,4,4,モンサンゴールデン,牡3,56.0,柴田裕,栗東中竹,,---.-,2023104044,01212,01039
202607020706,知多特別,芝,1200,良,5,5,パリコレジェンヌ,牝4,56.0,田口,栗東鈴木孝,,---.-,2022104501,01208,01111
202607020706,知多特別,芝,1200,良,6,6,タミゼ,牝5,56.0,幸,栗東平田,,---.-,2021100650,00732,01082
202607020706,知多特別,芝,1200,良,6,7,トップアタック,牡3,56.0,坂井,栗東小椋,,---.-,2023104528,01163,01197
202607020706,知多特別,芝,1200,良,7,8,ファイツオン,牡5,58.0,吉村,栗東藤岡健,,---.-,2021100476,01216,01062
202607020706,知多特別,芝,1200,良,7,9,シラヌイ,牝3,54.0,松山,栗東高橋亮,,---.-,2023105668,01126,01136
202607020706,知多特別,芝,1200,良,8,10,フォーゲル,牡3,56.0,コレット,栗東斉藤崇,,---.-,2023105273,05691,01151
202607020706,知多特別,芝,1200,良,8,11,インフローレ,牝4,56.0,岩田望,栗東寺島,,---.-,2022102729,01174,01158
