race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202601010711,大雪HC,ダート,1700,良,1,1,プロミシングスター,牡5,54.0,横山琉,栗東高橋忠,,---.-,2021103073,01192,01129
202601010711,大雪HC,ダート,1700,良,2,2,マンオブザマッチ,牡4,56.0,舟山,栗東高橋忠,,---.-,2022101677,01221,01129
202601010711,大雪HC,ダート,1700,良,3,3,キャットテイル,牝4,53.0,横山武,栗東野中,,---.-,2022101678,01170,01098
202601010711,大雪HC,ダート,1700,良,3,4,ノーブルスカイ,牡5,54.0,吉田隼,栗東高柳大,,---.-,2021102256,01095,01159
202601010711,大雪HC,ダート,1700,良,4,5,ゲキザル,牡7,55.0,小林脩,美浦青木,,---.-,2019102102,01183,01156
202601010711,大雪HC,ダート,1700,良,4,6,レーウィン,セ5,55.0,長浜,美浦平岩,,---.-,2021100734,01214,01219
202601010711,大雪HC,ダート,1700,良,5,7,セボンサデッセ,牡4,56.0,菱田,栗東橋口,,---.-,2022104903,01144,01154
202601010711,大雪HC,ダート,1700,良,5,8,トルショー,牡4,54.0,黛,美浦伊藤圭,,---.-,2022103766,01109,01023
202601010711,大雪HC,ダート,1700,良,6,9,キュールエフウジン,牡7,53.0,斎藤,栗東中尾,,---.-,2019102983,01178,01069
202601010711,大雪HC,ダート,1700,良,6,10,モズカトレア,牝4,52.0,小林美,栗東井上,,---.-,2022102123,01206,01214
202601010711,大雪HC,ダート,1700,良,7,11,アイウィル,牡5,56.0,北村友,美浦高木,,---.-,2021103502,01102,01088
202601010711,大雪HC,ダート,1700,良,7,12,アスクケンタッキー,牡3,53.0,小沢,栗東藤原,,---.-,2023110100,01185,01055
202601010711,大雪HC,ダート,1700,良,8,13,ロードブレイズ,牡5,55.0,横山和,美浦稲垣,,---.-,2021100162,01140,01167
202601010711,大雪HC,ダート,1700,良,8,14,スマートカイロス,牡4,55.0,古川奈,栗東矢作,,---.-,2022102735,01190,01075
