race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202601020604,3歳未勝利,芝,1200,良,1,1,ロジスカヤ,牝3,54.0,☆長浜,美浦新開,,---.-,2023104685,01214,01116
202601020604,3歳未勝利,芝,1200,良,1,2,メイショウテンジン,牡3,53.0,★河原田,栗東高橋亮,,---.-,2023106567,01204,01136
202601020604,3歳未勝利,芝,1200,良,2,3,グローリアスダンス,牝3,55.0,川又,美浦粕谷,,---.-,2023102402,01166,01096
202601020604,3歳未勝利,芝,1200,良,2,4,ブラックジャック,牡3,57.0,横山典,栗東昆,,---.-,2023104933,00660,01044
202601020604,3歳未勝利,芝,1200,良,3,5,テンタイムトップ,牝3,55.0,落合玄,栗東高柳大,,---.-,2023103436,05578,01159
202601020604,3歳未勝利,芝,1200,良,3,6,ドラリズム,牡3,57.0,黛,美浦武藤,,---.-,2023100515,01109,01064
202601020604,3歳未勝利,芝,1200,良,4,7,フルムーン,牡3,55.0,◇小林美,栗東藤岡健,,---.-,2023100610,01206,01062
202601020604,3歳未勝利,芝,1200,良,4,8,リアララ,牝3,54.0,小沢,栗東中内田,,---.-,2023110076,01185,01137
202601020604,3歳未勝利,芝,1200,良,5,9,エンジェルサン,牡3,57.0,丹内,美浦矢嶋,,---.-,2023104484,01091,01202
202601020604,3歳未勝利,芝,1200,良,5,10,ヒルノボローニャ,セ3,57.0,古川吉,栗東昆,,---.-,2023104474,01015,01044
202601020604,3歳未勝利,芝,1200,良,6,11,スピットブレイク,牡3,57.0,斎藤,美浦新開,,---.-,2023100215,01178,01116
202601020604,3歳未勝利,芝,1200,良,6,12,ソレイユルヴァン,牝3,55.0,吉田隼,栗東辻野,,---.-,2023105306,01095,01183
202601020604,3歳未勝利,芝,1200,良,7,13,メーレスブリーゼ,牝3,55.0,横山琉,美浦水野,,---.-,2023106429,01192,01094
202601020604,3歳未勝利,芝,1200,良,7,14,ルージュフィーリア,牝3,55.0,佐々木,美浦大竹,,---.-,2023107342,01197,01102
202601020604,3歳未勝利,芝,1200,良,8,15,アドマイヤパープル,牝3,55.0,横山武,美浦宮田,,---.-,2023106879,01170,01175
202601020604,3歳未勝利,芝,1200,良,8,16,メメボス,牝3,52.0,▲遠藤,栗東飯田,,---.-,2023100718,01218,01139
