race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202601020606,3歳以上1勝クラス,ダート,1000,稍,1,1,キャンドルマス,牡5,58.0,鮫島駿,栗東小崎,,---.-,2021101624,01157,01085
202601020606,3歳以上1勝クラス,ダート,1000,稍,2,2,ステラノヴァ,牡4,57.0,☆長浜,美浦水野,,---.-,2022103482,01214,01094
202601020606,3歳以上1勝クラス,ダート,1000,稍,3,3,シェイプオブユー,牝3,54.0,川又,栗東吉村,,---.-,2023100544,01166,01130
202601020606,3歳以上1勝クラス,ダート,1000,稍,4,4,アドリアフレイバー,牝4,56.0,横山武,美浦久保田,,---.-,2022104941,01170,01067
202601020606,3歳以上1勝クラス,ダート,1000,稍,5,5,パドゼフィール,牝3,50.0,★河原田,栗東新谷,,---.-,2023103699,01204,01172
202601020606,3歳以上1勝クラス,ダート,1000,稍,5,6,ディアフリーゼ,牝5,53.0,▲大久保,美浦加藤和,,---.-,2021102928,01194,01077
202601020606,3歳以上1勝クラス,ダート,1000,稍,6,7,レストプレドゥモア,牝4,56.0,小沢,栗東小林,,---.-,2022101418,01185,01185
202601020606,3歳以上1勝クラス,ダート,1000,稍,6,8,ヒナノムサシ,牡3,56.0,落合玄,美浦本間,,---.-,2023101645,05578,01056
202601020606,3歳以上1勝クラス,ダート,1000,稍,7,9,マカニ,牝4,53.0,▲遠藤,美浦尾形,,---.-,2022104370,01218,01141
202601020606,3歳以上1勝クラス,ダート,1000,稍,7,10,ロードヴィゴラス,牡3,53.0,▲和田陽,栗東四位,,---.-,2023105806,01223,01184
202601020606,3歳以上1勝クラス,ダート,1000,稍,8,11,ドリームガッサン,牝3,52.0,◇小林美,美浦鈴木伸,,---.-,2023102748,01206,01026
202601020606,3歳以上1勝クラス,ダート,1000,稍,8,12,スパークルジョイ,牝5,56.0,斎藤,栗東前川,,---.-,2021101891,01178,01210
