race_id,race_name,surface,distance_m,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202603020801,2歳未勝利,ダート,1150,1,1,ムーンベリル,牝2,55.0,坂井,栗東西村,,---.-,2024106276,01163,01148
202603020801,2歳未勝利,ダート,1150,2,2,ケンシロウワールド,牡2,55.0,団野,栗東森秀,,---.-,2024108272,01180,00427
202603020801,2歳未勝利,ダート,1150,3,3,スウィット,牡2,55.0,木幡巧,美浦牧,,---.-,2024101373,01162,01106
202603020801,2歳未勝利,ダート,1150,4,4,トムキャット,牝2,55.0,松岡,美浦伊藤伸,,---.-,2024101524,01085,01031
202603020801,2歳未勝利,ダート,1150,5,5,リケアチャチャチャ,牝2,52.0,▲石田,美浦上原博,,---.-,2024105243,01203,00423
202603020801,2歳未勝利,ダート,1150,6,6,ドナビッグベン,牝2,55.0,荻野極,美浦秋本,,---.-,2024101341,01160,01213
202603020801,2歳未勝利,ダート,1150,7,7,ウカテンセイ,牝2,55.0,小崎,美浦佐藤吉,,---.-,2024103179,01152,01035
202603020801,2歳未勝利,ダート,1150,7,8,ココニイルヨ,牝2,51.0,★谷原,美浦粕谷,,---.-,2024108121,01219,01096
202603020801,2歳未勝利,ダート,1150,8,9,レオライジング,牝2,55.0,原,美浦杉浦,,---.-,2024101902,01184,01008
202603020801,2歳未勝利,ダート,1150,8,10,ユイノキャッツアイ,牡2,55.0,木幡初,美浦深山,,---.-,2024103015,01153,01174
