race_id,race_name,surface,distance_m,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202610020803,3歳未勝利,ダート,1700,1,1,ブライトベリル,牝3,55.0,中井,栗東中内田,,---.-,2023100907,01141,01137
202610020803,3歳未勝利,ダート,1700,1,2,グリミスティ,牝3,55.0,菱田,栗東森田,,---.-,2023101308,01144,01142
202610020803,3歳未勝利,ダート,1700,2,3,ルージュマデイラ,牝3,55.0,富田,栗東上村,,---.-,2023102228,01168,01168
202610020803,3歳未勝利,ダート,1700,2,4,カフジラクレット,牝3,55.0,長岡,栗東杉山佳,,---.-,2023104835,01142,01178
202610020803,3歳未勝利,ダート,1700,3,5,ヴェルサイユローズ,牝3,55.0,酒井,栗東大久保,,---.-,2023105117,01034,01058
202610020803,3歳未勝利,ダート,1700,3,6,メイショウメゴヒメ,牝3,55.0,田口,栗東大橋,,---.-,2023109040,01208,01065
202610020803,3歳未勝利,ダート,1700,4,7,ヤマニンエルファバ,牝3,55.0,高杉,栗東千田,,---.-,2023104362,01213,01120
202610020803,3歳未勝利,ダート,1700,4,8,ハツアカネ,牝3,55.0,松若,栗東小崎,,---.-,2023103323,01154,01085
202610020803,3歳未勝利,ダート,1700,5,9,エンジェルグラース,牝3,53.0,◇永島,栗東高橋康,,---.-,2023104979,01187,01135
202610020803,3歳未勝利,ダート,1700,5,10,クレスコフェーヴ,牝3,55.0,藤懸,栗東羽月,,---.-,2023103829,01138,01091
202610020803,3歳未勝利,ダート,1700,6,11,ヒデガミティアラ,牝3,52.0,▲森田,栗東浜田,,---.-,2023100864,01222,01138
202610020803,3歳未勝利,ダート,1700,6,12,テクノピーチ,牝3,54.0,☆田山,栗東橋口,,---.-,2023102739,01220,01154
202610020803,3歳未勝利,ダート,1700,7,13,スマイルガーデン,牝3,55.0,西村淳,栗東西村,,---.-,2023107077,01171,01148
202610020803,3歳未勝利,ダート,1700,7,14,エレーデサンライズ,牝3,55.0,幸,栗東平田,,---.-,2023100912,00732,01082
202610020803,3歳未勝利,ダート,1700,8,15,デアアテナ,牝3,55.0,国分恭,栗東田中克,,---.-,2023106391,01124,01180
202610020803,3歳未勝利,ダート,1700,8,16,エイシンキタールン,牝3,55.0,吉村,栗東野中,,---.-,2023100417,01216,01098
