race_id,race_name,surface,distance_m,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202602011204,3歳未勝利,芝,2000,1,1,フクチャンブラック,牡3,57.0,松本,栗東高橋康,,---.-,2023103196,01191,01135
202602011204,3歳未勝利,芝,2000,2,2,プリュイドール,牝3,53.0,◇古川奈,栗東矢作,,---.-,2023102987,01190,01075
202602011204,3歳未勝利,芝,2000,3,3,ウインカトリーヌ,牝3,55.0,横山武,栗東西園翔,,---.-,2023105857,01170,01196
202602011204,3歳未勝利,芝,2000,4,4,フィエスタ,牝3,55.0,鮫島駿,栗東西村,,---.-,2023102101,01157,01148
202602011204,3歳未勝利,芝,2000,4,5,ヤクジョ,牡3,57.0,原田和,美浦松永康,,---.-,2023102802,01143,01093
202602011204,3歳未勝利,芝,2000,5,6,ワダツミ,牝3,52.0,▲和田陽,栗東笹田,,---.-,2023102669,01223,01104
202602011204,3歳未勝利,芝,2000,5,7,ギオンバヤシ,牡3,57.0,武豊,栗東鈴木孝,,---.-,2023102695,00666,01111
202602011204,3歳未勝利,芝,2000,6,8,レイヌドプランタン,牝3,55.0,横山琉,美浦矢嶋,,---.-,2023103730,01192,01202
202602011204,3歳未勝利,芝,2000,6,9,コスモブラック,牡3,57.0,池添,栗東武英,,---.-,2023102452,01032,01161
202602011204,3歳未勝利,芝,2000,7,10,シークレットシティ,牡3,57.0,斎藤,美浦辻,,---.-,2023105659,01178,01182
202602011204,3歳未勝利,芝,2000,7,11,マコトアディントン,牡3,57.0,丹内,栗東前川,,---.-,2023102128,01091,01210
202602011204,3歳未勝利,芝,2000,8,12,フローレンスフーガ,牡3,57.0,横山和,栗東四位,,---.-,2023101000,01140,01184
202602011204,3歳未勝利,芝,2000,8,13,コティノス,牡3,56.0,☆舟山,栗東須貝,,---.-,2023106800,01221,01105
