race_id,race_name,surface,distance_m,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202610020807,3歳以上1勝クラス,芝,1200,1,1,ピアストイヤーズ,牡4,57.0,☆田山,栗東小崎,,---.-,2022103624,01220,01085
202610020807,3歳以上1勝クラス,芝,1200,1,2,ウェルカムソング,牡3,55.0,松若,栗東河嶋,,---.-,2023107545,01154,01198
202610020807,3歳以上1勝クラス,芝,1200,2,3,アスクザアメリカン,牡4,58.0,富田,栗東野中,,---.-,2022106719,01168,01098
202610020807,3歳以上1勝クラス,芝,1200,2,4,ヒットザグラウンド,牝4,56.0,吉村,栗東四位,,---.-,2022102406,01216,01184
202610020807,3歳以上1勝クラス,芝,1200,3,5,アーリントンロウ,牡4,58.0,西村淳,栗東松下,,---.-,2022105921,01171,01149
202610020807,3歳以上1勝クラス,芝,1200,3,6,ラブアイミー,牝4,56.0,松山,栗東森田,,---.-,2022107258,01126,01142
202610020807,3歳以上1勝クラス,芝,1200,4,7,フィラーエ,牝3,53.0,国分恭,栗東高橋康,,---.-,2023102025,01124,01135
202610020807,3歳以上1勝クラス,芝,1200,4,8,タガノアルブラック,牝3,53.0,幸,栗東千田,,---.-,2023104333,00732,01120
202610020807,3歳以上1勝クラス,芝,1200,5,9,キョラムン,牝4,56.0,太宰,栗東石橋,,---.-,2022107147,01037,01140
202610020807,3歳以上1勝クラス,芝,1200,5,10,ダイアナクイーン,牝4,56.0,酒井,栗東高橋康,,---.-,2022102638,01034,01135
202610020807,3歳以上1勝クラス,芝,1200,6,11,ミライハーモニー,牝5,54.0,◇今村,栗東飯田,,---.-,2021104671,01193,01139
202610020807,3歳以上1勝クラス,芝,1200,6,12,ペルフェツィオーネ,牡5,58.0,長岡,栗東杉山佳,,---.-,2021106690,01142,01178
202610020807,3歳以上1勝クラス,芝,1200,7,13,マウンテンバローズ,牡3,55.0,コレット,栗東清水久,,---.-,2023100942,05691,01110
202610020807,3歳以上1勝クラス,芝,1200,7,14,レオナルドスター,セ5,56.0,◇永島,栗東秋山,,---.-,2021104806,01187,01212
202610020807,3歳以上1勝クラス,芝,1200,8,15,ソリスディエス,牡4,58.0,菱田,栗東小崎,,---.-,2022105496,01144,01085
202610020807,3歳以上1勝クラス,芝,1200,8,16,バーケンティン,牡5,58.0,Ｍデムーロ,栗東平田,,---.-,2021105868,05212,01082
202610020807,3歳以上1勝クラス,芝,1200,8,17,イリスアスール,牝5,56.0,田口,栗東角田,,---.-,2021103493,01208,01121
