race_id,race_name,surface,distance_m,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202602011207,3歳以上1勝クラス,ダート,1700,1,1,フェニーチェドーロ,牝4,56.0,荻野琢,栗東宮本,,---.-,2022101408,01112,01073
202602011207,3歳以上1勝クラス,ダート,1700,2,2,ライラックデューン,牝4,53.0,▲和田陽,栗東緒方,,---.-,2022101473,01223,01193
202602011207,3歳以上1勝クラス,ダート,1700,3,3,ゴールドヴィーナス,牝3,53.0,松本,栗東森秀,,---.-,2023105672,01191,00427
202602011207,3歳以上1勝クラス,ダート,1700,3,4,プリンセスアツコ,牝3,53.0,鮫島駿,栗東河嶋,,---.-,2023104046,01157,01198
202602011207,3歳以上1勝クラス,ダート,1700,4,5,ブーケドグレイス,牝5,56.0,横山琉,美浦相沢,,---.-,2021102494,01192,01020
202602011207,3歳以上1勝クラス,ダート,1700,4,6,ビーチイン,牝3,53.0,横山和,美浦和田勇,,---.-,2023105830,01140,01165
202602011207,3歳以上1勝クラス,ダート,1700,5,7,ジーティーアリア,牝3,53.0,北村友,栗東田中克,,---.-,2023105358,01102,01180
202602011207,3歳以上1勝クラス,ダート,1700,5,8,クッカユフラ,牝3,53.0,斎藤,美浦池上,,---.-,2023104420,01178,01150
202602011207,3歳以上1勝クラス,ダート,1700,6,9,ミリオンアップ,牝3,50.0,★河原田,栗東野中,,---.-,2023102250,01204,01098
202602011207,3歳以上1勝クラス,ダート,1700,6,10,ゴールドドレッサ,牝3,53.0,横山武,美浦中川,,---.-,2023102432,01170,01081
202602011207,3歳以上1勝クラス,ダート,1700,7,11,ストラニエーロ,牝4,56.0,佐々木,美浦尾関,,---.-,2022106613,01197,01103
202602011207,3歳以上1勝クラス,ダート,1700,7,12,リピース,牝3,51.0,△鷲頭,栗東前川,,---.-,2023107412,01202,01210
202602011207,3歳以上1勝クラス,ダート,1700,8,13,スタンピー,牝4,56.0,黛,美浦深山,,---.-,2022101315,01109,01174
202602011207,3歳以上1勝クラス,ダート,1700,8,14,ヴァレンティーニ,牝3,53.0,吉田隼,美浦新開,,---.-,2023106847,01095,01116
