race_id,race_name,surface,distance_m,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202602011209,かもめ島特別,芝,1800,1,1,レーヴドロペラ,牝4,56.0,鮫島駿,美浦加藤士,,---.-,2022106709,01157,01169
202602011209,かもめ島特別,芝,1800,2,2,マイスターヴェルク,牝4,56.0,横山武,美浦勢司,,---.-,2022105849,01170,01047
202602011209,かもめ島特別,芝,1800,3,3,ハニードレス,牝4,56.0,古川吉,美浦牧,,---.-,2022105394,01015,01106
202602011209,かもめ島特別,芝,1800,4,4,アストリル,牝3,53.0,丹内,美浦鈴木慎,,---.-,2023101591,01091,01179
202602011209,かもめ島特別,芝,1800,4,5,タイヨウフレア,牝4,56.0,長浜,美浦杉浦,,---.-,2022105844,01214,01008
202602011209,かもめ島特別,芝,1800,5,6,ロートホルン,牝4,56.0,斎藤,美浦加藤征,,---.-,2022105977,01178,01059
202602011209,かもめ島特別,芝,1800,5,7,マルカオペラ,牝5,56.0,舟山,栗東浜田,,---.-,2021104978,01221,01138
202602011209,かもめ島特別,芝,1800,6,8,ハートメテオ,牝4,56.0,池添,栗東笹田,,---.-,2022105549,01032,01104
202602011209,かもめ島特別,芝,1800,6,9,モンローウォーク,牝3,53.0,横山和,栗東上村,,---.-,2023106859,01140,01168
202602011209,かもめ島特別,芝,1800,7,10,マドモアゼルアスク,牝4,56.0,武豊,栗東藤原,,---.-,2022102295,00666,01055
202602011209,かもめ島特別,芝,1800,7,11,エーデル,牝5,56.0,佐々木,美浦金成,,---.-,2021105321,01197,01132
202602011209,かもめ島特別,芝,1800,8,12,エリム,牝6,56.0,原田和,美浦上原博,,---.-,2020102803,01143,00423
202602011209,かもめ島特別,芝,1800,8,13,トレミニョン,牝5,56.0,松本,美浦和田勇,,---.-,2021105144,01191,01165
