race_id,race_name,surface,distance_m,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202603020808,3歳以上1勝クラス,芝,1800,1,1,クラウンテック,牡4,58.0,木幡育,美浦松永康,,---.-,2022101291,01167,01093
202603020808,3歳以上1勝クラス,芝,1800,1,2,ロスパレドネス,牡3,55.0,坂井,美浦木村,,---.-,2023106852,01163,01126
202603020808,3歳以上1勝クラス,芝,1800,2,3,スイートオレンジ,牝4,56.0,菊沢,美浦中川,,---.-,2022103494,01161,01081
202603020808,3歳以上1勝クラス,芝,1800,2,4,ジャグアール,牡5,58.0,石橋脩,美浦矢野,,---.-,2021102717,01077,01108
202603020808,3歳以上1勝クラス,芝,1800,3,5,ポッドロルフ,牡4,58.0,三浦,美浦小野,,---.-,2022100700,01122,01125
202603020808,3歳以上1勝クラス,芝,1800,3,6,ミッドセンチュリー,牡4,58.0,嶋田,美浦松山,,---.-,2022103308,01134,01100
202603020808,3歳以上1勝クラス,芝,1800,4,7,リスレジャンデール,牝3,53.0,杉原,美浦栗田,,---.-,2023107320,01135,01127
202603020808,3歳以上1勝クラス,芝,1800,4,8,アメテュストス,牡3,55.0,戸崎圭,美浦加藤士,,---.-,2023103814,05386,01169
202603020808,3歳以上1勝クラス,芝,1800,5,9,モウエエデショー,牡3,55.0,野中,美浦萱野,,---.-,2023105433,01158,01024
202603020808,3歳以上1勝クラス,芝,1800,5,10,インヴェスター,セ5,58.0,菅原隆,美浦佐藤吉,,---.-,2021101647,01129,01035
202603020808,3歳以上1勝クラス,芝,1800,6,11,アレクレア,牝4,56.0,松岡,美浦蛯名利,,---.-,2022104851,01085,01131
202603020808,3歳以上1勝クラス,芝,1800,6,12,ミエノストロング,牡3,55.0,石川,美浦上原佑,,---.-,2023105257,01150,01192
202603020808,3歳以上1勝クラス,芝,1800,7,13,ピエナフェーヴル,牡4,58.0,田辺,美浦萱野,,---.-,2022101175,01075,01024
202603020808,3歳以上1勝クラス,芝,1800,7,14,コズミックボックス,牝3,53.0,武藤,美浦中舘,,---.-,2023107353,01169,01153
202603020808,3歳以上1勝クラス,芝,1800,8,15,トーセンブリラーレ,牡3,55.0,津村,美浦小笠,,---.-,2023105943,01092,01076
202603020808,3歳以上1勝クラス,芝,1800,8,16,コスモアチーブ,牡4,56.0,△石神道,美浦相沢,,---.-,2022106792,01209,01020
