race_id,race_name,surface,distance_m,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202602011212,3歳以上1勝クラス,芝,1200,1,1,ザカリナン,牡4,58.0,斎藤,栗東小栗,,---.-,2022101103,01178,01194
202602011212,3歳以上1勝クラス,芝,1200,2,2,コモンスナイプ,牡4,58.0,横山琉,栗東藤岡健,,---.-,2022110039,01192,01062
202602011212,3歳以上1勝クラス,芝,1200,3,3,マグネシアブリック,セ4,58.0,北村友,美浦中舘,,---.-,2022101920,01102,01153
202602011212,3歳以上1勝クラス,芝,1200,3,4,ホウオウヘッセン,牡3,55.0,横山武,美浦田島,,---.-,2023102440,01170,01112
202602011212,3歳以上1勝クラス,芝,1200,4,5,ロードクラシコ,牡3,55.0,丹内,美浦斎藤誠,,---.-,2023105797,01091,01086
202602011212,3歳以上1勝クラス,芝,1200,4,6,ブラヴィーノ,牡7,58.0,古川吉,美浦天間,,---.-,2019110122,01015,01090
202602011212,3歳以上1勝クラス,芝,1200,5,7,ミスターバッドガイ,牡3,52.0,▲和田陽,栗東中尾,,---.-,2023102872,01223,01069
202602011212,3歳以上1勝クラス,芝,1200,5,8,ロードヴェルテクス,牡3,55.0,鮫島駿,栗東奥村豊,,---.-,2023105813,01157,01146
202602011212,3歳以上1勝クラス,芝,1200,6,9,シャインズオンユー,牡5,58.0,岩田康,栗東藤野,,---.-,2021103535,05203,01200
202602011212,3歳以上1勝クラス,芝,1200,6,10,マイオウンウェイ,セ3,55.0,小沢,栗東高野,,---.-,2023106823,01185,01117
202602011212,3歳以上1勝クラス,芝,1200,7,11,フレンドモナコ,牡3,52.0,▲遠藤,美浦加藤和,,---.-,2023106197,01218,01077
202602011212,3歳以上1勝クラス,芝,1200,7,12,ソードマスター,牡4,57.0,☆舟山,美浦小笠,,---.-,2022105415,01221,01076
202602011212,3歳以上1勝クラス,芝,1200,8,13,アヤサンジョリーン,牝3,53.0,落合玄,地方五十冬,,---.-,2023102024,05578,05790
202602011212,3歳以上1勝クラス,芝,1200,8,14,ルクスアドラー,牡5,57.0,☆長浜,美浦平岩,,---.-,2021101100,01214,01219
