horse_id,horse_name,date,venue,weather,race_number,race_name,race_id,映像,field_size,waku,horse_number,win_odds,popularity,finish_position,jockey,jockey_id,weight_carried,distance,水分量,track_condition,馬場指数,time,margin,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,passing_order,pace,last_3f,horse_weight,trainer_comment,remarks,winner_or_second,prize_money,surface,distance_m
2020106811,タイキラフター,2026/05/17,1新潟6,晴,11,弥彦S(3勝クラス),202604010611,,16,7,13,31.4,9,3,杉原誠人,01135,58,芝1800,,良,-11,1:49.2,0.1,69,69,85,65,109,9-9,37.7-33.1,32.7,532(-4),,,エストゥペンダ,475.7,芝,1800
2020106811,タイキラフター,2026/04/05,3中山4,曇,11,美浦S(3勝クラス),202606030411,,16,5,10,18.9,8,12,大野拓弥,01096,58,芝2000,,稍,**,2:02.3,0.8,**,**,**,**,**,16-16-16-16,36.1-35.4,34.6,536(+10),,,ジュタ,,芝,2000
2020106811,タイキラフター,2026/03/01,1小倉12,晴,11,関門橋S(3勝クラス),202610011211,,17,8,17,8.2,3,8,富田暁,01168,58,芝2000,,良,**,2:01.2,0.9,**,**,**,**,**,9-8-4-4,34.9-37.1,36.9,526(-10),,,バルナバ,,芝,2000
2020106811,タイキラフター,2026/01/24,1中山8,曇,11,初富士S(3勝クラス),202606010811,,18,1,2,9.4,5,13,三浦皇成,01122,55,芝2000,,良,**,1:59.8,0.6,**,**,**,**,**,11-13-12-12,36.1-34.8,34.5,536(+12),,,エセルフリーダ,,芝,2000
2020106811,タイキラフター,2025/10/25,4新潟3,曇,11,魚沼S(3勝クラス),202504040311,,18,3,6,22.8,9,7,杉原誠人,01135,58,芝2000,,良,**,1:58.7,0.5,**,**,**,**,**,18-18,36.1-33.4,32.7,524(+6),,,シンハナーダ,,芝,2000
2020106811,タイキラフター,2025/10/05,3京都2,曇,9,大原S(3勝クラス),202508030209,,9,2,2,16.5,6,4,横山武史,01170,58,芝2000,,稍,**,1:59.7,0.3,**,**,**,**,**,8-8-8-8,36.1-34.3,33.8,518(-14),,,レディーヴァリュー,280.0,芝,2000
2020106811,タイキラフター,2025/09/07,2札幌6,晴,10,HTB賞(2勝クラス),202501020610,,14,7,12,10.2,5,1,佐々木大,01197,58,芝1800,,稍,**,1:49.6,-0.2,**,**,**,**,**,11-11-10-9,36.2-36.9,36.1,532(+6),,,(コスモアンソロジー),"1,581.5",芝,1800
2020106811,タイキラフター,2025/07/13,1函館10,晴,9,北海ハンデキャップ(2勝クラス),202502011009,,11,6,7,7.0,2,7,佐々木大,01197,57,芝1800,,良,**,1:46.5,0.9,**,**,**,**,**,5-5-5-3,35.3-34.8,35.1,526(-8),,,ミッキージュエリー,,芝,1800
2020106811,タイキラフター,2025/06/28,1函館5,晴,10,洞爺湖特別(2勝クラス),202502010510,,16,1,2,11.7,5,2,北村友一,01102,58,芝2000,,良,**,1:59.8,0.4,**,**,**,**,**,4-4-4-3,35.8-35.2,35.3,534(+8),,,カネラフィーナ,629.6,芝,2000
2020106811,タイキラフター,2025/06/15,3東京4,曇,9,芦ノ湖特別(2勝クラス),202505030409,,10,5,5,26.8,8,8,荻野極,01160,58,芝1600,,稍,**,1:35.5,1.0,**,**,**,**,**,6-6,35.3-35.6,35.8,526(+4),,,グーテンベルク,,芝,1600
2020106811,タイキラフター,2025/05/04,2東京4,晴,8,4歳以上2勝クラス,202505020408,,9,7,7,3.0,2,3,横山武史,01170,58,芝1600,,良,**,1:33.6,0.6,**,**,**,**,**,5-5,36.6-33.1,33.3,522(-6),,,カニキュル,290.0,芝,1600
2020106811,タイキラフター,2025/01/26,1中京9,晴,9,茶臼山高原特別(2勝クラス),202507010909,,9,8,9,2.9,2,3,川田将雅,01088,57,芝2000,,良,**,2:01.8,0.5,**,**,**,**,**,6-6-7-7,37.4-35.0,35.0,528(0),,,ランスオブクイーン,393.0,芝,2000
2020106811,タイキラフター,2025/01/19,1中山7,曇,8,4歳以上2勝クラス,202506010708,,14,4,6,3.3,1,7,菅原明良,01179,58,芝1800,,良,**,1:49.1,0.8,**,**,**,**,**,8-6-8-10,37.3-34.7,34.8,528(-6),,,キュクヌス,,芝,1800
2020106811,タイキラフター,2025/01/06,1中山2,曇,10,初日の出賞(2勝クラス),202506010210,,15,3,5,7.1,5,2,大野拓弥,01096,58,芝2000,,良,**,2:00.3,0.2,**,**,**,**,**,10-9-8-6,35.9-36.0,35.3,534(+6),,,アスクナイスショー,630.8,芝,2000
2020106811,タイキラフター,2024/06/29,1函館7,晴,10,北海ハンデキャップ(2勝クラス),202402010710,,11,2,2,10.1,5,2,大野拓弥,01096,57,芝1800,,良,**,1:47.6,0.3,**,**,**,**,**,9-9-8-8,35.5-35.1,34.5,528(+2),,,エラトー,627.4,芝,1800
2020106811,タイキラフター,2024/06/23,1函館6,曇,9,洞爺湖特別(2勝クラス),202402010609,,9,8,8,3.1,2,3,佐々木大,01197,58,芝2000,,良,**,2:00.8,0.1,**,**,**,**,**,6-4-7-7,36.3-35.3,34.8,526(+4),,,コスモフロイデ,392.9,芝,2000
2020106811,タイキラフター,2024/05/11,1新潟5,晴,11,信濃川特別(2勝クラス),202404010511,,11,4,4,3.6,2,4,佐々木大,01197,58,芝2000,,良,**,2:01.9,0.5,**,**,**,**,**,6-5,37.0-33.5,33.6,522(+6),,,シーウィザード,230.0,芝,2000
2020106811,タイキラフター,2024/03/02,1阪神3,曇,9,千里山特別(2勝クラス),202409010309,,8,4,4,2.3,1,3,西村淳也,01171,58,芝2000,,稍,**,2:00.3,0.1,**,**,**,**,**,8-6-5-3,36.2-36.4,36.2,516(-4),,,アスクオンディープ,392.8,芝,2000
2020106811,タイキラフター,2024/02/10,2小倉1,晴,8,4歳以上1勝クラス,202410020108,,11,1,1,2.6,2,1,佐々木大,01197,56,芝2000,,良,**,2:01.3,-0.2,**,**,**,**,**,6-6-5-6,36.6-35.4,35.1,520(+4),,,(アンテロース),800.0,芝,2000
2020106811,タイキラフター,2023/12/09,4中京3,晴,8,3歳以上1勝クラス,202307040308,,18,8,17,6.8,3,2,佐々木大,01197,56,芝2000,,良,**,2:00.8,0.0,**,,,,,13-12-11-11,36.0-34.5,33.4,516(+6),,,ロジシルバー,320.0,芝,2000
2020106811,タイキラフター,2023/10/01,4中山9,曇,7,3歳以上1勝クラス,202306040907,,15,6,11,7.8,4,6,大野拓弥,01096,55,芝2200,,良,**,2:16.2,0.2,**,,,,,14-12-7-6,37.2-35.2,34.9,510(-2),,,ホウオウサンデー,,芝,2200
2020106811,タイキラフター,2023/09/16,4中山3,晴,12,3歳以上1勝クラス,202306040312,,11,7,8,14.2,8,3,大野拓弥,01096,55,芝2000,,良,**,2:00.4,0.1,**,,,,,9-9-11-11,35.6-35.7,35.0,512(-10),,,ソワドリヨン,200.0,芝,2000
2020106811,タイキラフター,2023/09/02,2札幌7,晴,7,3歳以上1勝クラス,202301020707,,15,5,10,4.9,2,11,西村淳也,01171,55,芝2000,,稍,**,2:06.0,4.3,**,,,,,3-3-3-4,35.2-37.5,41.6,522(-6),,,シェイクユアハート,,芝,2000
2020106811,タイキラフター,2023/06/25,1函館6,晴,7,3歳以上1勝クラス,202302010607,,9,3,3,2.9,1,6,古川吉洋,01015,54,芝2600,,良,**,2:42.6,0.7,**,,,,,3-3-3-3,36.2-38.7,38.8,528(+4),,,サトノミスチーフ,,芝,2600
2020106811,タイキラフター,2023/06/11,1函館2,曇,6,3歳未勝利,202302010206,,16,6,11,5.4,3,1,西村淳也,01171,56,芝2000,,良,**,2:03.0,-0.6,**,,,,,2-2-2-1,35.7-36.0,35.9,524(+2),,,(スターグロウ),550.0,芝,2000
2020106811,タイキラフター,2023/05/21,2東京10,曇,4,3歳未勝利,202305021004,,16,5,9,3.9,2,3,ルメール,05339,56,芝2000,,良,**,1:59.5,0.2,**,,,,,2-2-3,36.2-35.3,35.3,522(0),,,マイバラード,140.0,芝,2000
2020106811,タイキラフター,2023/02/26,2中山2,晴,4,3歳未勝利,202306020204,,16,7,13,3.6,1,5,松山弘平,01126,56,ダ1800,,良,**,1:57.2,1.3,**,,,,,5-5-4-3,38.4-38.8,39.9,522(-4),,,ナムラテディー,55.0,ダート,1800
2020106811,タイキラフター,2023/02/05,1東京4,晴,2,3歳未勝利,202305010402,,16,2,3,3.8,2,3,大野拓弥,01096,56,ダ2100,,良,**,2:16.1,1.1,**,,,,,10-11-4-4,31.1-37.9,38.7,526(+16),,,マオノアラシ,140.0,ダート,2100
2020106811,タイキラフター,2022/11/06,5東京2,晴,1,2歳未勝利,202205050201,,11,7,8,9.9,4,4,大野拓弥,01096,55,ダ1600,,良,**,1:40.4,1.8,**,,,,,8-7,35.7-37.1,37.9,510(+4),,,ラフエイジアン,78.0,ダート,1600
2020106811,タイキラフター,2022/10/22,4東京6,曇,5,2歳新馬,202205040605,,11,7,8,38.0,9,6,大野拓弥,01096,55,芝2000,,良,**,2:01.5,0.6,**,,,,,10-9-8,36.6-35.3,35.1,506(0),,,シリアルノヴェル,,芝,2000
