horse_id,horse_name,date,venue,weather,race_number,race_name,race_id,映像,field_size,waku,horse_number,win_odds,popularity,finish_position,jockey,jockey_id,weight_carried,distance,水分量,track_condition,馬場指数,time,margin,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,passing_order,pace,last_3f,horse_weight,trainer_comment,remarks,winner_or_second,prize_money,surface,distance_m
2021105736,カルパ,2026/06/28,2小倉2,晴,10,西部日刊スポーツ杯(2勝クラス),202610020210,,16,5,9,19.5,8,1,田山旺佑,01220,56,ダ1700,,稍,-10,1:45.0,-0.2,88,84,94,90,93,9-8-9-8,28.9-39.0,37.8,450(0),,,(アラナコア),"1,615.7",ダート,1700
2021105736,カルパ,2026/04/18,2阪神7,晴,9,吹田特別(2勝クラス),202609020709,,14,8,13,7.2,4,6,川田将雅,01088,58,ダ1400,,良,**,1:24.0,0.8,**,**,**,**,**,1-1,35.6-35.9,36.7,450(+4),,,メイケイレイン,,ダート,1400
2021105736,カルパ,2026/03/29,1中京6,晴,12,鈴鹿特別(2勝クラス),202607010612,,16,3,6,17.0,6,3,田山旺佑,01220,58,ダ1400,,良,**,1:24.7,0.2,**,**,**,**,**,5-5,35.7-36.6,36.2,446(-6),,,コーラルクラウン,405.9,ダート,1400
2021105736,カルパ,2026/03/08,1阪神6,晴,12,4歳以上2勝クラス,202609010612,,13,5,7,18.9,7,4,田山旺佑,01220,55,ダ1400,,良,**,1:24.7,1.6,**,**,**,**,**,8-7,34.6-36.5,36.9,452(-8),,,ニューオーリンズ,180.0,ダート,1400
2021105736,カルパ,2026/01/11,1京都4,小雪,8,4歳以上2勝クラス,202608010408,,16,3,5,14.0,6,7,川田将雅,01088,58,ダ1400,,良,**,1:26.2,0.7,**,**,**,**,**,7-6,36.0-37.2,37.0,460(+10),,,ラファル,,ダート,1400
2021105736,カルパ,2025/10/25,4東京8,雨,12,3歳以上2勝クラス,202505040812,,13,8,12,6.2,4,5,川田将雅,01088,58,ダ1400,,稍,**,1:24.6,0.5,**,**,**,**,**,7-8,36.4-35.4,35.3,450(+4),,,フウセツ,114.0,ダート,1400
2021105736,カルパ,2025/08/02,3中京3,晴,10,3歳以上1勝クラス,202507030310,,13,5,6,4.2,3,1,川田将雅,01088,58,ダ1400,,良,**,1:24.5,-0.2,**,**,**,**,**,7-5,34.0-38.8,37.5,446(+6),,,(ハクサンアイリス),800.0,ダート,1400
2021105736,カルパ,2025/04/19,2阪神7,晴,12,4歳以上1勝クラス,202509020712,,15,1,2,6.2,3,3,川田将雅,01088,58,ダ1400,,良,**,1:25.6,0.6,**,**,**,**,**,4-4,34.7-38.3,38.5,440(0),,,マイティマイティー,200.0,ダート,1400
2021105736,カルパ,2025/03/30,2中京6,晴,9,4歳以上1勝クラス,202507020609,,13,3,4,3.5,1,4,川田将雅,01088,58,ダ1400,,良,**,1:25.6,0.3,**,**,**,**,**,7-7,35.2-37.8,37.1,440(-2),,,グラティアスミノル,120.0,ダート,1400
2021105736,カルパ,2025/03/08,1阪神3,曇,8,4歳以上1勝クラス,202509010308,,16,5,9,3.6,2,3,川田将雅,01088,58,ダ1200,,良,**,1:13.4,0.6,**,**,**,**,**,11-10,35.4-37.4,37.0,442(-4),,,プロテア,200.0,ダート,1200
