horse_id,horse_name,date,venue,weather,race_number,race_name,race_id,映像,field_size,waku,horse_number,win_odds,popularity,finish_position,jockey,jockey_id,weight_carried,distance,水分量,track_condition,馬場指数,time,margin,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,passing_order,pace,last_3f,horse_weight,trainer_comment,remarks,winner_or_second,prize_money,surface,distance_m
2023101841,ユイノサダハル,2026/06/21,3東京6,曇,3,3歳未勝利,202605030603,,16,3,5,13.1,6,9,江田照男,00689,57,ダ2100,,不,-24,2:12.5,1.3,72,72,95,84,89,4-4-5-8,31.5-37.0,37.7,466(-2),,,アスパラゴ,,ダート,2100
2023101841,ユイノサダハル,2026/05/23,2東京9,曇,3,3歳未勝利,202605020903,,13,4,4,6.5,3,7,江田照男,00689,57,ダ2100,,重,**,2:14.6,2.1,**,**,**,**,**,2-3-3-4,31.1-37.4,39.2,468(+4),,,クアッドフォルツァ,,ダート,2100
2023101841,ユイノサダハル,2026/05/09,2東京5,晴,2,3歳未勝利,202605020502,,11,5,5,11.0,4,2,江田照男,00689,57,ダ2100,,良,**,2:16.2,0.1,**,**,**,**,**,3-3-3-3,32.1-38.4,38.3,464(0),,,ソニックキャット,240.0,ダート,2100
2023101841,ユイノサダハル,2026/04/18,3中山7,曇,2,3歳未勝利,202606030702,,11,7,8,9.9,4,6,江田照男,00689,57,ダ1800,,良,**,1:55.5,0.7,**,**,**,**,**,5-5-5-5,38.0-37.9,38.1,464(+2),,,サウジバラード,,ダート,1800
2023101841,ユイノサダハル,2026/03/29,3中山2,晴,3,3歳未勝利,202606030203,,15,1,1,13.9,5,3,江田照男,00689,57,ダ1800,,稍,**,1:55.5,0.8,**,**,**,**,**,11-10-8-6,36.6-40.6,40.0,462(-2),,,ジェネラスキング,150.0,ダート,1800
2023101841,ユイノサダハル,2026/02/08,1小倉6,曇,1,3歳未勝利,202610010601,,16,2,3,12.3,7,8,長岡禎仁,01142,57,ダ1700,,良,**,1:49.3,1.8,**,**,**,**,**,6-6-5-7,28.7-40.3,41.1,464(-4),,,イサギ,,ダート,1700
2023101841,ユイノサダハル,2026/01/12,1中山5,晴,3,3歳未勝利,202606010503,,16,8,16,13.0,8,6,江田照男,00689,57,ダ1800,,良,**,1:57.4,1.2,**,**,**,**,**,6-7-6-6,36.1-40.1,40.8,468(-2),,,ジェイエルモーダル,,ダート,1800
2023101841,ユイノサダハル,2025/12/21,5中山6,曇,2,2歳未勝利,202506050602,,16,6,12,62.0,8,4,江田照男,00689,56,ダ1800,,不,**,1:54.0,0.1,**,**,**,**,**,11-10-10-8,36.2-38.8,37.9,470(+6),,,ヘルメスギャング,84.0,ダート,1800
2023101841,ユイノサダハル,2025/11/08,3福島1,晴,3,2歳未勝利,202503030103,,15,2,3,60.7,10,7,江田照男,00689,56,ダ1700,,良,**,1:48.3,1.8,**,**,**,**,**,10-9-10-9,30.3-38.9,38.9,464(+4),,,アトモス,,ダート,1700
2023101841,ユイノサダハル,2025/10/13,4東京5,晴,5,2歳新馬,202505040505,,13,1,1,109.1,12,11,吉田隼人,01095,56,芝1800,,良,**,1:48.9,1.5,**,**,**,**,**,3-4-4,36.2-34.7,35.9,460(0),,,スタニングレディ,,芝,1800
