horse_id,horse_name,date,venue,weather,race_number,race_name,race_id,映像,field_size,waku,horse_number,win_odds,popularity,finish_position,jockey,jockey_id,weight_carried,distance,水分量,track_condition,馬場指数,time,margin,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,passing_order,pace,last_3f,horse_weight,trainer_comment,remarks,winner_or_second,prize_money,surface,distance_m
2021104320,キングベルベット,2026/02/28,1小倉11,晴,10,早鞆特別(2勝クラス),202610011110,,16,3,6,8.1,4,8,鷲頭虎太,01202,56,ダ1700,,重,-10,1:43.5,1.0,102,98,106,115,83,2-2-1-1,28.5-37.8,38.8,484(-6),,,ジューンエオス,,ダート,1700
2021104320,キングベルベット,2026/02/07,1小倉5,曇,8,4歳以上1勝クラス,202610010508,,12,5,6,11.3,6,1,鷲頭虎太,01202,56,ダ1700,,良,**,1:45.2,-0.6,**,**,**,**,**,1-1-1-1,29.4-38.1,38.1,490(-10),,,(ローズマイスター),820.0,ダート,1700
2021104320,キングベルベット,2025/12/27,5中山7,曇,8,3歳以上1勝クラス,202506050708,,16,7,13,7.3,4,10,横山武史,01170,58,ダ1800,,稍,**,1:55.7,1.8,**,**,**,**,**,2-2-2-5,37.1-38.3,40.0,500(+6),,,ミダース,,ダート,1800
2021104320,キングベルベット,2025/11/24,3福島6,晴,3,3歳以上1勝クラス,202503030603,,15,2,2,31.1,9,7,永島まな,01187,56,ダ1700,,良,**,1:47.6,0.7,**,**,**,**,**,15-15-15-14,30.5-38.4,38.0,494(+4),,,マナエトレ,,ダート,1700
2021104320,キングベルベット,2025/07/20,1函館12,晴,12,3歳以上1勝クラス,202502011212,,13,8,12,5.6,3,11,キング,05643,58,ダ1700,,良,**,1:47.3,1.7,**,**,**,**,**,7-7-9-10,30.0-38.7,39.1,490(0),,,オカメノコイ,,ダート,1700
2021104320,キングベルベット,2024/11/10,3福島4,晴,3,3歳以上1勝クラス,202403030403,,15,7,13,4.9,3,13,丹内祐次,01091,56,ダ1700,,良,**,1:49.8,4.1,**,**,**,**,**,4-5-4-8,29.8-38.6,42.3,490(0),,,クラウンシエンタ,,ダート,1700
2021104320,キングベルベット,2024/03/31,3中山4,晴,7,3歳1勝クラス,202406030407,,16,4,7,4.3,2,5,丹内祐次,01091,57,ダ1800,,稍,**,1:54.1,0.8,**,**,**,**,**,2-2-2-2,36.9-38.1,38.8,490(0),,,ピュアキアン,78.0,ダート,1800
2021104320,キングベルベット,2024/02/24,2小倉5,晴,1,3歳未勝利,202410020501,,16,4,8,1.3,1,1,丹内祐次,01091,57,ダ1700,,重,**,1:44.4,-1.2,**,**,**,**,**,3-3-2-2,29.3-38.3,38.0,490(+2),,,(カリフォルニア),550.0,ダート,1700
2021104320,キングベルベット,2024/02/11,2小倉2,晴,1,3歳未勝利,202410020201,,15,8,14,4.0,2,2,丹内祐次,01091,57,ダ1700,,良,**,1:46.5,0.1,**,**,**,**,**,3-1-1-1,30.5-39.1,39.2,488(-2),,,ケイアイアルタイル,220.0,ダート,1700
2021104320,キングベルベット,2023/11/19,5東京6,晴,3,2歳未勝利,202305050603,,15,4,7,4.7,2,5,菅原明良,01179,56,芝2000,,良,**,2:00.8,1.3,**,,,,,1-1-1,35.5-35.5,36.8,490(0),,,カニキュル,55.0,芝,2000
2021104320,キングベルベット,2023/10/22,4東京7,晴,5,2歳新馬,202305040705,,16,8,15,43.3,10,2,菅原明良,01179,56,芝1800,,良,**,1:49.4,0.1,**,,,,,2-2-2,35.9-34.5,34.5,490(0),,,トロピカルティー,290.0,芝,1800
