horse_id,horse_name,date,venue,weather,race_number,race_name,race_id,映像,field_size,waku,horse_number,win_odds,popularity,finish_position,jockey,jockey_id,weight_carried,distance,水分量,track_condition,馬場指数,time,margin,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,passing_order,pace,last_3f,horse_weight,trainer_comment,remarks,winner_or_second,prize_money,surface,distance_m
2022101103,ザカリナン,2026/04/18,1福島3,晴,12,4歳以上1勝クラス,202603010312,,16,6,12,9.5,5,5,斎藤新,01178,58,芝1200,,良,-18,1:08.4,0.8,91,91,88,85,106,10-12,33.1-34.5,34.0,450(-10),,,ウィンストン,82.0,芝,1200
2022101103,ザカリナン,2026/03/29,2阪神2,晴,7,4歳以上1勝クラス,202609020207,,14,5,8,24.2,8,5,古川吉洋,01015,58,芝1400,,良,**,1:20.7,0.5,**,**,**,**,**,4-3,34.3-34.3,34.4,460(+2),,,テーオーシュタイン,82.0,芝,1400
2022101103,ザカリナン,2025/12/27,5阪神7,晴,7,3歳以上1勝クラス,202509050707,,15,8,14,87.9,12,11,吉村誠之,01216,57,芝1800,,良,**,1:47.5,1.3,**,**,**,**,**,2-2,35.4-34.2,35.3,458(+2),,,サタデーサンライズ,,芝,1800
2022101103,ザカリナン,2025/12/06,5阪神1,晴,12,3歳以上1勝クラス,202509050112,,15,7,13,32.3,9,9,岩田康誠,05203,57,芝1600,,良,**,1:35.1,0.6,**,**,**,**,**,1-1,36.9-33.6,34.2,456(+6),,,マイエレメント,,芝,1600
2022101103,ザカリナン,2025/08/31,4中京4,晴,8,3歳以上1勝クラス,202507040408,,16,2,3,35.2,8,4,岩田康誠,05203,55,芝1600,,良,**,1:32.4,1.1,**,**,**,**,**,8-7-5,34.2-34.4,34.8,450(+2),,,グローリーリンク,120.0,芝,1600
2022101103,ザカリナン,2025/08/16,3中京7,晴,12,3歳以上1勝クラス,202507030712,,10,1,1,11.7,6,4,松山弘平,01126,55,芝1600,,良,**,1:34.1,0.4,**,**,**,**,**,10-7-7,36.3-34.0,33.5,448(+6),,,コリカンチャ,120.0,芝,1600
2022101103,ザカリナン,2025/07/26,3中京1,晴,12,3歳以上1勝クラス,202507030112,,10,7,7,34.2,7,6,田山旺佑,01220,52,芝1600,,良,**,1:33.7,0.7,**,**,**,**,**,8-7-8,35.1-34.0,33.9,442(-2),,,ミニトランザット,,芝,1600
2022101103,ザカリナン,2025/04/20,2阪神8,曇,7,3歳1勝クラス,202509020807,,11,5,5,11.3,4,9,長浜鴻緒,01214,55,芝1600,,良,**,1:35.4,1.1,**,**,**,**,**,10-10,36.5-33.4,33.7,444(+6),,,マテンロウサン,,芝,1600
2022101103,ザカリナン,2025/03/29,2阪神1,晴,6,3歳1勝クラス,202509020106,,12,8,12,10.7,5,8,岩田康誠,05203,57,芝1400,,良,**,1:21.2,0.8,**,**,**,**,**,12-10,33.6-35.4,34.9,438(-6),,,ムイ,,芝,1400
2022101103,ザカリナン,2025/01/06,1中京2,曇,6,3歳未勝利,202507010206,,18,2,4,7.4,4,1,吉村誠之,01216,55,芝1400,,良,**,1:22.2,-0.1,**,**,**,**,**,12-11,33.5-36.4,35.3,444(-2),,,(エクレア),560.0,芝,1400
2022101103,ザカリナン,2024/12/22,7京都8,曇,3,2歳未勝利,202408070803,,18,8,17,10.3,5,3,西村淳也,01171,56,芝1400,,良,**,1:22.2,0.6,**,**,**,**,**,12-9,34.6-35.5,34.8,446(+6),,,ウィンストン,140.0,芝,1400
2022101103,ザカリナン,2024/12/01,7京都2,晴,3,2歳未勝利,202408070203,,11,5,5,4.8,2,5,西村淳也,01171,56,芝1800,,良,**,1:49.2,0.7,**,**,**,**,**,3-3,35.9-34.1,34.6,440(+2),,,サタデーサンライズ,55.0,芝,1800
2022101103,ザカリナン,2024/10/12,5京都3,晴,3,2歳未勝利,202408050303,,16,8,15,21.5,9,4,西村淳也,01171,56,芝1600,,良,**,1:34.6,0.2,**,**,**,**,**,10-11,34.7-35.6,35.2,438(+6),,,ドラゴンブースト,83.0,芝,1600
2022101103,ザカリナン,2024/09/21,4中山6,曇,5,2歳新馬,202406040605,,16,8,15,21.7,5,6,横山武史,01170,55,芝1600,,良,**,1:36.4,1.6,**,**,**,**,**,8-9-11,36.8-33.6,34.3,432(0),,,キュクロープス,,芝,1600
