horse_id,horse_name,date,venue,weather,race_number,race_name,race_id,映像,field_size,waku,horse_number,win_odds,popularity,finish_position,jockey,jockey_id,weight_carried,distance,水分量,track_condition,馬場指数,time,margin,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,passing_order,pace,last_3f,horse_weight,trainer_comment,remarks,winner_or_second,prize_money,surface,distance_m
2021106690,ペルフェツィオーネ,2026/07/11,2小倉5,晴,12,3歳以上1勝クラス,202610020512,,16,2,3,101.9,12,9,秋山稔樹,01181,58,芝1200,,良,-12,1:08.8,0.7,82,82,86,88,94,12-10,32.7-35.4,34.8,454(-4),,,ダノンプリマ,,芝,1200
2021106690,ペルフェツィオーネ,2026/05/23,1新潟7,晴,12,4歳以上1勝クラス,202604010712,,15,1,1,95.9,12,10,小沢大仁,01185,58,ダ1200,,稍,**,1:12.9,0.9,**,**,**,**,**,10-11,34.3-37.7,37.2,458(-4),,,ヴェントインコーダ,,ダート,1200
2021106690,ペルフェツィオーネ,2026/04/26,1福島6,晴,8,4歳以上1勝クラス,202603010608,,15,6,10,41.2,9,4,斎藤新,01178,58,芝1200,,良,**,1:08.8,0.3,**,**,**,**,**,6-5,34.1-34.4,34.1,462(-4),,,マキシマムドライブ,120.0,芝,1200
2021106690,ペルフェツィオーネ,2026/02/28,1阪神3,曇,7,4歳以上1勝クラス,202609010307,,16,5,10,102.8,15,15,長岡禎仁,01142,58,ダ1400,,良,**,1:26.4,2.2,**,**,**,**,**,8-10,34.8-36.9,38.2,466(-4),,,ヨリノレジェンド,,ダート,1400
2021106690,ペルフェツィオーネ,2026/01/31,2京都1,晴,12,4歳以上1勝クラス,202608020112,,17,2,4,88.8,14,13,原優介,01184,58,芝1600,,良,**,1:35.0,0.9,**,**,**,**,**,15-16,35.4-34.8,34.1,470(-2),,,ダイヤモンドハンズ,,芝,1600
2021106690,ペルフェツィオーネ,2026/01/25,1小倉2,晴,9,八幡特別(1勝クラス),202610010209,,16,8,16,74.5,12,14,中井裕二,01141,58,芝1200,,良,**,1:08.1,1.0,**,**,**,**,**,16-15,32.7-34.4,33.1,472(+14),,,カウンターセブン,,芝,1200
2021106690,ペルフェツィオーネ,2025/11/24,3福島6,曇,8,3歳以上1勝クラス,202503030608,,16,5,10,79.4,13,8,斎藤新,01178,58,芝1200,,良,**,1:09.2,0.5,**,**,**,**,**,15-15,33.9-34.8,34.0,458(+6),,,バンブルビー,,芝,1200
2021106690,ペルフェツィオーネ,2025/08/30,2札幌3,曇,12,3歳以上1勝クラス,202501020312,,15,3,5,70.0,13,11,斎藤新,01178,58,芝1200,,稍,**,1:11.6,1.4,**,**,**,**,**,11-11,34.4-35.8,35.6,452(-2),,,ムチャスグラシアス,,芝,1200
2021106690,ペルフェツィオーネ,2025/07/06,1函館8,晴,12,3歳以上1勝クラス,202502010812,,10,7,7,10.9,5,7,斎藤新,01178,58,芝1200,,稍,**,1:10.7,1.0,**,**,**,**,**,7-8,34.8-34.9,35.2,454(0),,,アジュマン,,芝,1200
2021106690,ペルフェツィオーネ,2025/06/15,1函館2,曇,8,3歳以上1勝クラス,202502010208,,13,6,9,47.3,11,5,斎藤新,01178,58,芝1200,,良,**,1:08.1,0.5,**,**,**,**,**,11-13,33.1-34.5,33.8,454(-2),,,シアター,80.0,芝,1200
2021106690,ペルフェツィオーネ,2025/04/19,1福島3,晴,12,4歳以上1勝クラス,202503010312,,16,3,5,10.9,6,7,斎藤新,01178,58,芝1200,,良,**,1:09.0,0.5,**,**,**,**,**,11-9,33.8-34.7,34.2,456(-2),,,エクセルゴールド,,芝,1200
2021106690,ペルフェツィオーネ,2025/03/16,2中京2,曇,9,岡崎特別(2勝クラス),202507020209,,13,3,3,21.4,7,10,斎藤新,01178,53,芝1400,,重,**,1:24.1,1.9,**,**,**,**,**,5-4,34.3-36.1,37.0,458(-4),,,ヤマニンアストロン,,芝,1400
2021106690,ペルフェツィオーネ,2025/03/02,1小倉12,雨,7,4歳以上1勝クラス,202510011207,,17,8,18,8.8,5,6,藤懸貴志,01138,58,芝1200,,重,**,1:10.7,0.3,**,**,**,**,**,13-11,34.2-36.2,35.3,462(-6),,,パクスロマーナ,,芝,1200
2021106690,ペルフェツィオーネ,2025/02/02,1京都2,曇,12,4歳以上1勝クラス,202508010212,,17,2,4,32.4,11,5,藤懸貴志,01138,58,芝1400,,稍,**,1:23.2,0.2,**,**,**,**,**,6-6,36.1-35.0,34.6,468(-2),,,フライングブレード,80.0,芝,1400
2021106690,ペルフェツィオーネ,2025/01/26,1小倉2,晴,9,八幡特別(1勝クラス),202510010209,,18,4,8,41.2,11,7,斎藤新,01178,58,芝1200,,良,**,1:08.9,0.4,**,**,**,**,**,16-16,33.3-35.2,34.0,470(+12),,,ニシノピウモッソ,,芝,1200
2021106690,ペルフェツィオーネ,2024/11/17,3福島6,晴,12,3歳以上1勝クラス,202403030612,,16,5,10,78.9,13,8,斎藤新,01178,57,芝1200,,良,**,1:10.1,0.3,**,**,**,**,**,11-10,34.8-35.0,34.3,458(-2),,,マサノカナリア,,芝,1200
2021106690,ペルフェツィオーネ,2024/10/05,4新潟1,晴,10,聖籠特別(1勝クラス),202404040110,,18,8,17,91.4,13,17,川又賢治,01166,56,芝1600,,良,**,1:35.9,1.8,**,**,**,**,**,9-6,36.0-34.0,35.3,460(0),,,エコロマーズ,,芝,1600
2021106690,ペルフェツィオーネ,2024/06/22,4京都7,小雨,12,3歳以上1勝クラス,202408040712,,15,8,15,33.1,8,13,長岡禎仁,01142,55,芝1600,,良,**,1:34.2,1.3,**,**,**,**,**,13-14,34.8-34.3,34.4,460(-6),,,フォーチュンタイム,,芝,1600
2021106690,ペルフェツィオーネ,2024/05/26,3京都12,晴,3,3歳未勝利,202408031203,,17,2,3,9.8,6,1,斎藤新,01178,57,芝1600,,良,**,1:33.7,0.0,**,**,**,**,**,3-4,34.6-34.9,34.6,466(+4),,,(エリカマルゲリータ),550.0,芝,1600
2021106690,ペルフェツィオーネ,2024/03/03,1阪神4,晴,4,3歳未勝利,202409010404,,15,7,13,16.0,6,4,長岡禎仁,01142,57,芝1600,,良,**,1:35.9,1.1,**,**,**,**,**,11-11,35.7-34.1,34.2,462(-6),,,ジュンヴァンケット,83.0,芝,1600
2021106690,ペルフェツィオーネ,2024/02/03,2京都3,晴,5,3歳未勝利,202408020305,,16,7,13,256.0,15,2,幸英明,00732,57,芝1600,,良,**,1:34.8,0.4,**,**,**,**,**,12-11,34.1-36.4,35.8,468(-2),,,モアニ,220.0,芝,1600
2021106690,ペルフェツィオーネ,2024/01/27,1小倉5,晴,5,3歳未勝利,202410010505,,13,2,2,31.4,8,7,鮫島克駿,01157,57,芝1800,,良,**,1:50.3,0.8,**,**,**,**,**,5-5-7-5,35.7-37.8,37.7,470(+16),,,ログラール,,芝,1800
2021106690,ペルフェツィオーネ,2023/09/24,4阪神7,晴,3,2歳未勝利,202309040703,,13,4,5,28.4,6,12,川又賢治,01166,55,ダ1400,,良,**,1:29.1,2.9,**,,,,,9-10,34.9-38.9,40.5,454(+4),,,オコタンペ,,ダート,1400
2021106690,ペルフェツィオーネ,2023/09/03,2札幌8,晴,1,2歳未勝利,202301020801,,11,7,8,59.1,9,7,川又賢治,01166,55,芝1500,,良,**,1:31.9,1.1,**,,,,,4-5-7,30.2-36.4,36.9,450(-10),,,ラーンザロープス,,芝,1500
2021106690,ペルフェツィオーネ,2023/07/09,2函館4,晴,5,2歳新馬,202302020405,,9,1,1,78.6,8,7,川又賢治,01166,55,芝1800,,良,**,1:51.5,1.7,**,,,,,3-3-3-3,37.5-34.9,36.2,460(0),,,レガレイラ,,芝,1800
