horse_id,horse_name,date,venue,weather,race_number,race_name,race_id,映像,field_size,waku,horse_number,win_odds,popularity,finish_position,jockey,jockey_id,weight_carried,distance,水分量,track_condition,馬場指数,time,margin,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,passing_order,pace,last_3f,horse_weight,trainer_comment,remarks,winner_or_second,prize_money,surface,distance_m
2022101889,ゼットエイト,2026/07/11,2小倉5,晴,7,3歳以上1勝クラス,202610020507,,12,8,12,292.6,12,5,森田誠也,01222,55,芝1800,,良,-14,1:47.2,0.7,82,76,87,90,87,8-8-8-9,35.3-36.1,35.8,460(-6),,,カレントゥルーシー,82.0,芝,1800
2022101889,ゼットエイト,2026/04/11,1福島1,晴,9,浄土平特別(1勝クラス),202603010109,,16,3,5,38.3,10,10,国分恭介,01124,58,芝1800,,良,**,1:47.9,0.9,**,**,**,**,**,10-10-11-11,34.7-35.9,36.1,466(-2),,,フォルテフィオーレ,,芝,1800
2022101889,ゼットエイト,2026/02/22,1小倉10,晴,9,高千穂特別(1勝クラス),202610011009,,12,2,2,79.3,10,9,鮫島克駿,01157,57,芝1800,,良,**,1:47.8,1.4,**,**,**,**,**,11-11-11-11,36.0-35.1,35.0,468(+2),,,インパクトシー,,芝,1800
2022101889,ゼットエイト,2026/02/15,1小倉8,晴,6,4歳以上1勝クラス,202610010806,,16,7,13,33.1,10,10,富田暁,01168,57,芝2000,,稍,**,2:01.7,0.6,**,**,**,**,**,10-10-5-4,35.5-35.9,36.2,466(-2),,,ダノンジャイアン,,芝,2000
2022101889,ゼットエイト,2025/12/14,5中京4,晴,9,大須特別(1勝クラス),202507050409,,12,8,11,20.9,7,7,富田暁,01168,57,ダ1800,,稍,**,1:55.8,1.6,**,**,**,**,**,8-8-9-9,37.3-39.8,40.3,468(+4),,,レッドボブ,,ダート,1800
2022101889,ゼットエイト,2025/11/22,3福島5,晴,9,高湯温泉特別(1勝クラス),202503030509,,16,1,2,73.9,11,10,富田暁,01168,56,芝1800,,良,**,1:49.0,0.5,**,**,**,**,**,8-9-10-11,36.4-34.7,34.4,464(+2),,,バルナバ,,芝,1800
2022101889,ゼットエイト,2025/07/05,1函館7,晴,9,恵山特別(1勝クラス),202502010709,,8,1,1,31.3,7,6,鮫島克駿,01157,55,芝1800,,稍,**,1:49.6,1.0,**,**,**,**,**,6-7-6-6,35.0-37.0,37.2,462(+4),,,ウォータークラーク,,芝,1800
2022101889,ゼットエイト,2025/06/22,1函館4,曇,4,3歳未勝利,202502010404,,16,3,6,58.2,10,1,鮫島克駿,01157,57,芝1800,,重,**,1:48.9,0.0,**,**,**,**,**,13-13-12-10,34.8-38.8,36.6,458(+4),,,(ヤマニンパルフェ),560.0,芝,1800
2022101889,ゼットエイト,2025/03/16,1阪神6,小雨,5,3歳未勝利,202509010605,,16,4,8,73.5,12,15,菱田裕二,01144,57,芝2000,,稍,**,2:06.2,2.8,**,**,**,**,**,1-1-2-2,37.2-37.1,39.8,454(+2),,,ヴィーナスバブル,,芝,2000
2022101889,ゼットエイト,2025/02/15,1小倉7,曇,5,3歳未勝利,202510010705,,16,6,11,114.2,13,6,国分恭介,01124,57,芝1800,,良,**,1:49.6,0.5,**,**,**,**,**,11-11-7-7,35.7-36.3,36.2,452(+14),,,ゼンダンハヤブサ,,芝,1800
2022101889,ゼットエイト,2024/09/22,3中京7,曇,3,2歳未勝利,202407030703,,18,8,17,85.2,14,10,吉村誠之,01216,52,芝1400,,良,**,1:23.8,1.9,**,**,**,**,**,12-12,33.8-36.7,37.2,438(-2),,,キャッスルレイク,,芝,1400
2022101889,ゼットエイト,2024/09/01,2中京8,雨,5,2歳新馬,202407020805,,11,2,2,50.6,8,5,吉村誠之,01216,52,芝1400,,重,**,1:24.0,1.4,**,**,**,**,**,6-2,35.3-35.1,36.3,440(0),,,フードマン,72.0,芝,1400
