horse_id,horse_name,date,venue,weather,race_number,race_name,race_id,映像,field_size,waku,horse_number,win_odds,popularity,finish_position,jockey,jockey_id,weight_carried,distance,水分量,track_condition,馬場指数,time,margin,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,passing_order,pace,last_3f,horse_weight,trainer_comment,remarks,winner_or_second,prize_money,surface,distance_m
2021102494,ブーケドグレイス,2026/05/23,1新潟7,晴,8,4歳以上1勝クラス,202604010708,,15,8,14,59.8,13,7,横山琉人,01192,56,ダ1800,,稍,-8,1:54.4,1.2,74,74,84,81,94,15-15-14-14,36.5-38.5,38.2,478(+4),,,ハギノコラソン,,ダート,1800
2021102494,ブーケドグレイス,2026/05/09,1新潟3,晴,8,4歳以上1勝クラス,202604010308,,15,2,2,15.1,6,3,横山琉人,01192,56,ダ1800,,稍,**,1:57.0,1.0,**,**,**,**,**,13-13-14-13,38.2-40.9,39.6,474(-6),,,ヴァズレーヌ,210.0,ダート,1800
2021102494,ブーケドグレイス,2026/04/12,1福島2,晴,7,4歳以上1勝クラス,202603010207,,15,7,12,25.3,8,5,松若風馬,01154,56,ダ1700,,良,**,1:47.8,0.9,**,**,**,**,**,14-14-10-9,30.9-38.2,38.0,480(-2),,,カスバートテソーロ,82.0,ダート,1700
2021102494,ブーケドグレイス,2026/02/21,1小倉9,晴,7,4歳以上1勝クラス,202610010907,,16,4,8,65.5,13,12,横山琉人,01192,56,ダ1700,,良,**,1:48.1,1.4,**,**,**,**,**,10-10-11-10,30.3-38.9,39.0,482(+4),,,ケイアイアルタイル,,ダート,1700
2021102494,ブーケドグレイス,2026/02/14,1小倉7,曇,7,4歳以上1勝クラス,202610010707,,16,1,1,43.9,12,4,横山琉人,01192,56,ダ1700,,良,**,1:47.1,1.0,**,**,**,**,**,7-7-6-7,30.4-39.3,39.1,478(-20),,,タマモジャスミン,120.0,ダート,1700
2021102494,ブーケドグレイス,2025/12/12,船橋,晴,10,師走賞(C1二),202543121210,,14,7,11,47.3,8,5,笠野雄大,a0235,54,ダ1600,,良,**,1:44.8,2.3,**,,,,,6-7-6-5,37.6-39.8,40.5,498(+11),,,グランピクニック,18.0,ダート,1600
2021102494,ブーケドグレイス,2025/11/18,川崎,晴,12,グリーンチャンネル開(C1五),202545111812,,14,3,4,2.8,1,1,笠野雄大,a0235,54,ダ1500,,良,**,1:37.2,-0.1,**,,,,,4-4-4-3,30.0-40.9,40.5,487(-8),,,(ベネディット),120.0,ダート,1500
2021102494,ブーケドグレイス,2025/11/03,船橋,晴,6,感動の、渦になれ。記(C1),202543110306,,12,7,9,14.9,6,3,本田正重,05443,54,ダ1500,,稍,**,1:38.6,0.8,**,,,,,7-8-4-5,32.5-40.5,41.1,495(-13),,,シュヴァルノワール,30.0,ダート,1500
2021102494,ブーケドグレイス,2025/09/04,園田,曇,12,C1,202550090412,,12,4,4,3.3,2,1,鴨宮祥行,05597,55,ダ1400,,良,**,1:31.5,0.0,**,,,,,5-5-5-2,,39.6,508(+2),,,(ワンダーデュエル),110.0,ダート,1400
2021102494,ブーケドグレイス,2025/08/08,園田,曇,10,北風ミシェル☆来場記(C1),202550080810,,10,8,11,5.5,2,2,鴨宮祥行,05597,55,ダ1400,,重,**,1:32.2,0.2,**,,,,,6-6-5-6,,40.6,506(-4),,,イザグリーンライト,44.0,ダート,1400
2021102494,ブーケドグレイス,2025/07/16,園田,晴,12,C1,202550071612,,11,5,5,9.6,4,5,下原理,05328,55,ダ1870,,稍,**,2:08.4,1.1,**,,,,,5-5-3-2,,41.2,510(+2),,,キイチオータム,11.0,ダート,1870
2021102494,ブーケドグレイス,2025/07/02,園田,曇,10,C1,202550070210,,12,7,10,3.7,2,3,下原理,05328,55,ダ1700,,良,**,1:54.8,0.8,**,,,,,3-3-2-2,,40.6,508(-2),,,タイキジパング,27.5,ダート,1700
2021102494,ブーケドグレイス,2025/06/11,園田,雨,7,C2一,202550061107,,10,4,4,5.1,3,1,下原理,05328,55,ダ1400,,不,**,1:31.6,-0.1,**,,,,,2-2-2-1,,40.7,510(-7),,,(グローリアミノル),70.0,ダート,1400
2021102494,ブーケドグレイス,2025/05/22,園田,曇,12,C2一,202550052212,,12,2,2,2.5,2,3,下原理,05328,55,ダ1400,,稍,**,1:34.0,1.3,**,,,,,4-4-3-3,,42.1,517(+35),,,エイユーマックス,17.5,ダート,1400
2021102494,ブーケドグレイス,2024/07/27,1札幌3,曇,2,3歳未勝利,202401010302,,14,3,3,7.3,4,4,佐々木大,01197,55,ダ1700,,良,**,1:46.7,0.6,**,**,**,**,**,5-6-5-5,30.3-38.5,38.4,482(0),,,グディンナ,83.0,ダート,1700
2021102494,ブーケドグレイス,2024/07/13,1函館11,晴,2,3歳未勝利,202402011102,,14,8,14,7.0,3,5,長浜鴻緒,01214,52,ダ1700,,良,**,1:47.1,0.8,**,**,**,**,**,6-7-8-8,29.9-39.3,38.8,482(+8),,,イラーナ,55.0,ダート,1700
2021102494,ブーケドグレイス,2024/06/30,1函館8,晴,2,3歳未勝利,202402010802,,14,6,9,116.8,13,2,長浜鴻緒,01214,52,ダ1700,,良,**,1:47.3,0.1,**,**,**,**,**,8-8-7-5,29.0-39.5,38.9,474(0),,,プルーヴンウィナー,220.0,ダート,1700
2021102494,ブーケドグレイス,2024/06/15,1函館3,晴,7,3歳未勝利,202402010307,,16,5,9,211.0,15,15,長浜鴻緒,01214,52,芝1800,,良,**,1:49.6,1.7,**,**,**,**,**,13-12-11-12,35.4-35.5,36.1,474(+2),,,カテリーナ,,芝,1800
2021102494,ブーケドグレイス,2024/03/24,1中京6,小雨,2,3歳未勝利,202407010602,,18,4,8,125.2,14,17,菅原明良,01179,55,芝2000,,重,**,2:05.3,2.6,**,**,**,**,**,14-14-14-16,37.1-35.8,37.0,472(-16),,,モアナフリューゲル,,芝,2000
2021102494,ブーケドグレイス,2024/01/13,1中山4,晴,5,3歳新馬,202406010405,,16,6,12,20.2,7,7,横山琉人,01192,54,芝1600,,良,**,1:37.3,1.3,**,**,**,**,**,12-10-10,37.0-34.8,34.5,488(0),,,ヒラボクミニー,,芝,1600
