horse_id,horse_name,date,venue,weather,race_number,race_name,race_id,映像,field_size,waku,horse_number,win_odds,popularity,finish_position,jockey,jockey_id,weight_carried,distance,水分量,track_condition,馬場指数,time,margin,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,passing_order,pace,last_3f,horse_weight,trainer_comment,remarks,winner_or_second,prize_money,surface,distance_m
2022103624,ピアストイヤーズ,2026/06/27,2小倉1,曇,12,3歳以上1勝クラス,202610020112,,8,2,2,2.9,2,2,団野大成,01180,58,芝1200,,稍,-12,1:08.8,0.6,81,81,84,80,100,4-4,34.1-34.1,34.2,442(-6),,,タナスーペルノーバ,330.0,芝,1200
2022103624,ピアストイヤーズ,2026/05/16,1新潟5,晴,12,4歳以上1勝クラス,202604010512,,16,3,5,9.5,4,5,小崎綾也,01152,58,芝1400,,良,**,1:22.5,0.6,**,**,**,**,**,3-3,35.6-34.2,34.4,448(-6),,,サンタアニタ,82.0,芝,1400
2022103624,ピアストイヤーズ,2026/04/26,1福島6,晴,8,4歳以上1勝クラス,202603010608,,15,2,2,5.1,3,3,石川裕紀,01150,58,芝1200,,良,**,1:08.6,0.1,**,**,**,**,**,8-8,34.1-34.4,33.7,454(0),,,マキシマムドライブ,210.0,芝,1200
2022103624,ピアストイヤーズ,2026/04/12,1福島2,晴,8,4歳以上1勝クラス,202603010208,,16,7,13,7.6,4,3,石川裕紀,01150,58,芝1200,,良,**,1:08.5,0.2,**,**,**,**,**,7-10,33.8-34.5,33.9,454(-6),,,サディーク,210.0,芝,1200
2022103624,ピアストイヤーズ,2026/01/31,1小倉3,晴,8,4歳以上1勝クラス,202610010308,,18,8,17,4.8,2,11,小崎綾也,01152,58,芝1200,,良,**,1:08.5,1.0,**,**,**,**,**,12-12,33.1-34.4,34.4,460(+8),,,フォティック,,芝,1200
2022103624,ピアストイヤーズ,2025/11/24,3福島6,曇,8,3歳以上1勝クラス,202503030608,,16,2,4,6.5,4,4,小崎綾也,01152,57,芝1200,,良,**,1:08.9,0.2,**,**,**,**,**,4-4,33.9-34.8,34.6,452(-4),,,バンブルビー,120.0,芝,1200
2022103624,ピアストイヤーズ,2025/11/09,3福島2,曇,7,3歳以上1勝クラス,202503030207,,16,6,11,9.1,4,2,小崎綾也,01152,57,芝1200,,良,**,1:09.3,0.2,**,**,**,**,**,2-2,34.2-34.9,35.0,456(+8),,,ホウオウブースター,320.0,芝,1200
2022103624,ピアストイヤーズ,2025/08/03,3中京4,晴,12,3歳以上1勝クラス,202507030412,,18,7,15,32.1,12,9,国分優作,01125,55,芝1400,,良,**,1:20.4,0.6,**,**,**,**,**,10-10,34.0-34.4,34.3,448(+6),,,エクストラバック,,芝,1400
2022103624,ピアストイヤーズ,2025/07/12,2小倉5,晴,6,3歳未勝利,202510020506,,18,6,12,11.0,5,1,小崎綾也,01152,57,芝1200,,良,**,1:09.1,-0.5,**,**,**,**,**,6-5,33.7-35.4,35.0,442(-12),,,(ルクスコロン),560.0,芝,1200
2022103624,ピアストイヤーズ,2025/06/07,3阪神1,曇,3,3歳未勝利,202509030103,,16,3,5,52.8,12,10,小崎綾也,01152,57,芝1200,,良,**,1:09.7,0.8,**,**,**,**,**,10-13,34.7-34.2,33.9,454(0),,,コウセキ,,芝,1200
