race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id,popularity
202604020104,3歳未勝利,ダート,1200,稍,1,1,サンマルオブウォー,牡3,54.0,▲上里,美浦中川,442(0),281.6,2023103278,01217,01081,12
202604020104,3歳未勝利,ダート,1200,稍,2,2,パチクリベスクリ,牡3,57.0,丸田,美浦清水英,450(-8),345.9,2023106346,01117,01080,14
202604020104,3歳未勝利,ダート,1200,稍,2,3,プリプリプリン,牝3,52.0,▲佐藤,美浦伊藤圭,488(+2),3.3,2023102590,01207,01023,2
202604020104,3歳未勝利,ダート,1200,稍,3,4,スノーランス,牝3,55.0,石橋脩,美浦上原佑,464(0),8.2,2023103693,01077,01192,4
202604020104,3歳未勝利,ダート,1200,稍,3,5,シャインネージュ,牝3,51.0,★谷原,美浦小野,478(0),47.3,2023102338,01219,01125,8
202604020104,3歳未勝利,ダート,1200,稍,4,6,ナーシリーヤ,牡3,57.0,松岡,美浦田中剛,488(+8),32.5,2023101142,01085,01119,7
202604020104,3歳未勝利,ダート,1200,稍,4,7,セイウンヤオヨロズ,牡3,55.0,△石神道,美浦上原博,468(+2),8.7,2023100006,01209,00423,5
202604020104,3歳未勝利,ダート,1200,稍,5,8,メイショウバリスタ,牡3,57.0,菊沢,美浦西田,438(-2),128.8,2023102069,01161,01187,10
202604020104,3歳未勝利,ダート,1200,稍,5,9,ロジザボード,牝3,55.0,斎藤,美浦古賀慎,482(-8),26.2,2023104017,01178,01079,6
202604020104,3歳未勝利,ダート,1200,稍,6,10,スウィートラキ,牝3,55.0,木幡初,美浦堀内,444(-2),241.8,2023101489,01153,01189,11
202604020104,3歳未勝利,ダート,1200,稍,6,11,スウェーバック,牝3,55.0,野中,美浦天間,432(-4),89.6,2023106133,01158,01090,9
202604020104,3歳未勝利,ダート,1200,稍,7,12,ジョイベル,牝3,55.0,木幡育,美浦本間,450(-2),481.8,2023101804,01167,01056,15
202604020104,3歳未勝利,ダート,1200,稍,7,13,フジテンクウ,牝3,52.0,▲石田,美浦竹内,452(-2),333.2,2023105179,01203,01152,13
202604020104,3歳未勝利,ダート,1200,稍,8,14,マナイアカラニ,牡3,57.0,戸崎圭,美浦田中勝,480(-2),2.6,2023107355,05386,01207,1
202604020104,3歳未勝利,ダート,1200,稍,8,15,オレンジキャンパス,牝3,55.0,武藤,美浦武藤,474(+2),4.5,2023104392,01169,01064,3
