race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
2026A0010105,キングジョージ,芝,2390,,1,7,ミニーホーク,牝4,60.0,ローダン,海外オブライ,,20.0,000a029d4f,a02c7,05518
2026A0010105,キングジョージ,芝,2390,,2,3,ランボーン,牡4,61.0,ビュイッ,海外オブライ,,118.9,000a029d48,05495,05518
2026A0010105,キングジョージ,芝,2390,,3,5,ヴェルテンベルク,牡6,61.0,マーフィ,栗東宮本博,,34.2,2020103060,05575,01073
2026A0010105,キングジョージ,芝,2390,,4,4,マスカレードボール,牡4,61.0,ルメール,美浦手塚貴久,,4.4,2022105519,05339,01038
2026A0010105,キングジョージ,芝,2390,,5,2,ゴリアット,セ6,61.0,スミヨン,海外グラファ,,16.4,2020190005,05271,05701
2026A0010105,キングジョージ,芝,2390,,6,6,カルパナ,牝5,60.0,キーン,海外ボールデ,,18.6,000a024a0d,a033f,05519
2026A0010105,キングジョージ,芝,2390,,7,1,カランダガン,セ5,61.0,バルザロ,海外グラファ,,1.4,2021190001,05504,05701
2026A0010105,キングジョージ,芝,2390,,8,8,アクション,牡3,56.0,レヴィー,海外オブライ,,192.9,000a02d3fe,a03b2,05518
2026A0010105,キングジョージ,芝,2390,,9,9,ベンヴェヌートチェッリーニ,牡3,56.0,ムーア,海外オブライ,,8.8,000a02caba,05366,05518
