race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202601020105,2歳新馬,芝,1500,良,1,1,ノヴァカーラ,牡2,55.0,Ｒヘルナン,美浦小島,,---.-,2024104095,05695,01068
202601020105,2歳新馬,芝,1500,良,2,2,タプティ,牝2,55.0,小沢,栗東岡田,,---.-,2024100935,01185,01066
202601020105,2歳新馬,芝,1500,良,3,3,スピカテソーロ,牡2,55.0,丹内,美浦伊藤圭,,---.-,2024101273,01091,01023
202601020105,2歳新馬,芝,1500,良,3,4,カセノメロス,牡2,55.0,横山武,美浦鈴木伸,,---.-,2024103127,01170,01026
202601020105,2歳新馬,芝,1500,良,4,5,グリーンアイランド,牝2,55.0,武豊,栗東柴田,,---.-,2024105384,00666,01216
202601020105,2歳新馬,芝,1500,良,4,6,フクノブルースカイ,牡2,55.0,浜中,栗東中尾,,---.-,2024100340,01115,01069
202601020105,2歳新馬,芝,1500,良,5,7,マシュマロデイズ,牝2,55.0,ルメール,栗東武英,,---.-,2024106580,05339,01161
202601020105,2歳新馬,芝,1500,良,5,8,ロードリバイバル,牡2,55.0,松山,栗東中村,,---.-,2024105270,01126,01186
202601020105,2歳新馬,芝,1500,良,6,9,リーベフォール,牡2,55.0,北村友,栗東高橋亮,,---.-,2024103086,01102,01136
202601020105,2歳新馬,芝,1500,良,6,10,ブラスセッション,牝2,55.0,横山和,美浦小野,,---.-,2024105378,01140,01125
202601020105,2歳新馬,芝,1500,良,7,11,ツキミ,牝2,55.0,レーン,栗東清水久,,---.-,2024106512,05585,01110
202601020105,2歳新馬,芝,1500,良,7,12,ハヤテノギンジロウ,牡2,55.0,横山琉,美浦鈴木慎,,---.-,2024100086,01192,01179
202601020105,2歳新馬,芝,1500,良,8,13,ジャストピーチー,牝2,55.0,岩田望,美浦小島,,---.-,2024102151,01174,01068
202601020105,2歳新馬,芝,1500,良,8,14,ラストフィールド,牝2,52.0,▲和田陽,栗東谷,,---.-,2024105002,01223,00431
