race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202607020611,3歳以上1勝クラス,芝,1200,良,1,1,フロムレイブン,牝3,54.0,横山武,栗東坂口,,---.-,2023103836,01170,01170
202607020611,3歳以上1勝クラス,芝,1200,良,1,2,パレットフレイバー,牝3,51.0,▲森田,栗東加藤公,,---.-,2023102479,01222,01215
202607020611,3歳以上1勝クラス,芝,1200,良,2,3,モルティフレーバー,牝4,56.0,コレット,栗東清水久,,---.-,2022104901,05691,01110
202607020611,3歳以上1勝クラス,芝,1200,良,2,4,フェリーニ,セ5,58.0,松若,栗東橋口,,---.-,2021105862,01154,01154
202607020611,3歳以上1勝クラス,芝,1200,良,3,5,マーシーラン,牝5,56.0,国分恭,栗東渡辺,,---.-,2021103901,01124,01155
202607020611,3歳以上1勝クラス,芝,1200,良,3,6,アーリントンロウ,牡4,58.0,国分優,栗東松下,,---.-,2022105921,01125,01149
202607020611,3歳以上1勝クラス,芝,1200,良,4,7,セクシーマージュ,牝4,56.0,川須,栗東小椋,,---.-,2022103729,01128,01197
202607020611,3歳以上1勝クラス,芝,1200,良,4,8,スピリットライズ,セ4,58.0,亀田,栗東高柳大,,---.-,2022103750,01176,01159
202607020611,3歳以上1勝クラス,芝,1200,良,5,9,カラクニダケ,牡3,54.0,◇永島,栗東谷,,---.-,2023109117,01187,00431
202607020611,3歳以上1勝クラス,芝,1200,良,5,10,アウクソー,牝6,56.0,秋山稔,栗東平田,,---.-,2020103261,01181,01082
202607020611,3歳以上1勝クラス,芝,1200,良,6,11,パリコレジェンヌ,牝4,56.0,田口,栗東鈴木孝,,---.-,2022104501,01208,01111
202607020611,3歳以上1勝クラス,芝,1200,良,6,12,ドレドレ,牝3,51.0,▲川端,栗東井上,,---.-,2023103291,01195,01214
202607020611,3歳以上1勝クラス,芝,1200,良,7,13,ベランジェール,牝5,56.0,酒井,栗東西村,,---.-,2021105484,01034,01148
202607020611,3歳以上1勝クラス,芝,1200,良,7,14,マーゴットミスト,牡3,56.0,松山,栗東杉山佳,,---.-,2023101632,01126,01178
202607020611,3歳以上1勝クラス,芝,1200,良,7,15,ウェルカムソング,牡3,56.0,西村淳,栗東河嶋,,---.-,2023107545,01171,01198
202607020611,3歳以上1勝クラス,芝,1200,良,8,16,ヤマニンフェイエル,牡3,56.0,団野,栗東中村,,---.-,2023104358,01180,01186
202607020611,3歳以上1勝クラス,芝,1200,良,8,17,トウカイフルーレ,牡4,58.0,富田,栗東野中,,---.-,2022102445,01168,01098
202607020611,3歳以上1勝クラス,芝,1200,良,8,18,フランクスピード,牝4,56.0,幸,栗東加藤公,,---.-,2022104648,00732,01215
