race_id,race_name,surface,distance_m,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202603020706,3歳未勝利,ダート,1700,1,1,テンオンスゴールド,牡3,57.0,江田照,美浦田中剛,,---.-,2023104105,00689,01119
202603020706,3歳未勝利,ダート,1700,2,2,スクイーズアウト,牡3,57.0,原,美浦黒岩,,---.-,2023102167,01184,01133
202603020706,3歳未勝利,ダート,1700,2,3,サンタピア,牡3,57.0,木幡巧,美浦松山,,---.-,2023102804,01162,01100
202603020706,3歳未勝利,ダート,1700,3,4,ティンバーライン,セ3,57.0,菊沢,美浦鈴木慎,,---.-,2023104285,01161,01179
202603020706,3歳未勝利,ダート,1700,3,5,カシマライフウ,牡3,57.0,松岡,美浦伊藤伸,,---.-,2023105439,01085,01031
202603020706,3歳未勝利,ダート,1700,4,6,エッジランナー,牡3,57.0,武藤,美浦戸田,,---.-,2023106686,01169,01054
202603020706,3歳未勝利,ダート,1700,4,7,コパノミラノ,牡3,57.0,柴田大,美浦上原博,,---.-,2023101578,01009,00423
202603020706,3歳未勝利,ダート,1700,5,8,サツキジュエル,牝3,55.0,菅原隆,美浦石栗,,---.-,2023104265,01129,01043
202603020706,3歳未勝利,ダート,1700,5,9,ナムラドガ,牡3,57.0,丸田,美浦石栗,,---.-,2023106233,01117,01043
202603020706,3歳未勝利,ダート,1700,6,10,ベイツリー,牡3,57.0,横山典,美浦村田,,---.-,2023106853,00660,01190
202603020706,3歳未勝利,ダート,1700,6,11,オーパパ,牡3,57.0,小林脩,美浦斎藤誠,,---.-,2023103915,01183,01086
202603020706,3歳未勝利,ダート,1700,7,12,アデルフィー,牡3,57.0,三浦,美浦金成,,---.-,2023105753,01122,01132
202603020706,3歳未勝利,ダート,1700,7,13,オートカリテ,牝3,55.0,石橋脩,美浦牧,,---.-,2023103555,01077,01106
202603020706,3歳未勝利,ダート,1700,8,14,カミノテイオー,牡3,57.0,野中,美浦奥平,,---.-,2023109056,01158,01074
202603020706,3歳未勝利,ダート,1700,8,15,アラビアンドリーム,牡3,57.0,坂井,美浦栗田,,---.-,2023102398,01163,01127
