race_id,race_name,surface,distance_m,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202610020708,3歳以上1勝クラス,芝,2000,1,1,ダノンアトラス,牡5,58.0,Ｍ．デムーロ,栗東橋口 慎介,,---.-,2021105113,05212,01154
202610020708,3歳以上1勝クラス,芝,2000,2,2,サイレントグルーヴ,牝5,56.0,角田 大和,栗東角田 晃一,,---.-,2021105274,01186,01121
202610020708,3歳以上1勝クラス,芝,2000,3,3,フウセン,牡3,55.0,Ｊ．コレット,栗東杉山 晴紀,,---.-,2023104552,05691,01157
202610020708,3歳以上1勝クラス,芝,2000,4,4,ワンダフルボンド,牡3,55.0,川田 将雅,栗東友道 康夫,,---.-,2023103737,01088,01061
202610020708,3歳以上1勝クラス,芝,2000,5,5,ノンブルドール,牡3,55.0,西村 淳也,栗東西園 翔太,,---.-,2023106941,01171,01196
202610020708,3歳以上1勝クラス,芝,2000,6,6,ビヨンドザドリーム,牡6,58.0,国分 優作,栗東小椋 研介,,---.-,2020102736,01125,01197
202610020708,3歳以上1勝クラス,芝,2000,7,7,ダノンハドソン,牡3,55.0,高杉 吏麒,栗東池江 泰寿,,---.-,2023107101,01213,01071
202610020708,3歳以上1勝クラス,芝,2000,7,8,スリーラーケン,牡4,58.0,国分 恭介,栗東高橋 義忠,,---.-,2022102312,01124,01129
202610020708,3歳以上1勝クラス,芝,2000,8,9,ゴールドアクセス,牡3,53.0,◇今村 聖奈,栗東寺島 良,,---.-,2023104506,01193,01158
202610020708,3歳以上1勝クラス,芝,2000,8,10,パラディオン,牡3,55.0,吉村 誠之助,栗東高柳 大輔,,---.-,2023106392,01216,01159
