race_id,race_name,surface,distance_m,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202602011107,3歳以上1勝クラス,ダート,1700,1,1,エンダードラゴン,牡4,58.0,浜中,栗東友道,,---.-,2022104890,01115,01061
202602011107,3歳以上1勝クラス,ダート,1700,2,2,タイセイデクスター,牡4,58.0,黛,美浦伊藤圭,,---.-,2022103986,01109,01023
202602011107,3歳以上1勝クラス,ダート,1700,3,3,イサギ,牡3,55.0,小沢,栗東小椋,,---.-,2023101713,01185,01197
202602011107,3歳以上1勝クラス,ダート,1700,3,4,ディアスポラ,牡5,58.0,岩田康,美浦田中剛,,---.-,2021102498,05203,01119
202602011107,3歳以上1勝クラス,ダート,1700,4,5,ウィズマスタング,牡4,58.0,横山武,美浦高橋文,,---.-,2022106045,01170,01134
202602011107,3歳以上1勝クラス,ダート,1700,4,6,ノリノドラゴン,牡3,55.0,吉田隼,栗東荒川,,---.-,2023101721,01095,01095
202602011107,3歳以上1勝クラス,ダート,1700,5,7,グランセレスト,牡3,55.0,丹内,美浦竹内,,---.-,2023100953,01091,01152
202602011107,3歳以上1勝クラス,ダート,1700,5,8,パラダイスフェイス,牡3,55.0,古川吉,美浦牧,,---.-,2023104103,01015,01106
202602011107,3歳以上1勝クラス,ダート,1700,6,9,シェーンルスカ,牝4,52.0,★河原田,美浦本間,,---.-,2022103018,01204,01056
202602011107,3歳以上1勝クラス,ダート,1700,6,10,タイセツナヒ,牡3,55.0,佐々木,美浦杉浦,,---.-,2023102352,01197,01008
202602011107,3歳以上1勝クラス,ダート,1700,7,11,ストロングボーイ,牡3,55.0,武豊,栗東野中,,---.-,2023106397,00666,01098
202602011107,3歳以上1勝クラス,ダート,1700,7,12,カーマンライン,セ5,55.0,▲遠藤,美浦小島,,---.-,2021105329,01218,01068
202602011107,3歳以上1勝クラス,ダート,1700,8,13,ガラスノブルース,牡5,57.0,☆長浜,美浦石栗,,---.-,2021104276,01214,01043
202602011107,3歳以上1勝クラス,ダート,1700,8,14,ホウオウバローロ,牡5,56.0,△鷲頭,栗東前川,,---.-,2021105772,01202,01210
