race_id,race_name,surface,distance_m,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202602011105,3歳未勝利,ダート,1700,1,1,サンオブザサン,牡3,57.0,斎藤,栗東高橋一,,---.-,2023101979,01178,01206
202602011105,3歳未勝利,ダート,1700,2,2,バンダムソレール,牡3,53.0,★河原田,栗東小栗,,---.-,2023102317,01204,01194
202602011105,3歳未勝利,ダート,1700,3,3,チャーチルデュース,牡3,57.0,武豊,栗東松永幹,,---.-,2023105320,00666,01092
202602011105,3歳未勝利,ダート,1700,3,4,コウソクユノ,牝3,54.0,☆長浜,美浦中舘,,---.-,2023106929,01214,01153
202602011105,3歳未勝利,ダート,1700,4,5,ディープマウンテン,牝3,53.0,△鷲頭,美浦深山,,---.-,2023103475,01202,01174
202602011105,3歳未勝利,ダート,1700,4,6,イトシサ,牡3,56.0,☆舟山,美浦田中博,,---.-,2023106849,01221,01162
202602011105,3歳未勝利,ダート,1700,5,7,フロムザムーン,牡3,54.0,▲大久保,栗東畑端,,---.-,2023102369,01194,01188
202602011105,3歳未勝利,ダート,1700,5,8,ホウオウライセンス,牡3,57.0,横山武,美浦稲垣,,---.-,2023102400,01170,01167
202602011105,3歳未勝利,ダート,1700,6,9,ペガサスウィンド,牝3,55.0,鮫島駿,栗東宮地,,---.-,2023100609,01157,01211
202602011105,3歳未勝利,ダート,1700,6,10,ダノンアクション,牡3,57.0,横山和,栗東安田,,---.-,2023105235,01140,01164
202602011105,3歳未勝利,ダート,1700,7,11,ルージュプルーヴ,牝3,55.0,小沢,栗東中内田,,---.-,2023103606,01185,01137
202602011105,3歳未勝利,ダート,1700,7,12,モンロワイヤル,牡3,57.0,丹内,栗東牧浦,,---.-,2023100926,01091,01113
202602011105,3歳未勝利,ダート,1700,8,13,レースクイーン,牝3,55.0,横山琉,美浦蛯名利,,---.-,2023101563,01192,01131
202602011105,3歳未勝利,ダート,1700,8,14,メイショウセンドウ,牡3,57.0,吉田隼,栗東飯田,,---.-,2023101756,01095,01139
