race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202609040507,3歳以上1勝クラス,芝,2400,良,1,1,ボンドマティーニ,牡3,55.0,北村友,栗東安田,,---.-,2023105337,01102,01164
202609040507,3歳以上1勝クラス,芝,2400,良,2,2,アロマフェリス,牝4,56.0,川田,栗東辻野,,---.-,2022104624,01088,01183
202609040507,3歳以上1勝クラス,芝,2400,良,3,3,パンチャマハブータ,牝3,53.0,池添,栗東吉田,,---.-,2023101404,01032,01101
202609040507,3歳以上1勝クラス,芝,2400,良,4,4,ベルシュヴァル,牝3,53.0,松山,栗東中村,,---.-,2023102376,01126,01186
202609040507,3歳以上1勝クラス,芝,2400,良,5,5,ラッキーシグネチャ,牝3,51.0,◇古川奈,栗東矢作,,---.-,2023105302,01190,01075
202609040507,3歳以上1勝クラス,芝,2400,良,5,6,フィエールシャンテ,牝3,53.0,Ｍデムーロ,栗東小椋,,---.-,2023100868,05212,01197
202609040507,3歳以上1勝クラス,芝,2400,良,6,7,ストレートブラック,牝4,56.0,松若,美浦奥平,,---.-,2022103353,01154,01074
202609040507,3歳以上1勝クラス,芝,2400,良,6,8,タガノアルトゥーラ,牡3,55.0,吉村,栗東長谷川,,---.-,2023104315,01216,01173
202609040507,3歳以上1勝クラス,芝,2400,良,7,9,ゴールドアクセス,牡3,55.0,武豊,栗東寺島,,---.-,2023104506,00666,01158
202609040507,3歳以上1勝クラス,芝,2400,良,7,10,ロングホリデー,牡3,55.0,斎藤,栗東茶木,,---.-,2023100288,01178,01181
202609040507,3歳以上1勝クラス,芝,2400,良,8,11,サトノビダーヤ,牡3,55.0,幸,栗東高橋康,,---.-,2023107379,00732,01135
202609040507,3歳以上1勝クラス,芝,2400,良,8,12,ディアーモルタル,牝3,52.0,☆田山,栗東宮本,,---.-,2023107125,01220,01073
