race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id,popularity
202604030304,2歳新馬,芝,1400,良,1,1,ポケットブック,牡2,55.0,小崎,美浦池上,426(0),257.1,2024105018,01152,01150,16
202604030304,2歳新馬,芝,1400,良,1,2,ジェイエルキール,牝2,55.0,江田照,美浦菊川,422(0),135.2,2024100834,00689,01052,12
202604030304,2歳新馬,芝,1400,良,2,3,クラウンロムパイア,牡2,55.0,木幡育,美浦松永康,454(0),315.4,2024100293,01167,01093,18
202604030304,2歳新馬,芝,1400,良,2,4,エクラドリオン,牡2,55.0,ルメール,美浦中舘,440(0),1.5,2024106743,05339,01153,1
202604030304,2歳新馬,芝,1400,良,3,5,ショウナンバッカス,牡2,55.0,岩田康,美浦栗田,442(0),134.5,2024101299,05203,01127,11
202604030304,2歳新馬,芝,1400,良,3,6,ヨツバ,牡2,55.0,杉原,美浦本間,452(0),208.1,2024105478,01135,01056,13
202604030304,2歳新馬,芝,1400,良,4,7,タワーウマザンマイ,牡2,55.0,原,美浦青木,502(0),40.2,2024104800,01184,01156,8
202604030304,2歳新馬,芝,1400,良,4,8,チョトツモウシン,牡2,55.0,菅原隆,美浦小手川,434(0),216.1,2024103008,01129,01171,14
202604030304,2歳新馬,芝,1400,良,5,9,ニシノムホウモノ,牡2,55.0,ミシェル,美浦村田,458(0),22.5,2024105422,05586,01190,7
202604030304,2歳新馬,芝,1400,良,5,10,レッドアバンドーネ,牡2,55.0,津村,美浦上原佑,444(0),8.9,2024110006,01092,01192,3
202604030304,2歳新馬,芝,1400,良,6,11,アヴァンデセール,牝2,52.0,▲佐藤,美浦田中剛,490(0),61.0,2024107330,01207,01119,9
202604030304,2歳新馬,芝,1400,良,6,12,セレスティナ,牝2,53.0,◇今村,美浦高柳瑞,426(0),7.5,2024100017,01193,01118,2
202604030304,2歳新馬,芝,1400,良,7,13,イントリー,牝2,55.0,武藤,美浦尾形,410(0),16.2,2024105539,01169,01141,5
202604030304,2歳新馬,芝,1400,良,7,14,イデアモッコス,牡2,55.0,野中,美浦的場,434(0),236.0,2024102094,01158,01063,15
202604030304,2歳新馬,芝,1400,良,7,15,コメットサン,牝2,55.0,松山,栗東西園翔,442(0),9.9,2024102161,01126,01196,4
202604030304,2歳新馬,芝,1400,良,8,16,ホワイトホール,牝2,55.0,嶋田,美浦清水英,432(0),68.8,2024104300,01134,01080,10
202604030304,2歳新馬,芝,1400,良,8,17,モチロンコクラ,牝2,55.0,小林凌,美浦伊藤伸,428(0),293.6,2024104659,01177,01031,17
202604030304,2歳新馬,芝,1400,良,8,18,ショウナンワンパク,牡2,55.0,丸山,美浦古賀大,454(0),20.1,2024104480,01127,01222,6
