race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id,popularity
202604030301,3歳以上障害未勝利,,,良,1,1,ウインシュクラン,セ8,60.0,上野,美浦和田郎,468(-4),5.5,2018101615,01087,01114,3
202604030301,3歳以上障害未勝利,,,良,2,2,ホウオウサンデー,牡8,60.0,小野寺,栗東井上,466(-1),7.6,2018105047,01123,01214,5
202604030301,3歳以上障害未勝利,,,良,3,3,コスモグラニット,牡4,60.0,大江圭,美浦清水英,494(+6),51.7,2022106800,01120,01080,9
202604030301,3歳以上障害未勝利,,,良,4,4,アスクアットバット,セ4,60.0,黒岩,栗東加藤公,474(-4),80.9,2022110139,01072,01215,10
202604030301,3歳以上障害未勝利,,,良,5,5,ワールドシリーズ,牡5,60.0,中村,栗東秋山,476(0),112.3,2021110002,01101,01212,12
202604030301,3歳以上障害未勝利,,,良,5,6,リッケンバッカー,牡8,60.0,小牧加,栗東西村,480(+10),6.4,2018103590,01196,01148,4
202604030301,3歳以上障害未勝利,,,良,6,7,マイネルニコラス,牡7,60.0,草野,美浦畠山,518(-2),20.2,2019100768,01113,01048,7
202604030301,3歳以上障害未勝利,,,良,6,8,エナジーグラン,牡7,60.0,難波,栗東高橋康,476(-6),28.1,2019104108,01066,01135,8
202604030301,3歳以上障害未勝利,,,良,7,9,フォーディアライフ,セ5,60.0,高田,美浦矢嶋,526(-8),3.8,2021104770,01046,01202,2
202604030301,3歳以上障害未勝利,,,良,7,10,オリンポスカズマ,牡6,60.0,小坂,栗東平田,524(+12),10.4,2020102013,01063,01082,6
202604030301,3歳以上障害未勝利,,,良,8,11,ラパンラピッド,セ6,58.0,△坂口,美浦武井,486(-4),3.3,2020102648,01211,01147,1
202604030301,3歳以上障害未勝利,,,良,8,12,バダジェフスカ,牝4,58.0,伴,美浦高橋文,486(+8),107.5,2022106590,01149,01134,11
