race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id,popularity
202607030301,2歳未勝利,芝,2000,良,1,1,エンルートフライト,牡2,55.0,坂井,栗東池添,476(-10),2.0,2024100037,01163,01144,1
202607030301,2歳未勝利,芝,2000,良,2,2,ブラックミューズ,牝2,55.0,岩田望,栗東松永幹,478(-2),4.8,2024106131,01174,01092,3
202607030301,2歳未勝利,芝,2000,良,3,3,プッシュザリミット,牡2,55.0,Ｍデムーロ,栗東柴田,450(-6),196.2,2024108113,05212,01216,11
202607030301,2歳未勝利,芝,2000,良,4,4,ディープナイト,牡2,55.0,荻野琢,栗東牧田,490(0),41.4,2024100601,01112,01123,9
202607030301,2歳未勝利,芝,2000,良,5,5,レイデアルマス,牡2,55.0,西村淳,栗東杉山佳,504(+14),10.5,2024106436,01171,01178,4
202607030301,2歳未勝利,芝,2000,良,6,6,ピュアノーブル,牝2,55.0,菱田,栗東岡田,452(-2),41.3,2024105997,01144,01066,8
202607030301,2歳未勝利,芝,2000,良,6,7,マンナット,牡2,55.0,川田,栗東斉藤崇,484(-2),4.4,2024100654,01088,01151,2
202607030301,2歳未勝利,芝,2000,良,7,8,ハルカカナタ,牝2,55.0,幸,栗東秋山,496(-4),24.8,2024106310,00732,01212,6
202607030301,2歳未勝利,芝,2000,良,7,9,ゴルディアス,牡2,55.0,松若,栗東小崎,446(+4),73.6,2024101754,01154,01085,10
202607030301,2歳未勝利,芝,2000,良,8,10,ホットロッドハート,牡2,55.0,吉村,栗東前川,446(-4),27.6,2024105800,01216,01210,7
202607030301,2歳未勝利,芝,2000,良,8,11,メモリアデルレ,牡2,54.0,☆田山,栗東吉岡,474(0),11.4,2024106944,01220,01176,5
