race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id,popularity
202601020301,3歳未勝利,ダート,1700,稍,1,1,アズライトアスール,牡3,53.0,★河原田,栗東鈴木孝,456(+2),144.1,2023100785,01204,01111,13
202601020301,3歳未勝利,ダート,1700,稍,2,2,ロードステラート,牡3,57.0,横山和,栗東武英,518(+12),5.2,2023105838,01140,01161,2
202601020301,3歳未勝利,ダート,1700,稍,3,3,アスコットダンス,牝3,53.0,◇古川奈,栗東高橋康,434(+6),104.3,2023105144,01190,01135,12
202601020301,3歳未勝利,ダート,1700,稍,3,4,ショウナンタヅナ,牡3,57.0,池添,美浦武市,472(+2),22.4,2023100531,01032,01089,10
202601020301,3歳未勝利,ダート,1700,稍,4,5,フロムザムーン,牡3,57.0,石川倭,栗東畑端,450(-2),13.9,2023102369,05534,01188,8
202601020301,3歳未勝利,ダート,1700,稍,4,6,ワンダーアスク,牝3,55.0,川又,栗東笹田,440(+6),10.3,2023103191,01166,01104,6
202601020301,3歳未勝利,ダート,1700,稍,5,7,ダリアフレイバー,牝3,55.0,鮫島駿,栗東河嶋,414(0),184.0,2023102197,01157,01198,14
202601020301,3歳未勝利,ダート,1700,稍,5,8,アイムスティルミー,セ3,57.0,古川吉,美浦奥平,434(-2),83.2,2023106595,01015,01074,11
202601020301,3歳未勝利,ダート,1700,稍,6,9,ゴールデンダガー,牡3,57.0,横山琉,美浦中舘,482(+10),5.2,2023105726,01192,01153,3
202601020301,3歳未勝利,ダート,1700,稍,6,10,クールフィデル,牡3,57.0,落合玄,美浦和田勇,478(+6),16.6,2023103483,05578,01165,9
202601020301,3歳未勝利,ダート,1700,稍,7,11,メイショウタイザン,牡3,57.0,小沢,栗東高橋忠,464(+2),8.4,2023106570,01185,01129,5
202601020301,3歳未勝利,ダート,1700,稍,7,12,サンオブザサン,牡3,57.0,斎藤,栗東高橋一,518(+2),7.1,2023101979,01178,01206,4
202601020301,3歳未勝利,ダート,1700,稍,8,13,ベルアズーロ,牡3,54.0,▲小林美,栗東西村,552(+6),4.5,2023103168,01206,01148,1
202601020301,3歳未勝利,ダート,1700,稍,8,14,アーデルブリックス,牡3,57.0,北村友,栗東坂口,430(-2),12.3,2023106863,01102,01170,7
